,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,pv_area_id,time_created,obstacle,type
1905,1905,1905,1905,2150,1009,2020-12-11 16:22:00,"MULTIPOLYGON (((48.40022156431666 11.99263079373799, 48.40022512587876 11.9926509103056, 48.40023402978294 11.99264822809658, 48.40023046822147 11.99262811152897, 48.40022156431666 11.99263079373799)), ((48.40020375650239 11.99270723669491, 48.40019752376591 11.99270723669491, 48.40019988987853 11.99272245168686, 48.40020642767494 11.99272198884449, 48.40020375650239 11.99270723669491)))",chimney
1906,1906,1906,1906,2151,1009,2020-12-11 16:22:00,"MULTIPOLYGON (((48.40023848173446 11.9926509103056, 48.40024026251494 11.99267102687321, 48.40020375650239 11.99268846123181, 48.40020375650239 11.99270053117237, 48.40019574298391 11.9927045544859, 48.40019307181081 11.99268443791829, 48.40023402978294 11.99266298024617, 48.40023848173446 11.9926509103056)))",ladder
1907,1907,1907,1907,2152,1009,2020-12-11 16:22:00,"MULTIPOLYGON (((48.40014588106291 11.9925784906622, 48.40015033302215 11.99258385508023, 48.40016725046361 11.99258117287121, 48.40017882555193 11.99257580845318, 48.40019574298391 11.99257178513966, 48.40020642767494 11.99257044403515, 48.40021622197303 11.99256642072163, 48.40023313939259 11.99255971519909, 48.40023313939259 11.99255032746754, 48.40014588106291 11.9925784906622)))",tree
1908,1908,1908,1908,2153,1009,2020-12-11 16:22:00,"MULTIPOLYGON (((48.40020642767494 11.99271528332196, 48.40021889314493 11.99271528332196, 48.40022334509774 11.99272467105351, 48.40020642767494 11.99272735326252, 48.40020642767494 11.99271528332196)))",shadow
1909,1909,1909,1909,2158,1011,2020-12-11 16:37:00,"MULTIPOLYGON (((48.40035933703573 11.99187028167854, 48.40034865237684 11.99187162278305, 48.40034509082339 11.99188503382812, 48.40035933703573 11.99188503382812, 48.40035933703573 11.99187028167854)), ((48.4003789255712 11.99190246818672, 48.40037180246826 11.99190380929123, 48.40037269285619 11.99195611236702, 48.40037803518339 11.99195477126251, 48.4003789255712 11.99190246818672)), ((48.40044125267927 11.99192660806785, 48.40043680074552 11.99192660806785, 48.4004350199719 11.99193867800842, 48.40044214306599 11.99194001911293, 48.40044125267927 11.99192660806785)))",unknown
1910,1910,1910,1910,2159,1011,2020-12-11 16:37:00,"MULTIPOLYGON (((48.40046885465988 11.99196550009857, 48.40046173156957 11.99196952341209, 48.40046351234223 11.99198293445717, 48.40046885465988 11.99198293445717, 48.40046885465988 11.99196550009857)), ((48.40045282770523 11.99196550009857, 48.40044303345267 11.99196550009857, 48.40044385641042 11.99198350310326, 48.40045193731871 11.99198159335266, 48.40045282770523 11.99196550009857)), ((48.4003620082001 11.99195745347152, 48.40035577548304 11.99196013568054, 48.40035399470658 11.99197220562111, 48.40036111781199 11.99197354672561, 48.4003620082001 11.99195745347152)), ((48.40034598121179 11.99195477126251, 48.40033796771575 11.99195611236702, 48.40033796771575 11.99197220562111, 48.40034241965813 11.99197220562111, 48.40034598121179 11.99195477126251)), ((48.40033084460705 11.99195477126251, 48.4003237214974 11.99195477126251, 48.40032461188616 11.99196818230758, 48.4003317349957 11.99196818230758, 48.40033084460705 11.99195477126251)), ((48.40042433532893 11.99184077737938, 48.40041810261947 11.99184211848388, 48.40041625441624 11.99185475707054, 48.40042255455488 11.99185418842445, 48.40042433532893 11.99184077737938)), ((48.4003352965501 11.99182870743881, 48.40032899640068 11.9918292760849, 48.40032817344105 11.99184614179741, 48.40033440616151 11.99184345958839, 48.4003352965501 11.99182870743881)))",window
1911,1911,1911,1911,2160,1011,2020-12-11 16:37:00,"MULTIPOLYGON (((48.40045015654562 11.99182602522979, 48.40046173156957 11.99183004854332, 48.40046173156957 11.99185687063347, 48.40044926615906 11.99187296388756, 48.40043591035872 11.99185687063347, 48.40043769113231 11.99183004854332, 48.40045015654562 11.99182602522979)), ((48.40040741797292 11.99182602522979, 48.40039673332414 11.99182334302078, 48.40038159673455 11.99182334302078, 48.40038159673455 11.99185552952896, 48.40039495254913 11.99187028167854, 48.40040741797292 11.99185284731994, 48.40040741797292 11.99182602522979)), ((48.40036913130439 11.99182468412529, 48.40035755625942 11.99182066081177, 48.40034420043499 11.99182200191627, 48.40034420043499 11.99184882400642, 48.40035577548304 11.99186759946953, 48.40036824091643 11.99184882400642, 48.40036913130439 11.99182468412529)))",dormer
1912,1912,1912,1912,2161,1011,2020-12-11 16:37:00,"MULTIPOLYGON (((48.40045282770523 11.99188369272361, 48.40044214306599 11.99188235161911, 48.40044214306599 11.99189308045517, 48.40045282770523 11.99189442155967, 48.40045282770523 11.99188369272361)), ((48.40041447364192 11.99187487363815, 48.40040830836025 11.99187564609657, 48.40040830836025 11.99188637493263, 48.40041543145804 11.99188503382812, 48.40041447364192 11.99187487363815)), ((48.40034598121179 11.99187564609657, 48.4003352965501 11.99187564609657, 48.4003352965501 11.99188503382812, 48.40034420043499 11.99188637493263, 48.40034598121179 11.99187564609657)))",chimney
1913,1913,1913,1913,2162,1011,2020-12-11 16:37:00,"MULTIPOLYGON (((48.40045282770523 11.99189442155967, 48.40033796771575 11.99188503382812, 48.4003352965501 11.99189308045517, 48.40045282770523 11.99190112708221, 48.40045282770523 11.99189442155967)))",ladder
1914,1914,1914,1914,2204,1035,2020-12-12 00:39:00,"MULTIPOLYGON (((48.39989869070016 11.99131108949071, 48.39988266356588 11.99131511280423, 48.39988533475526 11.99133522937184, 48.39989869070016 11.99132986495381, 48.39989869070016 11.99131108949071)))",chimney
1915,1915,1915,1915,2205,1035,2020-12-12 00:39:00,"MULTIPOLYGON (((48.39993875851382 11.99127085635548, 48.39993608732721 11.99127890298253, 48.39993964890932 11.99128694960957, 48.39994321049116 11.99128560850506, 48.39993875851382 11.99127085635548)))",unknown
1916,1916,1916,1916,2163,1011,2020-12-11 16:37:00,"MULTIPOLYGON (((48.40048577199546 11.99201377986084, 48.40048310083757 11.9919896399797, 48.40047419697698 11.9919896399797, 48.40046618350114 11.99198293445717, 48.40044481422601 11.99198427556167, 48.40043412958509 11.99196952341209, 48.40041810261947 11.99196415899406, 48.4003985140991 11.99196013568054, 48.40038070634676 11.99196147678505, 48.40036289858819 11.99195879457603, 48.40036194077107 11.99197545647621, 48.40035303688928 11.99197545647621, 48.40035399470658 11.99195745347152, 48.40034687160016 11.99195611236702, 48.40034420043499 11.99197354672561, 48.4003370773272 11.99197354672561, 48.40033618693865 11.99195745347152, 48.40033262538434 11.99195745347152, 48.40033262538434 11.99196952341209, 48.40032105033102 11.99197220562111, 48.40032105033102 11.99198159335266, 48.40030769449703 11.99198695777069, 48.40030591371889 11.99200305102478, 48.40048577199546 11.99201377986084)))",tree
1917,1917,1917,1917,2164,1011,2020-12-11 16:37:00,"MULTIPOLYGON (((48.40046351234223 11.99183407185684, 48.40047241620469 11.99183407185684, 48.40046351234223 11.99185821173797, 48.40046351234223 11.99183407185684)), ((48.40046440272855 11.99188503382812, 48.40045365066282 11.99188560247421, 48.40045371809172 11.99189442155967, 48.40046084118321 11.99189173935066, 48.40046440272855 11.99188503382812)), ((48.40042878726377 11.99187832830559, 48.40041625441624 11.99187755584717, 48.40041543145804 11.99188637493263, 48.40042522571592 11.99188637493263, 48.40042878726377 11.99187832830559)), ((48.40040919874752 11.99183004854332, 48.40041810261947 11.99183138964782, 48.40041008913477 11.99185016511093, 48.40040919874752 11.99183004854332)), ((48.40037002169238 11.99182602522979, 48.40038070634676 11.99182468412529, 48.40036913130439 11.99184882400642, 48.40037002169238 11.99182602522979)))",shadow
1918,1918,1918,1918,2168,1013,2020-12-11 16:48:00,"MULTIPOLYGON (((48.40048466320975 11.99251038359745, 48.4005184978647 11.99254391121014, 48.40051315555227 11.99257073330029, 48.40049534784005 11.99257877992733, 48.40048466320975 11.99251038359745)))",shadow
1919,1919,1919,1919,2174,1015,2020-12-11 16:54:00,"MULTIPOLYGON (((48.40065383625956 11.99260754752839, 48.40064760357821 11.99261291194642, 48.40064671319512 11.99265180397714, 48.40065917855723 11.99267862606728, 48.40066541123712 11.99269203711236, 48.40068945156676 11.99269471932137, 48.40065383625956 11.99260754752839)))",tree
1920,1920,1920,1920,2175,1017,2020-12-11 20:31:00,"MULTIPOLYGON (((48.39989317519871 11.99214851993869, 48.39988516163133 11.9921498610432, 48.39988605202777 11.99216193098377, 48.39989495599131 11.99215924877475, 48.39989317519871 11.99214851993869)))",unknown
1921,1921,1921,1921,2176,1017,2020-12-11 20:31:00,"MULTIPOLYGON (((48.39987714806269 11.99219545859645, 48.39986913449276 11.99219814080547, 48.3998709152862 11.99221691626857, 48.39987981925239 11.99221289295505, 48.39987714806269 11.99219545859645)), ((48.39988605202777 11.9920774413998, 48.39987625766609 11.99208146471332, 48.39987981925239 11.99209889907192, 48.39988783282061 11.9920962168629, 48.39988605202777 11.9920774413998)), ((48.39985755933401 11.99208682913135, 48.39984865536393 11.99208951134036, 48.39985043615808 11.99210694569896, 48.39985844973093 11.99210292238544, 48.39985755933401 11.99208682913135)))",window
1922,1922,1922,1922,2177,1017,2020-12-11 20:31:00,"MULTIPOLYGON (((48.39985755933401 11.99217131871532, 48.39984954576103 11.99217265981983, 48.39985221695213 11.99219009417842, 48.39985975940325 11.99218735098839, 48.39985755933401 11.99217131871532)))",chimney
1923,1923,1923,1923,2178,1018,2020-12-11 20:33:00,"MULTIPOLYGON (((48.3997355748084 11.99223300952266, 48.39974625959606 11.99222496289562, 48.39975961557748 11.99224642056774, 48.39976139637474 11.99225983161281, 48.39975961557748 11.99226921934436, 48.39976317717193 11.99227324265788, 48.39977030036009 11.99226251382182, 48.3997729715554 11.99227458376239, 48.39979701230679 11.9922759248669, 48.39980235469442 11.99230542916606, 48.39974625959606 11.99231347579311, 48.3997355748084 11.99223300952266)))",tree
1924,1924,1924,1924,2179,1020,2020-12-11 20:36:00,"MULTIPOLYGON (((48.40008007332838 11.99259297213402, 48.40007384057674 11.99259297213402, 48.40007384057674 11.99260906538811, 48.4000818541144 11.9926077242836, 48.40008007332838 11.99259297213402)), ((48.40002575932424 11.99262247643318, 48.4000168553836 11.99262649974671, 48.40002041696005 11.99263320526924, 48.40002575932424 11.99263186416474, 48.40002575932424 11.99262247643318)))",unknown
1925,1925,1925,1925,2180,1023,2020-12-11 23:35:00,"MULTIPOLYGON (((48.40105134262724 11.99201372188325, 48.40103798698497 11.99200701636072, 48.40102997359794 11.99200165194269, 48.4010192890799 11.99201774519678, 48.40100860455964 11.99200969856973, 48.40100504305239 11.99202579182382, 48.40100326229868 11.99203786176439, 48.40099524890617 11.99204188507791, 48.4009934681521 11.99205663722749, 48.40104867149908 11.99205931943651, 48.40105134262724 11.99201372188325)))",tree
1926,1926,1926,1926,2181,1025,2020-12-12 00:18:00,"MULTIPOLYGON (((48.40001202772122 11.99276175242704, 48.40000134298938 11.99275907021803, 48.39999600062262 11.99276041132253, 48.39999689101712 11.99277114015859, 48.40001024693273 11.99277114015859, 48.40001202772122 11.99276175242704)), ((48.39995771364444 11.99277516347212, 48.3999639464103 11.99277516347212, 48.3999657272004 11.99278455120367, 48.3999586040396 11.99278455120367, 48.39995771364444 11.99277516347212)))",unknown
1927,1927,1927,1927,2182,1025,2020-12-12 00:18:00,"MULTIPOLYGON (((48.39997730233455 11.9927188370828, 48.39998531588743 11.99276443463606, 48.39993901534231 11.99278186899465, 48.39993189217777 11.99273493033689, 48.39997730233455 11.9927188370828)))",dormer
1928,1928,1928,1928,2183,1025,2020-12-12 00:18:00,"MULTIPOLYGON (((48.39997463114997 11.9927724812631, 48.39996661759544 11.99277650457662, 48.39996839838544 11.99278857451719, 48.39997641193972 11.99278723341268, 48.39997463114997 11.9927724812631)))",chimney
1929,1929,1929,1929,2184,1025,2020-12-12 00:18:00,"MULTIPOLYGON (((48.39997908312419 11.99272688370985, 48.39999332943905 11.99272286039633, 48.39998531588743 11.99276041132253, 48.39997908312419 11.99272688370985)))",shadow
1930,1930,1930,1930,2185,1026,2020-12-12 00:22:00,"MULTIPOLYGON (((48.40059463313322 11.99292816127207, 48.40058751006052 11.99293084348108, 48.40058898923017 11.99294239282608, 48.40059552351725 11.99293889010812, 48.40059463313322 11.99292816127207)))",unknown
1931,1931,1931,1931,2186,1026,2020-12-12 00:22:00,"MULTIPOLYGON (((48.40061066004319 11.9929523011532, 48.40058809884602 11.99296653270721, 48.40060086582105 11.99300460422899, 48.40062134464708 11.99299119318392, 48.40061066004319 11.9929523011532)))",dormer
1932,1932,1932,1932,2187,1026,2020-12-12 00:22:00,"MULTIPOLYGON (((48.4005821677553 11.99297241772081, 48.40057118154452 11.99297994375229, 48.4005756334665 11.99298799037933, 48.40058542769353 11.99298396706581, 48.4005821677553 11.99297241772081)))",chimney
1933,1933,1933,1933,2188,1027,2020-12-12 00:23:00,"MULTIPOLYGON (((48.40065428882814 11.99289597476389, 48.40064894652996 11.99288658703233, 48.4006382619319 11.99287854040529, 48.4006311388653 11.99288658703233, 48.40062757733162 11.99287854040529, 48.40061689272907 11.99288256371881, 48.40061422157807 11.99288792813684, 48.40061422157807 11.99289999807741, 48.40061689272907 11.99291877354051, 48.40065428882814 11.99289597476389)), ((48.40061155042697 11.99285037721063, 48.4006124408107 11.9928624471512, 48.40059552351725 11.99286378825571, 48.400584838908 11.9928812226143, 48.40057504468083 11.99288256371881, 48.40057148314323 11.99287049377824, 48.40061155042697 11.99285037721063)))",tree
1934,1934,1934,1934,2189,1028,2020-12-12 00:25:00,"MULTIPOLYGON (((48.40066586380562 11.99319101775552, 48.40066230227438 11.99319235886003, 48.40066230227438 11.9932044288006, 48.40066942533662 11.9932044288006, 48.40066586380562 11.99319101775552)))",unknown
1935,1935,1935,1935,2190,1028,2020-12-12 00:25:00,"MULTIPOLYGON (((48.40066230227438 11.99315212572481, 48.40065339844516 11.99315614903833, 48.40065695997703 11.99316956008341, 48.40066497342283 11.99316687787439, 48.40066230227438 11.99315212572481)), ((48.40062757733162 11.99322856868173, 48.40062134464708 11.99323393309976, 48.40062490618119 11.99324466193582, 48.4006311388653 11.99323929751779, 48.40062757733162 11.99322856868173)))",window
1936,1936,1936,1936,2191,1028,2020-12-12 00:25:00,"MULTIPOLYGON (((48.40062134464708 11.99316285456087, 48.4006302484819 11.99319101775552, 48.40060353697275 11.99320711100961, 48.40059552351725 11.99317894781496, 48.40062134464708 11.99316285456087)))",dormer
1937,1937,1937,1937,2192,1028,2020-12-12 00:25:00,"MULTIPOLYGON (((48.40064538499751 11.99318833554651, 48.40063559078203 11.99319638217355, 48.40064093308165 11.99320711100961, 48.40064983691303 11.99320040548708, 48.40064538499751 11.99318833554651)))",chimney
1938,1938,1938,1938,2193,1028,2020-12-12 00:25:00,"MULTIPOLYGON (((48.40064360423121 11.99312664473917, 48.40065161767913 11.99314005578424, 48.40065754876173 11.99313953518867, 48.40066378144184 11.99313819408417, 48.40065963112579 11.99312396253015, 48.40064360423121 11.99312664473917)))",tree
1939,1939,1939,1939,2194,1029,2020-12-12 00:27:00,"MULTIPOLYGON (((48.40023422202348 11.99255399155569, 48.40028497424735 11.99268273758841, 48.40027607035211 11.99271224188757, 48.40026093372659 11.99271894741011, 48.40023422202348 11.99255399155569)))",shadow
1940,1940,1940,1940,2195,1031,2020-12-12 00:31:00,"MULTIPOLYGON (((48.40378727505079 11.98871807598895, 48.40377926209684 11.98872478151149, 48.40378549439445 11.98873551034755, 48.4037908363632 11.9887274637205, 48.40378727505079 11.98871807598895)), ((48.40373474566315 11.98867516064471, 48.40374097796622 11.98866577291316, 48.40374453928192 11.9886724784357, 48.40374453928192 11.98868320727176, 48.40373474566315 11.98867516064471)))",unknown
1941,1941,1941,1941,2196,1031,2020-12-12 00:31:00,"MULTIPOLYGON (((48.40375522322749 11.98871941709346, 48.40377213947007 11.98870198273486, 48.40377926209684 11.98871807598895, 48.40376234585663 11.98873416924304, 48.40375522322749 11.98871941709346)))",chimney
1942,1942,1942,1942,2197,1031,2020-12-12 00:31:00,"MULTIPOLYGON (((48.40384603667432 11.98864565634555, 48.40384603667432 11.98866577291316, 48.40384425602007 11.98868186616725, 48.40385315929077 11.9887086882574, 48.40386206255988 11.98871539377993, 48.40387185615413 11.98871807598895, 48.40388432072589 11.98874221587008, 48.40388877235791 11.98873416924304, 48.40384603667432 11.98864565634555)), ((48.40375255224131 11.98878513121432, 48.40377124914167 11.98879049563235, 48.40377926209684 11.98880792999095, 48.40378104275338 11.98883341097659, 48.40377659111192 11.98885486864871, 48.40374721026851 11.98879451894587, 48.40375255224131 11.98878513121432)), ((48.40378193308162 11.98884548091716, 48.40379706865942 11.98883877539462, 48.40380330095484 11.98884548091716, 48.40381220423268 11.98883072876757, 48.40383891405692 11.9888347520811, 48.40379617833143 11.98889376067942, 48.40377659111192 11.98886023306674, 48.40378193308162 11.98884548091716)))",tree
1943,1943,1943,1943,2198,1031,2020-12-12 00:31:00,"MULTIPOLYGON (((48.40377748144024 11.98872209930247, 48.40377926209684 11.98873014592952, 48.40377392012686 11.98873953366107, 48.4037632361852 11.98873819255656, 48.40377748144024 11.98872209930247)))",shadow
1944,1944,1944,1944,2199,1032,2020-12-12 00:33:00,"MULTIPOLYGON (((48.40042484816128 11.99113021321135, 48.4004488886046 11.99118519849616, 48.40045245015077 11.99116239971953, 48.40046491556049 11.9911570353015, 48.4004711482642 11.9911570353015, 48.4004845040553 11.99118519849616, 48.4004996406143 11.99118251628714, 48.40050498292816 11.99121202058631, 48.40051210601245 11.99122677273589, 48.40052279063698 11.99122006721335, 48.40049429829986 11.99108863897162, 48.40042484816128 11.99113021321135)))",tree
1945,1945,1945,1945,2200,1033,2020-12-12 00:35:00,"MULTIPOLYGON (((48.40046413469666 11.99221926454475, 48.40046680585554 11.99224474553039, 48.40047838087567 11.99226754430701, 48.40048728473553 11.99226217988898, 48.40048550396367 11.99227424982955, 48.40049084627903 11.99227424982955, 48.40050153090805 11.99223133448531, 48.40046413469666 11.99221926454475)))",tree
1946,1946,1946,1946,2201,1034,2020-12-12 00:36:00,"MULTIPOLYGON (((48.40003314035016 11.99116088578587, 48.40003581153166 11.99117027351742, 48.40003046916851 11.99117429683095, 48.40002779798674 11.99116356799489, 48.40003314035016 11.99116088578587)))",chimney
1947,1947,1947,1947,2202,1034,2020-12-12 00:36:00,"MULTIPOLYGON (((48.39995478563046 11.99125744531041, 48.39999218221628 11.99132047722226, 48.3999912918217 11.9913459582079, 48.39996368958193 11.99135534593945, 48.39995478563046 11.99125744531041)))",shadow
1948,1948,1948,1948,2203,1035,2020-12-12 00:39:00,"MULTIPOLYGON (((48.39994142970025 11.99124671647435, 48.39994321049116 11.9912561042059, 48.39995211444469 11.9912561042059, 48.3999512240494 11.99124671647435, 48.39994142970025 11.99124671647435)))",unknown
1949,1949,1949,1949,2206,1038,2020-12-12 00:45:00,"MULTIPOLYGON (((48.39965140610405 11.990856975317, 48.39965306520946 11.99088412849455, 48.39961922997887 11.9909109505847, 48.3996219011821 11.99095118371992, 48.3996005315523 11.99099007575064, 48.39958272352061 11.99098605243711, 48.39956046347225 11.99097800581007, 48.39954265542654 11.99097532360105, 48.39953387309728 11.99095755815506, 48.39965140610405 11.990856975317)))",tree
1950,1950,1950,1950,2210,1042,2020-12-12 02:25:00,"MULTIPOLYGON (((48.40086948883061 11.99134358156845, 48.40086147541701 11.99134358156845, 48.40086236579638 11.99135967482254, 48.40087037920983 11.99135967482254, 48.40086948883061 11.99134358156845)))",unknown
1951,1951,1951,1951,2211,1042,2020-12-12 02:25:00,"MULTIPOLYGON (((48.40087661186386 11.99124165762589, 48.40086770807217 11.9912429987304, 48.40087126958901 11.99126311529801, 48.40087928300105 11.99125909198449, 48.40087661186386 11.99124165762589)))",chimney
1952,1952,1952,1952,2212,1042,2020-12-12 02:25:00,"MULTIPOLYGON (((48.40088106375912 11.99124702204392, 48.40090510398684 11.99125640977547, 48.40090688474399 11.99126311529801, 48.40087839262203 11.99126311529801, 48.40088106375912 11.99125506867096, 48.40088106375912 11.99124702204392)))",shadow
1953,1953,1953,1953,2213,1044,2020-12-12 02:28:00,"MULTIPOLYGON (((48.40454103926714 11.9923501981517, 48.40454103926714 11.99235958588325, 48.40453836832223 11.99236360919678, 48.40453836832223 11.99237165582382, 48.40453302643196 11.99237567913734, 48.4045294651715 11.99235690367424, 48.40454103926714 11.9923501981517)))",tree
1954,1954,1954,1954,2215,1046,2020-12-12 02:32:00,"MULTIPOLYGON (((48.40487388398673 11.99198551340626, 48.40489258047489 11.99198283119724, 48.40490771572215 11.99197076125668, 48.40491928973177 11.99196942015217, 48.40494065712716 11.99196539683865, 48.40493620558718 11.99194930358456, 48.4049032641793 11.99196137352513, 48.40487388398673 11.99198551340626)), ((48.40495045051371 11.99199490113781, 48.40494065712716 11.9920109943919, 48.40494421835884 11.99203513427303, 48.40494510866671 11.99206061525868, 48.404953121437 11.99207134409474, 48.40496380512869 11.99207939072178, 48.4049727082034 11.99207939072178, 48.40495045051371 11.99199490113781)))",tree
1955,1955,1955,1955,2216,1048,2020-12-12 02:40:00,"MULTIPOLYGON (((48.40538175523189 11.99249334441223, 48.40536751042617 11.99250943766632, 48.40538437208761 11.9925494492054, 48.40539956123344 11.99253357754745, 48.40538175523189 11.99249334441223)))",pvmodule
1956,1956,1956,1956,2217,1048,2020-12-12 02:40:00,"MULTIPOLYGON (((48.40540757393211 11.9924893210987, 48.40539510973364 11.99250139103927, 48.40540128778837 11.9925145804882, 48.40541024483137 11.9925067554573, 48.40540757393211 11.9924893210987)))",chimney
1957,1957,1957,1957,2218,1048,2020-12-12 02:40:00,"MULTIPOLYGON (((48.40545297920067 11.992453111277, 48.40545565009755 11.99246249900856, 48.40541202543081 11.99249870883026, 48.40541024483137 11.99248663888969, 48.40545297920067 11.992453111277)))",ladder
1958,1958,1958,1958,2219,1048,2020-12-12 02:40:00,"MULTIPOLYGON (((48.40541202543081 11.99250004993476, 48.40542270902613 11.99249870883026, 48.40542270902613 11.99250809656181, 48.40541113513112 11.99251077877082, 48.40541202543081 11.99250004993476)))",shadow
1959,1959,1959,1959,2222,1050,2020-12-12 02:58:00,"MULTIPOLYGON (((48.40487056603676 11.99222132466526, 48.40485721139731 11.99222132466526, 48.40485097923102 11.99222668908329, 48.40484840855093 11.99221551418304, 48.40484296644467 11.99220925472469, 48.40486522418142 11.99219718478412, 48.40487056603676 11.99222132466526)), ((48.4048073540456 11.99226826332302, 48.40481358621727 11.99227496884556, 48.40482337962827 11.99228033326359, 48.40480557342502 11.99228569768162, 48.4048073540456 11.99226826332302)))",tree
1960,1960,1960,1960,2224,1052,2020-12-12 03:05:00,"MULTIPOLYGON (((48.40464324305983 11.99214459157334, 48.40464858493851 11.99219823575364, 48.40464057212028 11.99219957685814, 48.40463523024076 11.99214995599137, 48.40464324305983 11.99214459157334)), ((48.40465303650365 11.99207083082543, 48.40465748806839 11.99210704064713, 48.40463255930078 11.99211106396065, 48.4046254367935 11.99208155966149, 48.40465303650365 11.99207083082543)))",unknown
1961,1961,1961,1961,2225,1052,2020-12-12 03:05:00,"MULTIPOLYGON (((48.40466144319775 11.99214041233063, 48.40464274662465 11.99214443564415, 48.40464897881645 11.99219807982445, 48.40466589476178 11.99219405651093, 48.40466144319775 11.99214041233063)), ((48.40473355848684 11.99205189943314, 48.40473405492114 11.99206814861641, 48.40472159055761 11.99206948972092, 48.40471891962219 11.99205607867585, 48.40473355848684 11.99205189943314)), ((48.40468864901077 11.9921740958725, 48.40469131994779 11.99218616581307, 48.40468330713627 11.99219018912659, 48.40468063619885 11.99217811918603, 48.40468864901077 11.9921740958725)), ((48.40478035110175 11.99215397930489, 48.40477055768245 11.99215800261841, 48.40476966737151 11.99217007255898, 48.40478213172325 11.99216739034997, 48.40478035110175 11.99215397930489)), ((48.40470378431872 11.99217141366349, 48.40469755213362 11.99217141366349, 48.40469755213362 11.99218482470856, 48.40470467463081 11.99218482470856, 48.40470378431872 11.99217141366349)), ((48.40477678985859 11.99204132652627, 48.40477055768245 11.99204132652627, 48.40477233830429 11.99206144309388, 48.40477946079098 11.99206010198937, 48.40477678985859 11.99204132652627)))",window
1962,1962,1962,1962,2226,1052,2020-12-12 03:05:00,"MULTIPOLYGON (((48.40474473865886 11.99213654494629, 48.40475898363903 11.99215263820038, 48.40476076426125 11.99218214249955, 48.40475008052691 11.99218080139504, 48.40473672585577 11.99218750691758, 48.40473444879841 11.99215784668922, 48.40474473865886 11.99213654494629)), ((48.40471535837471 11.99214190936432, 48.40472871305144 11.99216202593194, 48.40473138398636 11.99218616581307, 48.40472070024581 11.99218884802209, 48.40470823587903 11.99219555354462, 48.40470378431872 11.99216470814095, 48.40471535837471 11.99214190936432)), ((48.40475453208315 11.99203596210824, 48.40476610612758 11.99203730321274, 48.40476877706056 11.99206278419839, 48.40476115813831 11.9920814037323, 48.40474869378143 11.99207201600075, 48.40474424222466 11.99203982949257, 48.40475453208315 11.99203596210824)), ((48.40470111338236 11.99205205536233, 48.4047028940066 11.99207619524346, 48.40469438476223 11.99209481477737, 48.40468063619885 11.99208826518403, 48.40467746882639 11.99205860495567, 48.40468775869837 11.99205205536233, 48.40470111338236 11.99205205536233)))",dormer
1963,1963,1963,1963,2227,1052,2020-12-12 03:05:00,"MULTIPOLYGON (((48.40470556494289 11.99212045169221, 48.40469131994779 11.99212179279671, 48.40469131994779 11.99213654494629, 48.40470467463081 11.99213386273728, 48.40470556494289 11.99212045169221)))",chimney
1964,1964,1964,1964,2228,1052,2020-12-12 03:05:00,"MULTIPOLYGON (((48.40469438476223 11.99214175343513, 48.40470111338236 11.9922089645897, 48.40469399088466 11.9922103056942, 48.40468864901077 11.99214056825982, 48.40469438476223 11.99214175343513)))",ladder
1965,1965,1965,1965,2235,1056,2020-12-12 03:24:00,"MULTIPOLYGON (((48.40061510852064 11.99406422165423, 48.40061956043879 11.99408165601283, 48.40060887583459 11.99408567932635, 48.40060620468316 11.99407226828128, 48.40061510852064 11.99406422165423)))",unknown
1966,1966,1966,1966,2238,1058,2020-12-12 03:29:00,"MULTIPOLYGON (((48.40050612840707 11.99417297308829, 48.40050523802147 11.99418638413336, 48.40049900532194 11.99418638413336, 48.40049811493624 11.9941743141928, 48.40050612840707 11.99417297308829)), ((48.40055509959024 11.99409653013137, 48.40055598997494 11.9941032356539, 48.40052393611548 11.99411798780348, 48.40052126495964 11.99411128228095, 48.40055509959024 11.99409653013137)), ((48.40049989570764 11.99411932890799, 48.40049989570764 11.99412737553504, 48.40046962258529 11.9941394454756, 48.40046784181284 11.99413139884856, 48.40049989570764 11.99411932890799)))",unknown
1967,1967,1967,1967,2239,1058,2020-12-12 03:29:00,"MULTIPOLYGON (((48.40055242843601 11.99415285652068, 48.40054708612712 11.99415285652068, 48.40054797651198 11.99416626756575, 48.40055420920551 11.99416626756575, 48.40055242843601 11.99415285652068)), ((48.40052037457429 11.99411664669898, 48.40051325149118 11.9941206700125, 48.40051503226206 11.99413139884856, 48.40052126495964 11.99412871663954, 48.40052037457429 11.99411664669898)))",window
1968,1968,1968,1968,2240,1058,2020-12-12 03:29:00,"MULTIPOLYGON (((48.40047229374387 11.99415822093871, 48.40049995073956 11.99414670467377, 48.40050256686463 11.99416224425223, 48.40047501993423 11.99417486786842, 48.40047229374387 11.99415822093871)))",pvmodule
1969,1969,1969,1969,2241,1058,2020-12-12 03:29:00,"MULTIPOLYGON (((48.40053283996738 11.99418236081984, 48.40053907266276 11.99421722953704, 48.40052393611548 11.99422393505957, 48.40051948418898 11.9941930896559, 48.40053283996738 11.99418236081984)))",dormer
