,Unnamed: 0,id,pv_area_id,time_created,obstacle,type
214,214,4818,147,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41005744194348 11.98507385729122, 48.41005138846045 11.98507466195393, 48.41005210063492 11.98508793888855, 48.41005833216157 11.98508646367359, 48.41005744194348 11.98507385729122)))",chimney
215,215,4819,147,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40999527801407 11.98505163518953, 48.40999780623346 11.98506468413639, 48.40999599909073 11.98508344618845, 48.41000321875946 11.98511960236597, 48.41000105552949 11.98512557028103, 48.41000411787973 11.98514189152288, 48.4100037617925 11.98515574513245, 48.40998860137838 11.98505653022099, 48.40999527801407 11.98505163518953)))",tree
216,216,4823,149,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41006217172712 11.98552402048588, 48.41005309150651 11.98552656858444, 48.41005291346296 11.98553890674591, 48.41006270585774 11.98553609042644, 48.41006217172712 11.98552402048588)), ((48.41007516890565 11.98559697657108, 48.41006439727139 11.98559952466965, 48.41006457531493 11.98561293571472, 48.41007570303627 11.98561159461021, 48.41007516890565 11.98559697657108)))",window
217,217,6797,46,2021-06-10 08:03:34,"MULTIPOLYGON (((48.41146969407371 11.98792657175827, 48.41145901174588 11.98793461838532, 48.41146702349175 11.98796009937096, 48.41148037640155 11.9879493705349, 48.41146969407371 11.98792657175827)), ((48.41147461684645 11.98807461628485, 48.41146575941629 11.98808518418837, 48.41147055756188 11.98809603372383, 48.41148015385305 11.98808657893705, 48.41147461684645 11.98807461628485)), ((48.41137533351117 11.98800972023773, 48.41135841982543 11.98802715459633, 48.41136723274589 11.98805169680882, 48.411386015839 11.98803386011887, 48.41137533351117 11.98800972023773)), ((48.41149224268739 11.98805852303076, 48.41148083930242 11.98806760230827, 48.41148545050727 11.98808227399159, 48.41149750373384 11.98807204136419, 48.41149224268739 11.98805852303076)))",window
218,218,4824,150,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41013971532333 11.98573343164635, 48.41014781630032 11.98573209054184, 48.41014751362646 11.98573813892317, 48.41014573319195 11.98573813892317, 48.41014564417022 11.98574055291128, 48.41013633249776 11.98574121005249, 48.41013598531303 11.98573308295918, 48.41013971532333 11.98573343164635)), ((48.41010271789432 11.98577809042644, 48.41010709776319 11.98577857322407, 48.41010688411106 11.98578678078365, 48.41010827284997 11.98578678078365, 48.41010827284997 11.98579016036701, 48.41011072984958 11.98579016036701, 48.41011051619745 11.98579941398811, 48.41009844485151 11.98579997725201, 48.41009855167758 11.9857948274107, 48.41010458735055 11.9857942909689, 48.410104765394 11.98578649915171, 48.41010262887259 11.98578609682035, 48.41010271789432 11.98577809042644)))",shadow
219,219,4825,150,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41005861653164 11.98588135547352, 48.41007481848563 11.98587612516594, 48.41009618369969 11.98587612516594, 48.41011941836997 11.985896375844, 48.41006591631311 11.98592292971325, 48.41005861653164 11.98588135547352)))",tree
220,220,4826,150,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41010268228563 11.98577621288013, 48.41009453679776 11.9857760251255, 48.41009440326518 11.9857872099371, 48.41009600565624 11.98578734404755, 48.41009579200409 11.9857950956316, 48.41010443601361 11.98579433120203, 48.41010456064403 11.98578659302902, 48.4101024330248 11.98578640527439, 48.41010268228563 11.98577621288013)))",chimney
221,221,4827,150,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41013936813859 11.98572742349815, 48.41013974202984 11.98573327071381, 48.41013597641086 11.98573289520454, 48.41013615445431 11.98573933250618, 48.41013321673738 11.98573946661663, 48.41013297637872 11.98572704798889, 48.41013936813859 11.98572742349815)))",unknown
222,222,4828,152,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41038955509447 11.98556171916437, 48.41040018423934 11.98555691801024, 48.41041028815846 11.98560416512203, 48.41043527644126 11.98563380353165, 48.41043873046823 11.98565221689653, 48.41041161457603 11.9856622349472, 48.41040231184874 11.98561978898954, 48.41039965011146 11.98560696803045, 48.41038955509447 11.98556171916437)), ((48.41033314228789 11.9856461953373, 48.41033456662891 11.9856461953373, 48.41033492271416 11.98565035276127, 48.41033857258803 11.98565075509262, 48.41033857258803 11.9856559854002, 48.41032771198775 11.98565531484795, 48.41032789003037 11.98565290085983, 48.41033314228789 11.98565290085983, 48.41033314228789 11.9856461953373)))",shadow
223,223,4829,152,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41036866179211 11.98557900600147, 48.41036203860636 11.98557884506893, 48.41036203860636 11.98559138439608, 48.41036869740064 11.98559119664145, 48.41036866179211 11.98557900600147)), ((48.41033806516654 11.98559099547577, 48.41033370312217 11.98559119664145, 48.41033396128397 11.98560046367359, 48.41033832332835 11.98560086600494, 48.41033806516654 11.98559099547577)))",unknown
224,224,4830,152,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41036447779036 11.98569380454731, 48.41035361719007 11.98569420687866, 48.41035477446715 11.98571459166718, 48.41036465583299 11.98571338467312, 48.41036447779036 11.98569380454731)))",window
225,225,4456,7,2021-06-03 16:14:13,"MULTIPOLYGON (((48.39592511002428 11.99534865827227, 48.39593145903754 11.99535634280109, 48.39592727385349 11.99536451012754, 48.39592047070323 11.99535658419991, 48.39592511002428 11.99534865827227)), ((48.39599119140916 11.99523034603262, 48.39599659652985 11.99523663581276, 48.39599141402533 11.99524702937269, 48.39598582190706 11.99524055183792, 48.39599119140916 11.99523034603262)), ((48.39601617784845 11.99534212709331, 48.3960111021997 11.99535057605171, 48.39602099526244 11.99536428213978, 48.3960263380506 11.99535532356167, 48.39601617784845 11.99534212709331)), ((48.39597739811106 11.9954130849328, 48.39598230457153 11.99540301323795, 48.39599166335545 11.99541712165737, 48.39598662332529 11.99542586565876, 48.39597739811106 11.9954130849328)), ((48.39599714861796 11.99539467156792, 48.39600113789979 11.99539984823132, 48.39599777194324 11.99540632576609, 48.39599358675919 11.99540120274687, 48.39599714861796 11.99539467156792)))",window
226,226,4457,7,2021-06-03 16:14:13,"MULTIPOLYGON (((48.3960402827277 11.99536701799297, 48.39603706815016 11.99537185938025, 48.39601086177424 11.99532954753304, 48.3960025626433 11.99532954753304, 48.39599026532588 11.99533841223383, 48.39597602679544 11.99536269963646, 48.39597077305375 11.99535679877663, 48.39598332860592 11.9953331953373, 48.39599587525345 11.99532351256275, 48.39601139605305 11.99532150090599, 48.3960402827277 11.99536701799297)))",ladder
227,227,4831,152,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41033305326658 11.98564096502972, 48.4103254864549 11.98564083091927, 48.4103254864549 11.98565223030758, 48.41033278620264 11.98565276674938, 48.41033305326658 11.98564096502972)))",chimney
228,228,4832,154,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40983661492091 11.986943, 48.40984979022045 11.98695292417336, 48.40985673395939 11.98698484246063, 48.40984649639556 11.98698779289055, 48.40983627663619 11.98699641619253, 48.40983020531573 11.9869696879797, 48.40983661492091 11.986943)), ((48.40979869142359 11.98696687166023, 48.40981133258936 11.98698068503666, 48.40981756414995 11.98700375203419, 48.40980848387595 11.98700817767906, 48.40980038284717 11.98701354209709, 48.40979343910823 11.98698672000694, 48.40979869142359 11.98696687166023)), ((48.40978151012081 11.98685837630558, 48.40978916603811 11.98688627127934, 48.40978346861128 11.98690571729469, 48.40977029331174 11.9868975365572, 48.40976406175115 11.98686812613535, 48.40977388981243 11.98686394188929, 48.40978151012081 11.98685837630558)))",dormer
229,229,4884,171,2021-06-03 16:14:13,"MULTIPOLYGON (((48.4096641567177 11.99288839361763, 48.40965391913293 11.99289214871025, 48.40965561055997 11.99290703497028, 48.40966495791998 11.99290462098217, 48.4096641567177 11.99288839361763)), ((48.40966816272913 11.99291266760921, 48.40965756905445 11.99291467926598, 48.40965803197133 11.99292936436033, 48.40965954535342 11.99292936436033, 48.40965945633095 11.9929321806798, 48.40966310625247 11.99293231479025, 48.40966326649293 11.99292956552601, 48.40966914197637 11.99292889497375, 48.40966816272913 11.99291266760921)))",window
230,230,4833,154,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40978770607249 11.98688148353624, 48.40978272082401 11.98686270807314, 48.40978815118395 11.98686324451494, 48.40978770607249 11.98688148353624)), ((48.40980907142309 11.98690052722025, 48.40981254329256 11.9869006613307, 48.4098120091588 11.98691139016676, 48.4098088043562 11.98691112194586, 48.40980907142309 11.98690052722025)), ((48.40978841825084 11.98691058550406, 48.40979651927961 11.98691112194586, 48.40979634123502 11.98691581581163, 48.40979295838784 11.98691621814299, 48.40979304741013 11.98691943679381, 48.40978832922855 11.98691957090426, 48.40978841825084 11.98691058550406)), ((48.40985192675551 11.98696262035894, 48.40985717907086 11.98696972821283, 48.40986163018557 11.98698555324602, 48.40983714905467 11.98699601386118, 48.40984658541785 11.98698810134459, 48.40985691200398 11.98698515091467, 48.40985192675551 11.98696262035894)), ((48.40981177770083 11.98698139582205, 48.40981747512766 11.98698743079233, 48.40982343962137 11.98700298760462, 48.40980127307012 11.98701559398699, 48.40980064991406 11.98701344821978, 48.40980866192054 11.98700808380175, 48.40981774219454 11.98700406048822, 48.40981177770083 11.98698139582205)), ((48.40981204476771 11.98692824785042, 48.40981827632831 11.98692704085636, 48.4098214811309 11.98693334404755, 48.40982076895254 11.98694232944775, 48.40981663831809 11.98694304023314, 48.40981218720339 11.98693955336142, 48.40981204476771 11.98692824785042)), ((48.40976871761713 11.98703403417397, 48.40977066720538 11.98705165628719, 48.40979708012006 11.98703077529001, 48.40984363877992 11.98700663540888, 48.40987957708008 11.98699815962839, 48.40987525059658 11.98697891477871, 48.40983886718495 11.98699490074444, 48.40979686646656 11.98701870534945, 48.40976871761713 11.98703403417397)), ((48.40980457579723 11.98694591019678, 48.40980617819853 11.98694604430723, 48.40980617819853 11.98695382271337, 48.40980457579723 11.98695409093428, 48.40980457579723 11.98694591019678)))",shadow
231,231,6673,1890,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41105172138683 11.98587606134224, 48.41108198819725 11.98587337913322, 48.41108287839755 11.98588008465576, 48.41105261158715 11.98588276686478, 48.41105172138683 11.98587606134224)))",ladder
232,232,6016,1400,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40072227513374 11.9829163558197, 48.4007297543357 11.9829337901783, 48.40072222171086 11.98293401816606, 48.40072605034997 11.98294514933348, 48.4007199957579 11.98294501522303, 48.40072970091283 11.98297371485948, 48.40074337716785 11.98297281631947, 48.40075628769505 11.98301291534424, 48.40074542504458 11.98301488676786, 48.40075394599253 11.98304055550814, 48.40075318916852 11.98304074326277, 48.40075682192376 11.98305301436901, 48.40077044475591 11.98305288025856, 48.40077551992867 11.98307044872761, 48.40072411822279 11.98307377466679, 48.40072048546755 11.98306131580591, 48.40072349495596 11.98306075254202, 48.40067499589275 11.9829163558197, 48.40072227513374 11.9829163558197)))",pvmodule
233,233,6798,46,2021-06-10 08:03:34,"MULTIPOLYGON (((48.41152435198447 11.98798836985397, 48.41155420909077 11.987960112782, 48.41158215228 11.98799355992842, 48.41158521454732 11.98800278672743, 48.41158444898048 11.98803219714928, 48.41155038125663 11.98806564429569, 48.41152435198447 11.98798836985397)), ((48.41145311866169 11.98806899705696, 48.41145970609718 11.98806926527786, 48.4114651362805 11.98807676205206, 48.41146469118351 11.98808226058054, 48.41145721355402 11.98808240810204, 48.41145454297207 11.98807957837153, 48.41145463199146 11.98807689616251, 48.41145311866169 11.98807689616251, 48.41145311866169 11.98806899705696)), ((48.41146889289912 11.9880400291996, 48.41147122520737 11.98803921112585, 48.41147366433889 11.98804424026775, 48.4114799402065 11.988045205863, 48.41148186302551 11.98805022159386, 48.41148545050727 11.98805061051416, 48.41148570866353 11.98805523732472, 48.41148404400077 11.98805852303076, 48.41148224580892 11.98806084314156, 48.41147186614704 11.98806045422125, 48.41147224893045 11.98805736968088, 48.41147020148428 11.98805755743551, 48.4114691777612 11.98806084314156, 48.41146699678593 11.98805987754631, 48.41147084242395 11.98805427172947, 48.41146994332803 11.9880507982688, 48.41147165250048 11.98804794171619, 48.41146889289912 11.9880400291996)), ((48.41143797646198 11.98795540550518, 48.41144780420359 11.98794939735699, 48.41144833831998 11.98795421192217, 48.41144940655276 11.98796542355585, 48.41144248974549 11.98796782413292, 48.41143797646198 11.98795540550518)), ((48.41144539177789 11.98797525385189, 48.41144984274781 11.98797603169251, 48.41144984274781 11.98798343458939, 48.41144802675208 11.98798279085922, 48.41144539177789 11.98797525385189)))",shadow
234,234,6799,46,2021-06-10 08:03:34,"MULTIPOLYGON (((48.41142311912435 11.98809068271685, 48.41141901533007 11.98809087047148, 48.41141901533007 11.98810072758961, 48.41142350190776 11.98810110309887, 48.41142311912435 11.98809068271685)), ((48.41137045524812 11.98810264536905, 48.41140386422843 11.98819024631548, 48.41140238650641 11.98819164106417, 48.41137544033444 11.98812655726242, 48.41137045524812 11.98810264536905)), ((48.41144254315713 11.98796895066071, 48.41144962910126 11.98796637574005, 48.41144984274781 11.98796219149399, 48.41145294062289 11.98796203056145, 48.41145497026518 11.98796589294243, 48.41145464979535 11.98797297397423, 48.41145027004093 11.98797265210915, 48.41145037686421 11.98797474423218, 48.41144482205373 11.98797474423218, 48.41144254315713 11.98796895066071)), ((48.41142440100369 11.98803589859772, 48.41141842780204 11.98803619364071, 48.41141882838934 11.98804910847712, 48.41142400931834 11.98804880002308, 48.41142440100369 11.98803589859772)), ((48.41143684591562 11.98811310598421, 48.4114290033066 11.98811345467138, 48.4114290033066 11.98812231937218, 48.41143661446518 11.98812284240294, 48.41143684591562 11.98811310598421)), ((48.41142206869544 11.98811781326103, 48.41141424389031 11.98811814853716, 48.41141424389031 11.98812666455078, 48.41142197077411 11.98812614152002, 48.41142206869544 11.98811781326103)), ((48.41148936736081 11.98803064146805, 48.41148536148787 11.9880302391367, 48.41148504101803 11.98804110208321, 48.41148904689097 11.98804133007097, 48.41148936736081 11.98803064146805)), ((48.41145097329418 11.98810121038723, 48.41144161735539 11.98810178706217, 48.41144135919913 11.98811183193493, 48.41145148070476 11.98811163076925, 48.41145097329418 11.98810121038723)), ((48.41145294062289 11.98806879589129, 48.41144835612386 11.9880696944313, 48.41144775969389 11.98807420054245, 48.41144397636945 11.98807420054245, 48.41144397636945 11.98807990023661, 48.41145294062289 11.98808020869064, 48.41145294062289 11.98806879589129)))",unknown
235,235,4834,154,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40981195574542 11.98693535570431, 48.40981177770083 11.9869242245369, 48.40980759365301 11.98692435864735, 48.40980777169759 11.98693562392521, 48.40981195574542 11.98693535570431)), ((48.40980447787271 11.98695506994057, 48.40980431763258 11.98694485072422, 48.40980013358475 11.98694498483467, 48.40980029382488 11.98695547227192, 48.40980447787271 11.98695506994057)), ((48.40980900020525 11.98691188637543, 48.40980882216066 11.98690075520802, 48.40980463811284 11.98690088931847, 48.40980481615743 11.98691215459633, 48.40980900020525 11.98691188637543)), ((48.40978843605529 11.98691939656067, 48.40978825801071 11.98690826539326, 48.40978407396288 11.98690839950371, 48.40978425200747 11.98691966478157, 48.40978843605529 11.98691939656067)), ((48.40974741458214 11.98700723890591, 48.40972542607548 11.98691926245022, 48.40972195420601 11.98692234699059, 48.40974456586873 11.98700858001041, 48.40974741458214 11.98700723890591)), ((48.4098124631725 11.98707027081776, 48.40981213379001 11.98706168774891, 48.40980679245236 11.98706222419071, 48.40980688147465 11.98707094137001, 48.4098124631725 11.98707027081776)), ((48.40975701118545 11.98684375826645, 48.40975683314086 11.98683262709904, 48.40975264909304 11.98683276120949, 48.40975282713762 11.98684402648735, 48.40975701118545 11.98684375826645)))",unknown
236,236,4835,155,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41061016033663 11.98655462981129, 48.41060125824114 11.98655409336948, 48.41060143628305 11.98656750441456, 48.41060748970798 11.98656777263546, 48.41060740068703 11.98656495631599, 48.41060998229472 11.98656482220554, 48.41061016033663 11.98655462981129)))",chimney
237,237,4837,155,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41047743009279 11.98657247991228, 48.41048851320168 11.98656546593571, 48.41049870610102 11.98660384834671, 48.41053547175542 11.98665923596287, 48.41050445685472 11.98667726040745, 48.41048873575407 11.98661051363611, 48.41047743009279 11.98657247991228)), ((48.41061035618273 11.98656095982456, 48.41061979240396 11.98656095982456, 48.41062299715833 11.9865673971262, 48.41062353128407 11.98657490731144, 48.41061703275435 11.98657477320099, 48.41061685471244 11.98657168866062, 48.41061409506284 11.98657195688152, 48.41061427310475 11.98657463909054, 48.41060715142835 11.98657477320099, 48.41060724044931 11.98657705307865, 48.41060519296735 11.9865771871891, 48.41060464103742 11.98656884551907, 48.41060768555408 11.98656873823071, 48.41060748970798 11.98656509042645, 48.4106104273995 11.9865652245369, 48.41061035618273 11.98656095982456)))",shadow
238,238,6801,46,2021-06-10 08:03:34,"MULTIPOLYGON (((48.41146776235276 11.98803766885567, 48.41145828178681 11.988045205863, 48.411464174871 11.98806373992729, 48.41147070889485 11.98805408397484, 48.41146968517177 11.98805040934849, 48.41147122520737 11.98804751256275, 48.41146776235276 11.98803766885567)))",chimney
239,239,6802,64,2021-06-10 08:03:34,"MULTIPOLYGON (((48.4082342508194 11.98454495643139, 48.4082259892818 11.98454657916784, 48.4082259892818 11.98454848353624, 48.40822287340016 11.98454796050549, 48.40822287340016 11.98455492083788, 48.40823048505388 11.98455543045759, 48.40823025358839 11.98455317740202, 48.40823463362772 11.98455248002768, 48.4082342508194 11.98454495643139)))",chimney
240,240,6803,64,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40795248609413 11.98435921345711, 48.40799343768138 11.98453489814758, 48.40800323045224 11.98452819262505, 48.40800768171172 11.98453623925209, 48.40801836473448 11.98452685152054, 48.40802192574207 11.98453892146111, 48.40803082826103 11.98452953372955, 48.4080646578331 11.98465559755325, 48.40805308455845 11.98466230307579, 48.40805219430655 11.98467303191185, 48.40804418203948 11.98468107853889, 48.40804418203948 11.98469046627045, 48.40803349901672 11.98469448958397, 48.40810115816086 11.98499221478462, 48.40815012201517 11.98495734606743, 48.40800144994844 11.9843216625309, 48.40795248609413 11.98435921345711)))",pvmodule
241,241,6804,64,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40798319978457 11.98455394183159, 48.40804507229138 11.98459658895493, 48.40801925498638 11.98470253621101, 48.40801329029867 11.98470655952454, 48.40799139010201 11.98464138184547, 48.40797813425127 11.984645405159, 48.40797276603234 11.98463544075251, 48.40795667027805 11.98456949864388, 48.40798319978457 11.98455394183159)))",dormer
242,242,4458,7,2021-06-03 16:14:13,"MULTIPOLYGON (((48.39600738005728 11.99536346406603, 48.39601030968613 11.99537027687693, 48.39600685468312 11.99537387103701, 48.3960033996801 11.99536947221422, 48.39600738005728 11.99536346406603)), ((48.39605162724789 11.99533587754631, 48.39605471716037 11.99534023613596, 48.3960402827277 11.99536701799297, 48.39603770038008 11.99536146582031, 48.39605162724789 11.99533587754631)), ((48.39599822608024 11.99527688235903, 48.39599998029568 11.99527861238384, 48.39599873364511 11.99528129459286, 48.39599697942967 11.99527943045759, 48.39599822608024 11.99527688235903)))",unknown
243,243,6805,64,2021-06-10 08:03:34,"MULTIPOLYGON (((48.40822771637048 11.98455577914476, 48.40822783210323 11.98456047301054, 48.40825435270722 11.9845597756362, 48.40825343574777 11.98455230568409, 48.40823936086529 11.98455178265333, 48.40823613815343 11.98455282871485, 48.40823498082596 11.98454692785501, 48.40823474936047 11.98455317740202, 48.40823106371761 11.98455370043278, 48.40823106371761 11.98455612783194, 48.40822771637048 11.98455577914476)), ((48.40815462668977 11.98447960440874, 48.40815980795581 11.98447960440874, 48.40816020856916 11.98448861663103, 48.40815721732279 11.9844910172081, 48.40815462668977 11.98449041371107, 48.40815462668977 11.98449281428814, 48.40815023774793 11.98449312274218, 48.40815047811594 11.98448675249577, 48.40815422607642 11.98448621605396, 48.40815462668977 11.98447960440874)))",shadow
244,244,4885,171,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40968044783084 11.99286103508568, 48.40964412666054 11.99288504085636, 48.40964608515502 11.99289348981476, 48.4096824953478 11.99287176392174, 48.40968044783084 11.99286103508568)))",ladder
245,245,4886,171,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40973225891202 11.9928566094408, 48.40973628272795 11.99288485310173, 48.40974228284285 11.99291589967108, 48.40971797970683 11.99292378536558, 48.40969721076312 11.9928982909689, 48.40971116058515 11.9928650583992, 48.40973225891202 11.9928566094408)))",dormer
246,246,4887,173,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40812832692708 11.98197472589302, 48.4081174658486 11.98197767632294, 48.40812227321121 11.98200423019219, 48.40813260013828 11.98199913399506, 48.40812832692708 11.98197472589302)), ((48.40809556564118 11.98199135558891, 48.40808559481503 11.98199591534424, 48.40809049120288 11.98201951878357, 48.40810108520565 11.98201495902824, 48.40809556564118 11.98199135558891)), ((48.40816251261671 11.98195769386578, 48.40815174056347 11.98196077840614, 48.40815574669897 11.98198545472908, 48.40816678582792 11.98198169963646, 48.40816251261671 11.98195769386578)))",window
248,248,6445,1589,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40133542517884 11.99936857423973, 48.40136391704632 11.99938869080734, 48.40135590370859 11.99940076074791, 48.40133542517884 11.99936857423973)))",shadow
249,249,4842,156,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41002683020533 11.98692059761095, 48.41002914477192 11.98692152297306, 48.41003806475545 11.98696439808416, 48.41003836742954 11.98697598522711, 48.41002683020533 11.98692059761095)), ((48.4100214176804 11.98690255975533, 48.4100232960402 11.98690970784235, 48.41002406162761 11.98690229153442, 48.4100214176804 11.98690255975533)), ((48.41009254609201 11.98683604097176, 48.410094086169 11.98683043515491, 48.41009677462711 11.98683062290955, 48.41009729095351 11.98683487421084, 48.4100902404276 11.98685901409197, 48.41009396153849 11.98684105670261, 48.41009254609201 11.98683604097176)), ((48.41007130549249 11.98691225594091, 48.41006925799128 11.98690742796469, 48.41006605320678 11.98690715974379, 48.41006605320678 11.98690541630793, 48.41006249233511 11.98690474575567, 48.41006240331332 11.98691225594091, 48.41006667635932 11.98691252416182, 48.41006747755545 11.98692124134111, 48.41006881288232 11.98692110723066, 48.41006827875157 11.98691198772001, 48.41007130549249 11.98691225594091)), ((48.41007678923486 11.98691865300941, 48.41008427596755 11.98691837137747, 48.41008781903486 11.98692372238445, 48.41009667670314 11.98692271655607, 48.41010487561017 11.98693439757633, 48.41010509816464 11.98694340979862, 48.41009801203002 11.98694307452249, 48.41009801203002 11.98693206405449, 48.41007807114867 11.98693139350224, 48.41007475063584 11.98692939525652, 48.41007476844019 11.98693209087658, 48.41007078026392 11.98693182265568, 48.41007069124213 11.98692809438515, 48.41007238265617 11.98692809438515, 48.41007247167796 11.98692124134111, 48.41007678923486 11.98692133521843, 48.41007678923486 11.98691865300941)))",shadow
250,250,4843,159,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41011340956611 11.98827904957008, 48.41010326108644 11.98828776674938, 48.41011038282656 11.98830613988113, 48.41011999717572 11.98829769092274, 48.41011340956611 11.98827904957008)))",window
251,251,4845,159,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41010762315226 11.98826952772808, 48.41010997332651 11.98826995688152, 48.41010988430475 11.98827223675918, 48.41011086354402 11.98827237086964, 48.41011095256577 11.98827558952045, 48.41010949260905 11.98827583091927, 48.41010940358729 11.98827784257603, 48.41010676854345 11.98827786939812, 48.4101068575652 11.98828081982803, 48.41010267354288 11.98828028338623, 48.41010302962989 11.98827853995037, 48.41010570028243 11.98827840583992, 48.41010548663023 11.98827569680881, 48.41010783680447 11.98827532129955, 48.41010762315226 11.98826952772808)))",shadow
252,252,4846,159,2021-06-03 16:14:13,"MULTIPOLYGON (((48.41010726706526 11.98826469975185, 48.41010245989068 11.9882645656414, 48.41010245989068 11.98826979594898, 48.41009961119463 11.98826966183853, 48.41009986935771 11.98828018950891, 48.41010272695593 11.98828045772982, 48.41010299402119 11.98827824490738, 48.41010539760848 11.98827837901783, 48.41010548663023 11.98827557610941, 48.41010762315226 11.98827516036701, 48.41010726706526 11.98826469975185)))",chimney
253,253,4847,160,2021-06-03 16:14:13,"MULTIPOLYGON (((48.4091075003907 11.99005375203419, 48.40910779416804 11.99006575491953, 48.40912085390629 11.99006421264935, 48.40913305011721 11.99004355963993, 48.4091404390625 11.990028405159, 48.40913848054689 11.99001365300941, 48.40913011234377 11.99003175792027, 48.40911818320317 11.99005294737148, 48.4091075003907 11.99005375203419)))",ladder
254,254,4848,160,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40914239757812 11.99006519165564, 48.40913883664063 11.99006555375385, 48.4091387476172 11.9900736003809, 48.40914277147656 11.99007350650358, 48.40914239757812 11.99006519165564)))",unknown
255,255,4849,160,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40909002508995 11.98996906128454, 48.40910806123835 11.98996498432684, 48.40913422522658 11.98998899009752, 48.40911649175786 11.99004516896534, 48.40910445578913 11.99005309489298, 48.40909437833603 11.99000371542501, 48.40909002508995 11.98996906128454)))",dormer
256,256,4850,160,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40912521605472 11.98991642293262, 48.4091306464844 11.98996430036354, 48.40911569054693 11.98997006711292, 48.40910936988288 11.98992286023426, 48.40912521605472 11.98991642293262)))",pvmodule
257,257,4851,160,2021-06-03 16:14:13,"MULTIPOLYGON (((48.4091387476172 11.989993, 48.40913371779298 11.98999352303076, 48.40913359316018 11.99001068916845, 48.4091387476172 11.99001056846905, 48.4091387476172 11.989993)))",chimney
258,258,4852,160,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40913885444532 11.98999805596399, 48.40914424036328 11.98999786820936, 48.40914386646485 11.99001184251833, 48.40913671788282 11.99001240578222, 48.40913670007814 11.9900101661377, 48.40913885444532 11.99001032707024, 48.40913885444532 11.98999805596399)))",shadow
259,259,4853,161,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40971852133075 11.9893527544117, 48.40971553908237 11.98935278123379, 48.40971576163822 11.98935838705063, 48.40971852133075 11.98935825294018, 48.40971852133075 11.9893527544117)), ((48.40974191640162 11.98927187239885, 48.40974645654094 11.98926489865541, 48.40974761383136 11.98926771497488, 48.40974716871966 11.98927039718389, 48.40974716871966 11.98927254295111, 48.40975135276963 11.98927321350336, 48.40975170885898 11.9892804554677, 48.40974983938985 11.9892801872468, 48.40974992841219 11.98928327178717, 48.40974636751861 11.98928300356626, 48.40974636751861 11.98928568577528, 48.40974156031226 11.98928581988573, 48.40974147128992 11.98928085779905, 48.40974378587075 11.98928085779905, 48.40974369684842 11.98927214061975, 48.40974191640162 11.98927187239885)), ((48.40974837052125 11.9892613849616, 48.40975682764352 11.9892613849616, 48.40980051980785 11.98922198331118, 48.40980224684123 11.98921692734718, 48.40980620833535 11.98921596175194, 48.4098042053327 11.98921236759186, 48.40974837052125 11.9892613849616)), ((48.40974688384818 11.98937095319986, 48.40974137336535 11.98937654560566, 48.40974188969492 11.98938562488317, 48.40974393720873 11.98938510185242, 48.40974701738168 11.9893761700964, 48.40974688384818 11.98937095319986)), ((48.4097248775258 11.98935633516073, 48.40972336414602 11.98935848092794, 48.40973502607252 11.98938127970457, 48.409736984564 11.98937886571646, 48.4097262128609 11.98935687160253, 48.4097248775258 11.98935633516073)))",shadow
260,260,4855,161,2021-06-03 16:14:13,"MULTIPOLYGON (((48.40971438179195 11.9893462098217, 48.40972862536631 11.98932582503319, 48.40975105899591 11.98932542270184, 48.40974927854911 11.98936793571472, 48.40973726943549 11.98937952285767, 48.40972613274079 11.98935680454731, 48.40971438179195 11.9893462098217)))",dormer
