,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope
401,401,550,2020-11-08 13:01:32,1,"MULTIPOLYGON (((48.40688539605291 11.98179647326469, 48.40693689912018 11.98199685485669, 48.40688882435492 11.98200490148374, 48.40683629817054 11.9820518401415, 48.406818492672 11.98199014933416, 48.4068247245972 11.98198344381162, 48.40680972271412 11.98193058371544, 48.40680513854399 11.98193650515386, 48.40678199138051 11.98185201556989, 48.40683629817054 11.98180507691213, 48.40688539605291 11.98179647326469)))","MULTILINESTRING ((48.40683629817054 11.98180507691213, 48.40688882435492 11.98200490148374), (48.40680972271412 11.98193058371544, 48.40680972271412 11.98193058371544, 48.40682561487217 11.98191102416822, 48.40685588421174 11.98192443521329, 48.40684520091748 11.98197539718457, 48.4068247245972 11.98198344381162), (48.40685588421174 11.98192443521329, 48.40681582184667 11.98194991619893))","MULTILINESTRING ((48.40688539605291 11.98179647326469, 48.40693689912018 11.98199685485669), (48.40678199138051 11.98185201556989, 48.40680513854399 11.98193650515386))",Gabled,Residential,35.0
402,402,552,2020-11-08 13:05:40,1,"MULTIPOLYGON (((48.40664950488593 11.98171336463616, 48.40666552988812 11.98176566771195, 48.40669134793664 11.98189575484917, 48.40659608817543 11.98194805792496, 48.40655157420714 11.98195878676102, 48.40648124205784 11.98200706652329, 48.40646343643497 11.9818836849086, 48.40644474052429 11.9818300407283, 48.40664950488593 11.98171336463616)))","MULTILINESTRING ((48.40666552988812 11.98176566771195, 48.40646343643497 11.9818836849086))","MULTILINESTRING ((48.40664950488593 11.98171336463616, 48.40644474052429 11.9818300407283), (48.40669134793664 11.98189575484917, 48.40659608817543 11.98194805792496))",Gabled,Commercial,35.0
403,403,553,2020-11-08 13:07:25,1,"MULTIPOLYGON (((48.40659961732435 11.98194801807404, 48.40665662710976 11.98220286778137, 48.4066094423583 11.98221761993095, 48.40654178112889 11.98226589969322, 48.40648035177685 11.98200706652329, 48.40654979364761 11.98195878676102, 48.40659961732435 11.98194801807404)))","MULTILINESTRING ((48.40654979364761 11.98195878676102, 48.4066094423583 11.98221761993095))","MULTILINESTRING ((48.40659961732435 11.98194801807404, 48.40665662710976 11.98220286778137), (48.40654178112889 11.98226589969322, 48.40648035177685 11.98200706652329))",Gabled,Commercial,35.0
404,404,554,2020-11-08 13:09:42,1,"MULTIPOLYGON (((48.40660852948898 11.98241637962114, 48.40661476143991 11.98244722502481, 48.40660941976774 11.9824633182789, 48.40662188366861 11.98247807042848, 48.40664859201733 11.98265241401445, 48.40660496837383 11.98265643732797, 48.4065604544133 11.98268057720911, 48.40652751405745 11.98249416368257, 48.40657024748798 11.98243649618875, 48.40660852948898 11.98241637962114)))","MULTILINESTRING ((48.40657024748798 11.98243649618875, 48.40660496837383 11.98265643732797))","MULTILINESTRING ((48.40652751405745 11.98249416368257, 48.4065604544133 11.98268057720911), (48.40662188366861 11.98247807042848, 48.40664859201733 11.98265241401445))",Gabled,Residential,35.0
405,405,555,2020-11-08 13:10:56,1,"MULTIPOLYGON (((48.40666196877697 11.98239732793495, 48.40667262014293 11.98243349790573, 48.406678852086 11.98248311877251, 48.4066263576516 11.98250863960907, 48.40662101598065 11.98247108868286, 48.40661033263704 11.98246170095131, 48.40661389375182 11.98244560769722, 48.40661033263704 11.98242146781609, 48.40666196877697 11.98239732793495)))","MULTILINESTRING ((48.40661033263704 11.98246170095131, 48.40667262014293 11.98243349790573))","MULTILINESTRING ((48.40666196877697 11.98239732793495, 48.40661033263704 11.98242146781609), (48.406678852086 11.98248311877251, 48.4066263576516 11.98250863960907))",Gabled,Residential,35.0
406,406,556,2020-11-08 13:11:57,1,"MULTIPOLYGON (((48.40668776423675 11.98248209374201, 48.40669577673247 11.98254914896738, 48.40663701840126 11.98257328884851, 48.40662632568476 11.98250725865364, 48.40668776423675 11.98248209374201)))",,"MULTILINESTRING ((48.40669577673247 11.98254914896738, 48.40663701840126 11.98257328884851))",Flat,Residential,35.0
407,407,559,2020-11-08 13:37:48,1,"MULTIPOLYGON (((48.40697525576341 11.98277464584779, 48.406997512567 11.98291009740304, 48.40700291207347 11.98292836546898, 48.40700736343256 11.9829685986042, 48.40702689153282 11.98309651092957, 48.40697080440153 11.98309919313859, 48.4069084852942 11.98314076737832, 48.40685690727977 11.98281437158585, 48.4069210069969 11.98277413845062, 48.40697525576341 11.98277464584779)))","MULTILINESTRING ((48.4069210069969 11.98277413845062, 48.40697080440153 11.98309919313859))","MULTILINESTRING ((48.40697525576341 11.98277464584779, 48.406997512567 11.98291009740304), (48.40685690727977 11.98281437158585, 48.4069084852942 11.98314076737832))",Gabled,Residential,35.0
408,408,560,2020-11-08 13:40:24,1,"MULTIPOLYGON (((48.40695032813182 11.98267674521874, 48.40695834058619 11.98271697835397, 48.40696635303926 11.98277330474328, 48.40692005884848 11.98277464584779, 48.40684705638508 11.98279744462441, 48.40683993418793 11.9827598936982, 48.40683459253939 11.98271966056298, 48.40695032813182 11.98267674521874)))","MULTILINESTRING ((48.40695834058619 11.98271697835397, 48.40683993418793 11.9827598936982))","MULTILINESTRING ((48.40695032813182 11.98267674521874, 48.40683459253939 11.98271966056298), (48.40691471720837 11.98277598695229, 48.40684705638508 11.98279744462441))",Gabled,Residential,35.0
409,409,561,2020-11-08 13:52:18,1,"MULTIPOLYGON (((48.40642464685205 11.98274209382743, 48.40647183177495 11.98308407547683, 48.40642019544197 11.98308407547683, 48.40637479103688 11.98310955646247, 48.40631870318643 11.98312564971656, 48.40630891006333 11.98304920675963, 48.40629822665417 11.98299556257933, 48.40635520481042 11.98298081042975, 48.4063436311276 11.98288693311423, 48.40636944933951 11.98287218096465, 48.40635431452721 11.98276355149955, 48.40638903556047 11.98274209382743, 48.40642464685205 11.98274209382743)))","MULTILINESTRING ((48.40638903556047 11.98274209382743, 48.40640595092707 11.98285742881507, 48.40636944933951 11.98287218096465), (48.40638636471263 11.98286681654662, 48.40642019544197 11.98308407547683), (48.40640773149165 11.98301970246047, 48.40630891006333 11.98304920675963), (48.40635520481042 11.98298081042975, 48.40640773149165 11.98301970246047, 48.40637479103688 11.98310955646247))","MULTILINESTRING ((48.40642464685205 11.98274209382743, 48.40647183177495 11.98308407547683), (48.40635431452721 11.98276355149955, 48.40636944933951 11.98287218096465), (48.4063436311276 11.98288693311423, 48.40635520481042 11.98298081042975), (48.40635520481042 11.98298081042975, 48.40629822665417 11.98299556257933), (48.40631870318643 11.98312564971656, 48.40637479103688 11.98310955646247))",Complex,Residential,35.0
410,410,562,2020-11-08 13:55:48,1,"MULTIPOLYGON (((48.40583950826676 11.9831635602651, 48.40592675682949 11.98345323883871, 48.40587601023469 11.98347335540632, 48.40582793446659 11.9835243173776, 48.40573623426437 11.98322927438596, 48.40578698099866 11.98318367683271, 48.40583950826676 11.9831635602651)))","MULTILINESTRING ((48.40578698099866 11.98318367683271, 48.40587601023469 11.98347335540632), (48.40575047896684 11.98327487193922, 48.40579232275721 11.98324268543104, 48.40580745773676 11.98329498850683, 48.40576650425231 11.98332315170148), (48.40579321305024 11.98340764128545, 48.40583327622082 11.98337813698629, 48.40585019177227 11.98343044006208, 48.40580904350394 11.98346346616745))","MULTILINESTRING ((48.40583950826676 11.9831635602651, 48.40592675682949 11.98345323883871), (48.40582793446659 11.9835243173776, 48.40580904350394 11.98346346616745))",Gabled,Residential,35.0
411,411,563,2020-11-08 14:06:53,1,"MULTIPOLYGON (((48.40584107117202 11.98193427640987, 48.40586688963904 11.98198389727664, 48.40589359838425 11.9820657046516, 48.40576094481155 11.98218103963924, 48.40573601658476 11.98209655005527, 48.40570841746229 11.98204558808399, 48.40584107117202 11.98193427640987)))","MULTILINESTRING ((48.40586688963904 11.98198389727664, 48.40573601658476 11.98209655005527))","MULTILINESTRING ((48.40584107117202 11.98193427640987, 48.40570841746229 11.98204558808399), (48.40576094481155 11.98218103963924, 48.40589359838425 11.9820657046516))",Gabled,Residential,35.0
412,412,565,2020-11-08 14:18:29,1,"MULTIPOLYGON (((48.40600885381347 11.98232792290979, 48.4060845283439 11.98269672664933, 48.40603645277292 11.98270343217187, 48.40598748686685 11.98274098309808, 48.40591092190105 11.98237754377656, 48.40596344904118 11.98233731064134, 48.40600885381347 11.98232792290979)))","MULTILINESTRING ((48.40596344904118 11.98233731064134, 48.40603645277292 11.98270343217187))","MULTILINESTRING ((48.40600885381347 11.98232792290979, 48.4060845283439 11.98269672664933), (48.40598748686685 11.98274098309808, 48.40591092190105 11.98237754377656))",Gabled,Residential,35.0
413,413,566,2020-11-08 14:23:51,1,"MULTIPOLYGON (((48.40550992558183 11.98350745960182, 48.40557491729351 11.98371398969597, 48.40552595094311 11.98372740074105, 48.40547698454556 11.98377970381684, 48.40541110240899 11.9835745148272, 48.4054627397665 11.98352221175141, 48.40550992558183 11.98350745960182)))","MULTILINESTRING ((48.4054627397665 11.98352221175141, 48.40552595094311 11.98372740074105))","MULTILINESTRING ((48.40550992558183 11.98350745960182, 48.40557491729351 11.98371398969597), (48.40541110240899 11.9835745148272, 48.40547698454556 11.98377970381684))",Gabled,Residential,35.0
414,414,568,2020-11-08 14:27:09,1,"MULTIPOLYGON (((48.4056211430041 11.98386690757769, 48.40567099955803 11.98402515790957, 48.40563360714718 11.98403454564112, 48.4055918116082 11.9840843975544, 48.4055766281825 11.98403856895464, 48.40556149313426 11.98404795668619, 48.40554368718942 11.98399028919237, 48.40555704164863 11.98397419593828, 48.40554106467919 11.98392480611801, 48.40558196996314 11.98387763641375, 48.4056211430041 11.98386690757769)))","MULTILINESTRING ((48.40558196996314 11.98387763641375, 48.40563360714718 11.98403454564112), (48.40555704164863 11.98397419593828, 48.40556683491651 11.98396212599772, 48.40558642144659 11.98402381680506, 48.40556149313426 11.98404795668619))","MULTILINESTRING ((48.4056211430041 11.98386690757769, 48.40567099955803 11.98402515790957), (48.40554106467919 11.98392480611801, 48.40555704164863 11.98397419593828), (48.40556149313426 11.98404795668619, 48.40554368718942 11.98399028919237))",Gabled,Residential,35.0
415,415,569,2020-11-08 14:28:36,1,"MULTIPOLYGON (((48.40531243733212 11.98361608906693, 48.40537297779445 11.98381189032501, 48.40532045004453 11.98383603020615, 48.40526525133359 11.98388565107292, 48.40520293013633 11.98369387312836, 48.40525723861248 11.98364022894806, 48.40531243733212 11.98361608906693)))","MULTILINESTRING ((48.40525723861248 11.98364022894806, 48.40532045004453 11.98383603020615))","MULTILINESTRING ((48.40520293013633 11.98369387312836, 48.40526525133359 11.98388565107292), (48.40531243733212 11.98361608906693, 48.40537297779445 11.98381189032501))",Gabled,Residential,35.0
416,416,570,2020-11-08 14:29:38,1,"MULTIPOLYGON (((48.40528104877875 11.98388434193629, 48.40532467355785 11.98384947321909, 48.40536651769852 11.98382399223345, 48.40540658120525 11.98393798611658, 48.40536295649643 11.98396212599772, 48.40532022205149 11.98399833581942, 48.40528104877875 11.98388434193629)))","MULTILINESTRING ((48.40532467355785 11.98384947321909, 48.40536295649643 11.98396212599772))","MULTILINESTRING ((48.40536651769852 11.98382399223345, 48.40540658120525 11.98393798611658), (48.40532022205149 11.98399833581942, 48.40528104877875 11.98388434193629))",Gabled,Residential,35.0
417,417,572,2020-11-08 14:34:32,1,"MULTIPOLYGON (((48.40500866402091 11.98380008339882, 48.40505847570497 11.98396506400787, 48.40500772824379 11.9839878627845, 48.4049427358073 11.98404687138283, 48.40492136841279 11.98397579284393, 48.40493561334347 11.98396104069435, 48.40490534286101 11.98386582227432, 48.404956980732 11.98382156582558, 48.40500866402091 11.98380008339882)))","MULTILINESTRING ((48.404956980732 11.98382156582558, 48.40500772824379 11.9839878627845))","MULTILINESTRING ((48.40500866402091 11.98380008339882, 48.40505847570497 11.98396506400787), (48.40492136841279 11.98397579284393, 48.4049427358073 11.98404687138283))",Gabled,Residential,35.0
418,418,573,2020-11-08 14:41:29,1,"MULTIPOLYGON (((48.40476008518776 11.98391569074547, 48.40481350382665 11.9840819877044, 48.40476364643211 11.98410746869004, 48.40471467930063 11.98415172513879, 48.40465947993223 11.98398140486634, 48.40471022774089 11.98393580731309, 48.40476008518776 11.98391569074547)))","MULTILINESTRING ((48.40471022774089 11.98393580731309, 48.40476364643211 11.98410746869004))","MULTILINESTRING ((48.40465947993223 11.98398140486634, 48.40471467930063 11.98415172513879), (48.40476008518776 11.98391569074547, 48.40481350382665 11.9840819877044))",Gabled,Residential,35.0
419,419,575,2020-11-08 14:44:26,1,"MULTIPOLYGON (((48.40482471094342 11.98412262227475, 48.40490038723576 11.98437743213116, 48.40488436167738 11.9843841376537, 48.40483717528165 11.98442571189343, 48.40475971827306 11.98416956093251, 48.40482471094342 11.98412262227475)))",,,Flat,Residential,35.0
420,420,577,2020-11-08 20:45:53,1,"MULTIPOLYGON (((48.41179672509964 11.98505481582358, 48.41181452885519 11.9850937078543, 48.41183240755389 11.98516264557838, 48.41176200775838 11.985219771678, 48.41174420398441 11.9851486931391, 48.41172283944744 11.98510577779486, 48.41179672509964 11.98505481582358)))","MULTILINESTRING ((48.41174420398441 11.9851486931391, 48.41181452885519 11.9850937078543))","MULTILINESTRING ((48.41179672509964 11.98505481582358, 48.41172283944744 11.98510577779486), (48.41176200775838 11.985219771678, 48.41183240755389 11.98516264557838))",Gabled,Residential,35.0
421,421,578,2020-11-09 16:41:45,1,"MULTIPOLYGON (((48.40358498859814 11.98408302092842, 48.40361175352536 11.98415279388428, 48.40358231760302 11.98416751051239, 48.4035538269796 11.98419969702057, 48.40352717198948 11.98412731289864, 48.4035538269796 11.98409777307801, 48.40358498859814 11.98408302092842)))","MULTILINESTRING ((48.4035538269796 11.98409777307801, 48.40358231760302 11.98416751051239))","MULTILINESTRING ((48.40358498859814 11.98408302092842, 48.40361175352536 11.98415279388428), (48.40352717198948 11.98412731289864, 48.4035538269796 11.98419969702057))",Gabled,Residential,35.0
422,422,579,2020-11-09 16:43:56,1,"MULTIPOLYGON (((48.40366606370057 11.98422789573669, 48.40368535691383 11.98426702405732, 48.40370523821717 11.98434188961983, 48.4036274854356 11.98440515782158, 48.40360967881367 11.98432200934212, 48.40359009152233 11.98428579952042, 48.40366606370057 11.98422789573669)))","MULTILINESTRING ((48.40368535691383 11.98426702405732, 48.40360967881367 11.98432200934212))","MULTILINESTRING ((48.40366606370057 11.98422789573669, 48.40359009152233 11.98428579952042), (48.4036274854356 11.98440515782158, 48.40370523821717 11.98434188961983))",Gabled,Residential,35.0
423,423,580,2020-11-09 16:45:12,1,"MULTIPOLYGON (((48.40331250976122 11.98413532400421, 48.40336503958492 11.98430698538117, 48.40331963245237 11.98432173753075, 48.40327956730176 11.98436867618851, 48.40321813400951 11.98419969702057, 48.40326719417755 11.98414877057076, 48.40331250976122 11.98413532400421)))","MULTILINESTRING ((48.40326719417755 11.98414877057076, 48.40331963245237 11.98432173753075))","MULTILINESTRING ((48.40331250976122 11.98413532400421, 48.40336503958492 11.98430698538117), (48.40327956730176 11.98436867618851, 48.40321813400951 11.98419969702057))",Gabled,Residential,35.0
424,424,582,2020-11-09 16:50:30,1,"MULTIPOLYGON (((48.40307860176757 11.98441292007846, 48.4030599046126 11.98442633112354, 48.40306702733912 11.98445181210918, 48.4030269619895 11.98447997530383, 48.40301894891581 11.98445449431819, 48.40299490968712 11.98447192867679, 48.40301449720764 11.98453227837962, 48.40296819941968 11.9845644648878, 48.40298422558181 11.98461274465007, 48.40301894891581 11.9847441728918, 48.40315606133631 11.9846543188898, 48.40311866707646 11.98451886733455, 48.40307860176757 11.98441292007846)))","MULTILINESTRING ((48.40298422558181 11.98461274465007, 48.40311866707646 11.98451886733455), (48.40306791767986 11.98452959617061, 48.40305011086202 11.98446522315425, 48.40306702733912 11.98445181210918, 48.40308305347011 11.98450679739398), (48.40306791767986 11.98452959617061, 48.40304654949769 11.98453227837962, 48.4030269619895 11.98447997530383, 48.40305011086202 11.98446522315425))","MULTILINESTRING ((48.40315606133631 11.9846543188898, 48.40301894891581 11.9847441728918), (48.40296819941968 11.9845644648878, 48.40301449720764 11.98453227837962))",Complex,Residential,35.0
425,425,619,2020-11-12 13:48:43,1,"MULTIPOLYGON (((48.41155635839264 11.98376207962741, 48.4116186718044 11.9837245287012, 48.41168187532974 11.9837245287012, 48.41170502026303 11.98390289560069, 48.41164003638513 11.98390021339168, 48.41157950338308 11.9839404465269, 48.41155635839264 11.98376207962741)))","MULTILINESTRING ((48.41164003638513 11.98390021339168, 48.4116186718044 11.9837245287012))","MULTILINESTRING ((48.41168187532974 11.9837245287012, 48.41170502026303 11.98390289560069), (48.41157950338308 11.9839404465269, 48.41155635839264 11.98376207962741))",Gabled,Residential,35.0
426,426,584,2020-11-09 16:54:38,1,"MULTIPOLYGON (((48.40268934081228 11.98439950903339, 48.4028122085999 11.98480720480365, 48.40274988439688 11.98484743793887, 48.4026528365573 11.9849238808958, 48.40257181482463 11.98466102441234, 48.40260564809133 11.98463688453121, 48.40255934993123 11.98448668082637, 48.40262879715558 11.98443303664607, 48.40268934081228 11.98439950903339)))",,"MULTILINESTRING ((48.40268934081228 11.98439950903339, 48.4028122085999 11.98480720480365), (48.4026528365573 11.9849238808958, 48.40257181482463 11.98466102441234))",Gabled,Commercial,35.0
427,427,585,2020-11-09 16:56:15,1,"MULTIPOLYGON (((48.40260119634701 11.98410848935527, 48.40268934081228 11.98439816792888, 48.40262790680715 11.98443169554157, 48.40251928418175 11.984509479603, 48.40243113942179 11.98421443661136, 48.40253620083539 11.98413531144542, 48.40260119634701 11.98410848935527)))","MULTILINESTRING ((48.40253620083539 11.98413531144542, 48.40262790680715 11.98443169554157))","MULTILINESTRING ((48.40268934081228 11.98439816792888, 48.40260119634701 11.98410848935527), (48.40251928418175 11.984509479603, 48.40243113942179 11.98421443661136))",Gabled,Commercial,35.0
428,428,586,2020-11-09 16:57:26,1,"MULTIPOLYGON (((48.40262913738196 11.9836469520676, 48.40278405777048 11.98416461840748, 48.40274221150516 11.9841874171841, 48.40269858451101 11.98422765031933, 48.40262201459414 11.98398625150799, 48.40254188316231 11.98371132508396, 48.40258818133832 11.98367243305325, 48.40262913738196 11.9836469520676)))","MULTILINESTRING ((48.40258818133832 11.98367243305325, 48.40266831269719 11.98395808831333, 48.4026905713856 11.98402246132969, 48.40274221150516 11.9841874171841))","MULTILINESTRING ((48.40262913738196 11.9836469520676, 48.40278405777048 11.98416461840748), (48.40269858451101 11.98422765031933, 48.40254188316231 11.98371132508396))",Gabled,Commercial,35.0
429,429,587,2020-11-09 16:59:25,1,"MULTIPOLYGON (((48.40250236752249 11.98373327956172, 48.40259941564918 11.98408464894267, 48.40251839383139 11.98412488207789, 48.40243381047735 11.98418925509425, 48.40233141991325 11.98384056792231, 48.40242045519808 11.98377351269694, 48.40250236752249 11.98373327956172)))","MULTILINESTRING ((48.40242045519808 11.98377351269694, 48.40251839383139 11.98412488207789))","MULTILINESTRING ((48.40250236752249 11.98373327956172, 48.40259941564918 11.98408464894267), (48.40243381047735 11.98418925509425, 48.40233141991325 11.98384056792231))",Gabled,Commercial,35.0
430,430,588,2020-11-09 17:01:09,1,"MULTIPOLYGON (((48.4024991717901 11.98445666142081, 48.40251697880081 11.98451164670561, 48.40255793490179 11.98448482461547, 48.40258820678129 11.98457601972197, 48.402426162981 11.9846886725006, 48.40237897430474 11.98453042216872, 48.4024991717901 11.98445666142081)))",,,Flat,Commercial,35.0
431,431,595,2020-11-12 11:52:53,1,"MULTIPOLYGON (((48.40065171637813 11.98334878750289, 48.40073096040599 11.9834413237139, 48.40069356436328 11.98355799980605, 48.40065794905896 11.98358750410521, 48.40057692414872 11.98348826237166, 48.40061253950978 11.9834587580725, 48.40065171637813 11.98334878750289)))","MULTILINESTRING ((48.40061253950978 11.9834587580725, 48.40069356436328 11.98355799980605))","MULTILINESTRING ((48.40065171637813 11.98334878750289, 48.40073096040599 11.9834413237139), (48.40057692414872 11.98348826237166, 48.40065794905896 11.98358750410521))",Gabled,Residential,35.0
432,432,596,2020-11-12 11:54:03,1,"MULTIPOLYGON (((48.40060541643954 11.98333537645781, 48.40063568948108 11.98337426848853, 48.40061432027715 11.9834413237139, 48.40059651260037 11.98345741696799, 48.40056802030453 11.9834238893553, 48.40058226645444 11.98340243168318, 48.40060541643954 11.98333537645781)))","MULTILINESTRING ((48.40058226645444 11.98340243168318, 48.40061432027715 11.9834413237139))","MULTILINESTRING ((48.40060541643954 11.98333537645781, 48.40063568948108 11.98337426848853), (48.40056802030453 11.9834238893553, 48.40059651260037 11.98345741696799))",Gabled,Commercial,35.0
433,433,597,2020-11-12 11:56:14,1,"MULTIPOLYGON (((48.40053596645265 11.9832079715296, 48.40061610104448 11.98330318994963, 48.40057514337999 11.98341181941474, 48.40054308953259 11.98344802923644, 48.40045850289388 11.98334476418936, 48.40049500872362 11.98331660099471, 48.40053596645265 11.9832079715296)))","MULTILINESTRING ((48.40049500872362 11.98331660099471, 48.40057514337999 11.98341181941474))","MULTILINESTRING ((48.40053596645265 11.9832079715296, 48.40061610104448 11.98330318994963), (48.40054308953259 11.98344802923644, 48.40045850289388 11.98334476418936))",Gabled,Residential,35.0
434,434,598,2020-11-12 11:57:23,1,"MULTIPOLYGON (((48.40048811766982 11.98319330585896, 48.4005210619372 11.98323353899419, 48.40049880229942 11.98329522980153, 48.4004818849682 11.98331266416013, 48.40045161183513 11.98328315986096, 48.40046674840391 11.98325767887532, 48.40048811766982 11.98319330585896)))","MULTILINESTRING ((48.40046674840391 11.98325767887532, 48.40049880229942 11.98329522980153))","MULTILINESTRING ((48.40048811766982 11.98319330585896, 48.4005210619372 11.98323353899419), (48.40045161183513 11.98328315986096, 48.4004818849682 11.98331266416013))",Gabled,Residential,35.0
435,435,599,2020-11-12 11:59:02,1,"MULTIPOLYGON (((48.40041993941576 11.98306843129004, 48.4004991838047 11.98316364971007, 48.40046000681886 11.98327496138419, 48.400425281738 11.98330446568335, 48.40034336606874 11.98320656505431, 48.4003780912055 11.98317571965064, 48.40041993941576 11.98306843129004)))","MULTILINESTRING ((48.4003780912055 11.98317571965064, 48.40046000681886 11.98327496138419))","MULTILINESTRING ((48.40041993941576 11.98306843129004, 48.4004991838047 11.98316364971007), (48.40034336606874 11.98320656505431, 48.400425281738 11.98330446568335))",Gabled,Residential,35.0
436,436,600,2020-11-12 12:00:21,1,"MULTIPOLYGON (((48.40037147698418 11.9830551720947, 48.40040531171445 11.98309540522992, 48.40038394241373 11.98316111935079, 48.40036168271595 11.98317318929135, 48.4003331902886 11.9831450260967, 48.40035099805758 11.98311954511106, 48.40037147698418 11.9830551720947)))","MULTILINESTRING ((48.40035099805758 11.98311954511106, 48.40038394241373 11.98316111935079))","MULTILINESTRING ((48.40037147698418 11.9830551720947, 48.40040531171445 11.98309540522992), (48.4003331902886 11.9831450260967, 48.40036168271595 11.98317318929135))",Gabled,Residential,35.0
437,437,601,2020-11-12 12:22:50,1,"MULTIPOLYGON (((48.40353594981215 11.98032364510602, 48.4035902600683 11.98047921322888, 48.40349677516517 11.98054358624524, 48.40344335514337 11.98038801812238, 48.40353594981215 11.98032364510602)))",,"MULTILINESTRING ((48.40353594981215 11.98032364510602, 48.4035902600683 11.98047921322888))",Flat,Unknown,35.0
438,438,602,2020-11-12 12:26:11,1,"MULTIPOLYGON (((48.40029795623875 11.98292627421225, 48.40038254314442 11.98302417484129, 48.40034336606876 11.9831341454109, 48.4003095312973 11.98316633191908, 48.4002240538797 11.98306574908102, 48.40025699831809 11.98303356257285, 48.40029795623875 11.98292627421225)), ((48.40034603723395 11.98279886928404, 48.40036562577452 11.98285653677786, 48.40038788547056 11.98286592450942, 48.4003593930579 11.98292090979422, 48.40035316034051 11.98291956868971, 48.40033879067519 11.98294848203659, 48.40031932557558 11.98294907298888, 48.40029528507102 11.9828994521221, 48.40034603723395 11.98279886928404)))","MULTILINESTRING ((48.40025699831809 11.98303356257285, 48.40034336606876 11.9831341454109), (48.40031932557558 11.98294907298888, 48.40036562577452 11.98285653677786))","MULTILINESTRING ((48.40029795623875 11.98292627421225, 48.40038254314442 11.98302417484129), (48.4002240538797 11.98306574908102, 48.4003095312973 11.98316633191908), (48.40029528507102 11.9828994521221, 48.40034603723395 11.98279886928404), (48.4003593930579 11.98292090979422, 48.40038788547056 11.98286592450942))",Gabled,Residential,35.0
439,439,603,2020-11-12 12:28:24,1,"MULTIPOLYGON (((48.40086631128795 11.98309381488191, 48.40092596666424 11.98325072410928, 48.40091172061057 11.98327352288591, 48.40092062439458 11.98329766276704, 48.40089213228029 11.98333387258874, 48.40086364015006 11.98334326032029, 48.40086274977072 11.98333521369325, 48.40081555964407 11.98333789590226, 48.40076035604411 11.98317025783883, 48.40081288850352 11.98316891673432, 48.40086631128795 11.98309381488191)))","MULTILINESTRING ((48.40081288850352 11.98316891673432, 48.40086898242567 11.98333521369325, 48.40091172061057 11.98327352288591), (48.40086274977072 11.98333521369325, 48.40086898242567 11.98333521369325), (48.40088411887028 11.98331107381211, 48.40089213228029 11.98333387258874))","MULTILINESTRING ((48.40086631128795 11.98309381488191, 48.40092596666424 11.98325072410928), (48.40091172061057 11.98327352288591, 48.40092062439458 11.98329766276704), (48.40086364015006 11.98334326032029, 48.40086274977072 11.98333521369325), (48.40081555964407 11.98333789590226, 48.40076035604411 11.98317025783883))",Gabled,Residential,35.0
440,440,605,2020-11-12 12:53:00,1,"MULTIPOLYGON (((48.40144915417583 11.98360641593623, 48.40146607118535 11.98373113865542, 48.40148744003147 11.98376198405909, 48.40140813603144 11.98380410671234, 48.40141971083739 11.98384970426559, 48.40136813052585 11.9839242577045, 48.40132094086804 11.98391621107745, 48.40130758529656 11.98386659021068, 48.40128977786246 11.98383976812053, 48.40126751856108 11.98370699877429, 48.40130580455342 11.98368554110217, 48.40130936603961 11.98371236319232, 48.40134491973714 11.98369011282921, 48.40134230977512 11.98366408343005, 48.40137875381993 11.98364049196243, 48.40138415719214 11.98366944784808, 48.40142060120698 11.98365122079849, 48.40141888161841 11.98362519139934, 48.40144915417583 11.98360641593623)))","MULTILINESTRING ((48.40146607118535 11.98373113865542, 48.40128977786246 11.98383976812053), (48.40133963866222 11.98380892271686, 48.40136813052585 11.9839242577045), (48.40130758529656 11.98386659021068, 48.40133963866222 11.98380892271686, 48.40140813603144 11.98380410671234))","MULTILINESTRING ((48.40148744003147 11.98376198405909, 48.40140813603144 11.98380410671234), (48.40140813603144 11.98380410671234, 48.40141971083739 11.98384970426559), (48.40132094086804 11.98391621107745, 48.40130758529656 11.98386659021068), (48.40126751856108 11.98370699877429, 48.40130580455342 11.98368554110217))",Complex,Residential,35.0
441,441,606,2020-11-12 12:56:12,1,"MULTIPOLYGON (((48.40141978952123 11.9838508984352, 48.4013681480591 11.98392600028761, 48.4013209584013 11.98391661255606, 48.40132541025768 11.98393002360114, 48.40132451988643 11.98395282237776, 48.40133431396927 11.98399707882651, 48.40133876582448 11.98399439661749, 48.4013503406462 11.98403597085722, 48.40135212138777 11.98406011073836, 48.40136280583587 11.98411107270964, 48.40136903842959 11.98410704939612, 48.40138328435514 11.98417812793501, 48.40143581617124 11.98419153898009, 48.40148834793306 11.98411911933669, 48.40146163687449 11.98400512545355, 48.40143581617124 11.98406279294737, 48.40141622804276 11.98398366778143, 48.40144382949433 11.98393941133269, 48.40141978952123 11.9838508984352)))","MULTILINESTRING ((48.4013681480591 11.98392600028761, 48.40143581617124 11.98419153898009))","MULTILINESTRING ((48.40136903842959 11.98410704939612, 48.40138328435514 11.98417812793501), (48.40148834793306 11.98411911933669, 48.40146163687449 11.98400512545355))",Gabled,Residential,35.0
