,Unnamed: 0,id,labeler_id,area,geometry,haus
31,33,37,2,"MULTIPOLYGON (((48.40080297550857 11.99693582197544, 48.40085372716501 11.99691436430332, 48.40090169113093 11.99711591005325, 48.40085550792396 11.99713430544254, 48.40079763322601 11.99717051526425, 48.40078427751713 11.99712089439747, 48.40078961980109 11.99711418887493, 48.40078783903984 11.99710346003887, 48.40079496208452 11.99709809562084, 48.40079128405811 11.99708372354507, 48.40078427751713 11.99708602568028, 48.40077614758589 11.99705690145493, 48.40078071599418 11.99704981585858, 48.40077359294749 11.99702701708195, 48.40076468913777 11.99702969929096, 48.40074777189497 11.99697203179714, 48.40080297550857 11.99693582197544)))","MULTIPOLYGON (((4499880.623290597 5362552.643365747, 4499879.034625467 5362558.286912497, 4499893.95834094 5362563.619963765, 4499895.32028592 5362558.484431406, 4499898.001276011 5362552.048787918, 4499894.327025813 5362550.563762915, 4499893.830528758 5362551.1578302, 4499893.036099725 5362550.95983608, 4499892.638911599 5362551.751918033, 4499891.574710439 5362551.34295953, 4499891.745150216 5362550.563839263, 4499889.588601765 5362549.659869701, 4499889.063959722 5362550.167884625, 4499887.375785963 5362549.375865562, 4499887.574361589 5362548.385771325, 4499883.304276068 5362546.50473531, 4499880.623290597 5362552.643365747)))",5.0
32,34,38,2,"MULTIPOLYGON (((48.4003122790132 11.99180412086675, 48.40049480842465 11.99182021412084, 48.40048768533795 11.9919033626003, 48.40048679495204 11.99201467427442, 48.40030513393501 11.99200227856636, 48.4003096078462 11.99188995155523, 48.4003122790132 11.99180412086675)))","MULTIPOLYGON (((4499500.638079564 5362498.103563047, 4499501.831725264 5362518.400397596, 4499507.988463281 5362517.607719501, 4499516.230643014 5362517.507912996, 4499515.310847571 5362497.30761306, 4499506.993495447 5362497.805909987, 4499500.638079564 5362498.103563047)))",6.0
33,35,39,2,"MULTIPOLYGON (((48.40065239821028 11.99165302187879, 48.40071650574712 11.9916731384464, 48.40070136925267 11.99203791887243, 48.40063815208002 11.99202450782735, 48.40057492111553 11.99202910065651, 48.40058740020851 11.99165972740133, 48.40065239821028 11.99165302187879)))","MULTIPOLYGON (((4499489.453567496 5362535.925340581, 4499490.943831005 5362543.053837357, 4499517.954096673 5362541.36803669, 4499516.960392119 5362534.338492168, 4499517.299798363 5362527.307286399, 4499489.94935606 5362528.697625933, 4499489.453567496 5362535.925340581)))",7.0
34,36,40,2,"MULTIPOLYGON (((48.40150595336502 11.99254420049641, 48.40156293689002 11.9925415182874, 48.40161635888673 11.99255358822796, 48.40160923595707 11.9927574361131, 48.40155225248395 11.99274268396351, 48.40149883041991 11.99274536617253, 48.40150595336502 11.99254420049641)))","MULTIPOLYGON (((4499555.450061269 5362630.83293392, 4499555.252022929 5362637.169421424, 4499556.146263894 5362643.109775907, 4499571.23999131 5362642.31639578, 4499570.147128962 5362635.980026057, 4499570.345218219 5362630.039567407, 4499555.450061269 5362630.83293392)))",8.0
35,37,41,2,"MULTIPOLYGON (((48.40187657037348 11.99685683799401, 48.40189437760217 11.99708214355126, 48.40197183897435 11.99706739140168, 48.40205382806069 11.99706628918648, 48.40203691124663 11.99683427810669, 48.40195492213304 11.99683403921738, 48.40187657037348 11.99685683799401)))","MULTIPOLYGON (((4499874.778789788 5362672.025449922, 4499891.461380191 5362674.005060703, 4499890.369330743 5362682.618665154, 4499890.287992466 5362691.735713524, 4499873.108954714 5362689.855135127, 4499873.09096478 5362680.738086792, 4499874.778789788 5362672.025449922)))",9.0
36,38,42,3,"MULTIPOLYGON (((48.39561193408522 11.99543342374038, 48.39564907628768 11.99543255574099, 48.39568914744845 11.99544328457705, 48.39567133804757 11.99569541189703, 48.39563126687276 11.99568468306097, 48.3955943027557 11.99568796535952, 48.39561193408522 11.99543342374038)))","MULTIPOLYGON (((4499769.347680495 5361975.413460938, 4499769.283614618 5361979.543608917, 4499770.078346131 5361983.999407643, 4499788.749037922 5361982.018109083, 4499787.954320793 5361977.562306195, 4499788.197187684 5361973.451952619, 4499769.347680495 5361975.413460938)))",0.0
37,39,43,2,"MULTIPOLYGON (((48.40918509958077 11.98796287178993, 48.4092487882924 11.98795576184314, 48.40928350734956 11.98815558641475, 48.40925234922244 11.98815826862377, 48.40926926363667 11.98824141710323, 48.40923454456978 11.98824678152126, 48.40918736221013 11.9882722625069, 48.4091651063649 11.98815424531024, 48.40915709425823 11.98810864775699, 48.40915620402407 11.98808048456233, 48.40914017980668 11.98798928945583, 48.40918509958077 11.98796287178993)))","MULTIPOLYGON (((4499216.354692613 5363484.781689108, 4499215.82937405 5363491.863851993, 4499230.623617366 5363495.722371795, 4499230.821683059 5363492.257608008, 4499236.97771455 5363494.137566761, 4499237.374299594 5363490.276803472, 4499239.25998232 5363485.029925779, 4499230.522403583 5363482.556383181, 4499227.146528437 5363481.665944732, 4499225.061495053 5363481.567258953, 4499218.309740807 5363479.786390117, 4499216.354692613 5363484.781689108)))",10.0
38,40,44,2,"MULTIPOLYGON (((48.40451673381894 11.99253166388146, 48.40457104302782 11.99252898167245, 48.40460220402314 11.99276501606576, 48.40454700453268 11.99277306269281, 48.40449358561393 11.99279452036492, 48.40448646308718 11.99273953508012, 48.40445530202097 11.99275160502069, 48.40443304410482 11.99257726143472, 48.40446420518469 11.99256385038964, 48.40446420518469 11.99255312155358, 48.40451673381894 11.99253166388146)))","MULTIPOLYGON (((4499554.551671438 5362965.626702395, 4499554.353619331 5362971.665813755, 4499571.829932481 5362975.129331232, 4499572.425176877 5362968.991188412, 4499574.013396461 5362963.050957023, 4499569.942204739 5362962.259294737, 4499570.835566755 5362958.794158823, 4499557.92689828 5362956.320245299, 4499556.934248014 5362959.785393571, 4499556.139882057 5362959.785464187, 4499554.551671438 5362965.626702395)))",11.0
39,41,45,3,"MULTIPOLYGON (((48.39747498346922 11.99583258042505, 48.39751813972362 11.99588987237803, 48.39755108591439 11.99583220488421, 48.39757690858954 11.99586439139239, 48.39760451212435 11.9959019423186, 48.39746785995965 11.9961477399843, 48.39741443360618 11.99606593260934, 48.39736854615779 11.99601459509722, 48.39747498346922 11.99583258042505)))","MULTIPOLYGON (((4499798.916040689 5362182.579721326, 4499803.158751633 5362187.378424861, 4499798.888622365 5362191.042177472, 4499801.272174519 5362193.913502956, 4499804.052969621 5362196.982839855, 4499822.253704321 5362181.786570719, 4499816.195577092 5362175.845914418, 4499812.393784984 5362170.743478055, 4499798.916040689 5362182.579721326)))",1.0
40,42,46,2,"MULTIPOLYGON (((48.40464948437848 11.98972892820704, 48.40467408559506 11.98971167206764, 48.40469132907468 11.98975172698367, 48.40478036022864 11.98968467175829, 48.40480350830315 11.98976245581973, 48.4048218772754 11.98983639478683, 48.40471414964721 11.98991283774376, 48.40469578063607 11.98983755767214, 48.40467441313779 11.98979732453692, 48.40468153563823 11.98978927790987, 48.40465660688238 11.98973563372958, 48.40464948437848 11.98972892820704)))","MULTIPOLYGON (((4499347.038426469 5362980.410659495, 4499345.761126665 5362983.146434794, 4499348.727032105 5362985.063508011, 4499343.763518428 5362994.964249876, 4499349.522958685 5362997.53755227, 4499354.997637777 5362999.579467694, 4499360.655976958 5362987.599632877, 4499355.081993048 5362985.557720055, 4499352.10283738 5362983.182061143, 4499351.507164401 5362983.974145819, 4499347.535002979 5362981.202607638, 4499347.038426469 5362980.410659495)))",12.0
41,43,47,2,"MULTIPOLYGON (((48.40329834209223 11.98602162762676, 48.40336066562323 11.98599212332759, 48.40337223998485 11.98604576750789, 48.40338648534938 11.98611416383777, 48.40332149084124 11.98613964482341, 48.40332505218627 11.98616110249553, 48.40328765805067 11.98617853685413, 48.40328320636604 11.98616244360004, 48.40322711510616 11.9861919478992, 48.40321286969697 11.98612086936031, 48.4032039663142 11.98606722518001, 48.40326807063533 11.98603503867183, 48.40326539962356 11.98602296873126, 48.40329389040851 11.98600955768619, 48.40329834209223 11.98602162762676)))","MULTIPOLYGON (((4499072.523699226 5362830.207081574, 4499070.340352957 5362837.137734008, 4499074.312492476 5362838.424091376, 4499079.376957899 5362840.007273466, 4499081.262368924 5362832.779667764, 4499082.851204695 5362833.175409201, 4499084.141362295 5362829.017022073, 4499082.949700549 5362828.52220754, 4499085.133184738 5362822.284578067, 4499079.87010874 5362820.701420253, 4499075.898009643 5362819.71206736, 4499073.516093518 5362826.840773796, 4499072.622359124 5362826.543917405, 4499071.629930783 5362829.71221763, 4499072.523699226 5362830.207081574)))",13.0
42,44,48,3,"MULTIPOLYGON (((48.39875626621635 11.99590952556818, 48.39878832118967 11.99597523968905, 48.398825718633 11.9960557059595, 48.39879811576081 11.99608521025866, 48.39883017070777 11.99615226548403, 48.39880167742259 11.99618042867869, 48.39877229370555 11.99621395629137, 48.39874023872213 11.99614555996149, 48.39871352622053 11.9961643354246, 48.39867879994747 11.99608923357218, 48.39864585448701 11.99602217834681, 48.39867256702415 11.99599535625666, 48.39866633410008 11.99598328631609, 48.39871441663747 11.99592695992678, 48.39872332080606 11.99594171207636, 48.39875626621635 11.99590952556818)))","MULTIPOLYGON (((4499804.620293738 5362325.055810429, 4499809.486487512 5362328.620048895, 4499815.445074895 5362332.778317392, 4499817.629691175 5362329.708832957, 4499822.595179497 5362333.273075506, 4499824.680488571 5362330.104585609, 4499827.163023182 5362326.837065684, 4499822.098225213 5362323.272819293, 4499823.488397377 5362320.302378268, 4499817.927043547 5362316.441113771, 4499812.961533237 5362312.777851881, 4499810.975522634 5362315.748325612, 4499810.081728847 5362315.055274963, 4499805.911073789 5362320.40215348, 4499807.003494379 5362321.392232232, 4499804.620293738 5362325.055810429)))",2.0
43,45,49,2,"MULTIPOLYGON (((48.40241152981228 11.98643487065467, 48.40249611320336 11.98663067191276, 48.40244981494353 11.9866561528984, 48.40240618769865 11.98671382039222, 48.40232427521934 11.98652070134315, 48.40232961734159 11.98651533692512, 48.40228866105674 11.9864214596096, 48.40231893309653 11.9863865908924, 48.40235009547163 11.98636379211578, 48.40238749029649 11.98645632832679, 48.40241152981228 11.98643487065467)))","MULTIPOLYGON (((4499103.104377477 5362731.589813329, 4499117.603703318 5362740.992913196, 4499119.489540983 5362735.844312256, 4499123.758625268 5362730.992330137, 4499109.457933718 5362721.886182207, 4499109.06083374 5362722.480283701, 4499102.109071135 5362717.927185204, 4499099.527842079 5362721.293821219, 4499097.840331647 5362724.759310418, 4499104.692722783 5362728.916392192, 4499103.104377477 5362731.589813329)))",14.0
44,46,50,3,"MULTIPOLYGON (((48.39977270423211 11.99338304612793, 48.39984304565827 11.99336695287384, 48.39988845589436 11.99337634060539, 48.39989379827241 11.99359091732658, 48.39984747188121 11.99358987782034, 48.39980475856497 11.9935935995356, 48.39980384240428 11.99355366799864, 48.39977624006285 11.99355366799864, 48.39977270423211 11.99338304612793)))","MULTIPOLYGON (((4499617.546964906 5362438.093453608, 4499616.355919135 5362445.915389887, 4499617.051447264 5362450.964874026, 4499632.940236251 5362451.557716591, 4499632.862875466 5362446.406308998, 4499633.138099194 5362441.656642455, 4499630.181279496 5362441.554990651, 4499630.181046531 5362438.48565877, 4499617.546964906 5362438.093453608)))",3.0
45,47,51,2,"MULTIPOLYGON (((48.4116775027622 11.9881784167124, 48.41173358470258 11.98814623020422, 48.4117629609324 11.98821999095213, 48.41177275300523 11.98820792101157, 48.41179856846092 11.98827363513243, 48.41178165488797 11.98828436396849, 48.41181904277855 11.98837153576148, 48.4117709726285 11.98839969895613, 48.41172824356808 11.98844931982291, 48.41170242807666 11.98839031122458, 48.41169352618004 11.98839701674712, 48.41162943247834 11.98824278972876, 48.4116775027622 11.9881784167124)))","MULTIPOLYGON (((4499232.352707162 5363761.930705044, 4499229.970859924 5363768.16727983, 4499235.431823002 5363771.433074435, 4499234.53844782 5363772.522068123, 4499239.403657962 5363775.392000739, 4499240.197637551 5363773.511122219, 4499246.651531921 5363777.667668551, 4499248.735676469 5363772.322042191, 4499252.408415444 5363767.570111003, 4499248.039613447 5363764.700092126, 4499248.53587994 5363763.71014368, 4499237.117452526 5363756.584668707, 4499232.352707162 5363761.930705044)))",15.0
46,48,52,2,"MULTIPOLYGON (((48.40052153862219 11.99395299570083, 48.40048147126758 11.9939664067459, 48.40043606156084 11.99399859325408, 48.40043606156084 11.99398786441802, 48.40041647304739 11.99399322883605, 48.40041113072422 11.99395299570083, 48.40040489801316 11.99392349140166, 48.40042003459586 11.99391410367011, 48.40040756917515 11.99385509507178, 48.4004529789073 11.99383229629515, 48.40049834800181 11.99382483959198, 48.40052153862219 11.99395299570083)))","MULTIPOLYGON (((4499659.755954348 5362521.359387299, 4499660.748674365 5362516.903897186, 4499663.131604349 5362511.854249416, 4499662.337175667 5362511.854305157, 4499662.734237175 5362509.676068745, 4499659.755086479 5362509.082221537, 4499657.570357274 5362508.389309796, 4499656.875351588 5362510.072520836, 4499652.505892705 5362508.686700569, 4499650.818095713 5362513.736305326, 4499650.266321025 5362518.781309471, 4499659.755954348 5362521.359387299)))",16.0
47,49,53,2,"MULTIPOLYGON (((48.39736602902862 11.99613417873861, 48.39742479807026 11.99622671494962, 48.39728767020084 11.99643190393926, 48.39725650472442 11.996383624177, 48.39722785614765 11.99634477496147, 48.39727075180171 11.99628304133894, 48.39724032234751 11.99624553322792, 48.39731957168959 11.99611812829971, 48.39734732977386 11.99615965972425, 48.39736602902862 11.99613417873861)))","MULTIPOLYGON (((4499821.249010207 5362170.463197056, 4499828.101637908 5362176.997923361, 4499843.295398672 5362161.748948825, 4499839.720113966 5362158.283542287, 4499836.843175278 5362155.097985107, 4499832.271944731 5362159.868086658, 4499829.494304394 5362156.484498845, 4499820.060246782 5362165.297275073, 4499823.135804765 5362168.383794306, 4499821.249010207 5362170.463197056)))",17.0
48,50,54,2,"MULTIPOLYGON (((48.4076248114844 11.98754844818226, 48.40765775112953 11.98774559054486, 48.40759899390977 11.98775900158993, 48.40754735872121 11.98778582368008, 48.40754112688458 11.98774961385838, 48.40753845609719 11.9877174273502, 48.40753400478461 11.98769462857357, 48.40751174821582 11.98758734021298, 48.40756605422659 11.98755649480931, 48.4076248114844 11.98754844818226)))","MULTIPOLYGON (((4499185.646723898 5363311.284784462, 4499200.242849689 5363314.945386862, 4499201.23475479 5363308.411527759, 4499203.219679491 5363302.669477114, 4499200.538751327 5363301.976912864, 4499198.155752037 5363301.680287524, 4499196.467750682 5363301.185565687, 4499188.524188554 5363298.711887021, 4499186.241454002 5363304.750979839, 4499185.646723898 5363311.284784462)))",18.0
49,51,55,3,"MULTIPOLYGON (((48.40014613294944 11.99446358556026, 48.40028147233498 11.99445017451518, 48.40028325311393 11.99451186532253, 48.40028859545053 11.99458830827945, 48.40023873362055 11.99459501380199, 48.40023924509929 11.99458095405134, 48.40021609494755 11.99458095405134, 48.40019027361203 11.99458363626036, 48.40019294478528 11.99459838840994, 48.40015236569222 11.99460037822002, 48.40014613294944 11.99446358556026)))","MULTIPOLYGON (((4499697.560416312 5362479.612385354, 4499696.568341 5362494.661952069, 4499701.13633232 5362494.85968015, 4499706.796690705 5362495.453382631, 4499707.292864585 5362489.908803306, 4499706.25179413 5362489.965743813, 4499706.251633255 5362487.391487407, 4499706.450061946 5362484.520187641, 4499707.542425142 5362484.817149313, 4499707.689482712 5362480.304815973, 4499697.560416312 5362479.612385354)))",4.0
50,52,56,2,"MULTIPOLYGON (((48.40035836581283 11.97715097718688, 48.40039131016422 11.97722473793479, 48.40040555636361 11.97723949008437, 48.40041535062339 11.97728374653312, 48.40043315836358 11.97732934408637, 48.40039487171444 11.97734007292243, 48.40035213309528 11.97740310483428, 48.40032364066258 11.97734543734046, 48.40031651755191 11.97730252199622, 48.40030405210583 11.97728776984664, 48.40027377886693 11.97722071462127, 48.40032185988501 11.97716036491843, 48.40035836581283 11.97715097718688)))","MULTIPOLYGON (((4498415.628501841 5362503.439218838, 4498421.0912661 5362507.100991994, 4498422.18406404 5362508.684828888, 4498425.461398226 5362509.772987921, 4498428.838291087 5362511.752205317, 4498429.631495724 5362507.49456829, 4498434.297405454 5362502.740768461, 4498430.026433572 5362499.573685536, 4498426.848483742 5362498.782522395, 4498425.755742268 5362497.396701284, 4498420.789577072 5362494.031803177, 4498416.322451319 5362499.379621901, 4498415.628501841 5362503.439218838)))",19.0
51,53,57,3,"MULTIPOLYGON (((48.40085300972039 11.99691706617609, 48.40086785673086 11.99696812040202, 48.40086369427333 11.99697071035639, 48.40086636541121 11.99698412140146, 48.40086992692817 11.99699887355104, 48.4008740893852 11.99699896580569, 48.40088121241779 11.9970190823733, 48.40087437882405 11.99702167232767, 48.40087883071951 11.99703508337274, 48.40088239223559 11.99705385883585, 48.40088862488815 11.99705385883585, 48.40090287094825 11.99711554964319, 48.40085568085884 11.99713298400179, 48.40079869654154 11.9971718760325, 48.40078534083294 11.99711957295671, 48.4007906831168 11.99711286743418, 48.40078890235558 11.99710482080713, 48.4007960254001 11.9970994563891, 48.40079335425853 11.9970820220305, 48.40078623121363 11.99708738644853, 48.4007773274061 11.99705385883585, 48.40078266969081 11.99704849441782, 48.4007808889293 11.99703508337274, 48.40077643702527 11.99702971895471, 48.40077109473991 11.99703508337274, 48.400769313978 11.99702569564119, 48.40076308131083 11.99703106005922, 48.40074883521154 11.99697071035639, 48.40080403882401 11.99693315943018, 48.40085300972039 11.99691706617609)))","MULTIPOLYGON (((4499879.234684471 5362558.207127497, 4499883.015072656 5362559.857969565, 4499883.206832616 5362559.395105505, 4499884.199869392 5362559.692100405, 4499885.292211869 5362560.088101012, 4499885.299057228 5362560.550958797, 4499886.788622514 5362561.342981774, 4499886.980373632 5362560.583092133, 4499887.973416034 5362561.078104843, 4499889.363666132 5362561.474097072, 4499889.363687075 5362562.16715722, 4499893.931658076 5362563.751158189, 4499895.222439725 5362558.503664318, 4499898.102038297 5362552.167023868, 4499894.229182391 5362550.682004656, 4499893.732685357 5362551.27607194, 4499893.136862135 5362551.078071964, 4499892.739674004 5362551.870153895, 4499891.448727636 5362551.573165979, 4499891.845915607 5362550.781083919, 4499889.363313094 5362549.791070464, 4499888.966119402 5362550.385135259, 4499887.973084263 5362550.187147836, 4499887.57585749 5362549.692115958, 4499887.973051085 5362549.098050992, 4499887.277924496 5362548.900054581, 4499887.675115094 5362548.206980686, 4499883.206432806 5362546.622977328, 4499880.426144627 5362552.761610843, 4499879.234684471 5362558.207127497)))",5.0
52,54,58,2,"MULTIPOLYGON (((48.40542180120895 11.99432247669131, 48.40547521915283 11.99432784110934, 48.4054796706456 11.99455046445757, 48.40542892360471 11.99454107672602, 48.40537283471112 11.99455180556208, 48.40536482200699 11.99433722884089, 48.40542180120895 11.99432247669131)))","MULTIPOLYGON (((4499687.150434831 5363066.258413525, 4499687.54800122 5363072.198374761, 4499704.030799291 5363072.692312771, 4499703.335387299 5363067.04936915, 4499704.129346059 5363060.812326604, 4499688.242251373 5363059.92234832, 4499687.150434831 5363066.258413525)))",20.0
53,55,59,3,"MULTIPOLYGON (((48.40031219523497 11.99181209634579, 48.40049205348932 11.99182282518185, 48.40048582078816 11.99190597366131, 48.40048582078816 11.99201594423092, 48.40030513393501 11.99201005703799, 48.40030774328991 11.99188988040722, 48.40031219523497 11.99181209634579)))","MULTIPOLYGON (((4499501.228633356 5362498.094188774, 4499502.025033806 5362518.094034541, 4499508.181781826 5362517.40036598, 4499516.324667876 5362517.399578645, 4499515.886814694 5362497.30755771, 4499506.988206959 5362497.598575098, 4499501.228633356 5362498.094188774)))",6.0
54,56,60,2,"MULTIPOLYGON (((48.40174192194208 11.98134311098286, 48.40176329067229 11.9813323821468, 48.4017828786671 11.98140346068569, 48.40181315100789 11.98152281898686, 48.40171966283853 11.9815670754356, 48.40169829408998 11.98157243985363, 48.40167781569753 11.98159389752575, 48.40159234057914 11.98164217728802, 48.4015656295752 11.98152684230038, 48.40154515112934 11.9814584459705, 48.40156651994222 11.98144369382092, 48.40155939700558 11.98142089504429, 48.40158076581251 11.98139943737217, 48.40160747680849 11.98139809626766, 48.40161459973839 11.98141821283527, 48.40163240705877 11.98140882510372, 48.40162528413138 11.98138200301357, 48.40164843364179 11.98136188644596, 48.40167336387201 11.98135920423695, 48.40167781569753 11.98137663859554, 48.40169473263102 11.98136590975948, 48.40169206153663 11.98134713429638, 48.40171164955888 11.98132433551975, 48.40173747012213 11.98132433551975, 48.40174192194208 11.98134311098286)))","MULTIPOLYGON (((4498726.076411271 5362657.206739916, 4498725.282562315 5362659.583092938, 4498730.546026143 5362661.760007749, 4498739.384595978 5362665.12417455, 4498742.659110342 5362654.727688457, 4498743.055762745 5362652.351428094, 4498744.644052483 5362650.073897253, 4498748.216695402 5362640.568382976, 4498739.676088964 5362637.600147679, 4498734.611185933 5362635.324161422, 4498733.519426185 5362637.700592054, 4498731.831117101 5362636.90892898, 4498730.242852037 5362639.28547592, 4498730.144247369 5362642.255715962, 4498731.633952515 5362643.047424317, 4498730.939307661 5362645.02773059, 4498728.953096587 5362644.236139235, 4498727.46418255 5362646.81067483, 4498727.26623175 5362649.58292021, 4498728.557263297 5362650.077652244, 4498727.763295981 5362651.958972758, 4498726.373010227 5362651.662278498, 4498724.685403847 5362653.840830216, 4498724.686080077 5362656.712032446, 4498726.076411271 5362657.206739916)))",21.0
55,57,61,2,"MULTIPOLYGON (((48.408379581101 11.98751392635462, 48.40852558152324 11.98763060244677, 48.40849531317748 11.98769229325412, 48.40847038629094 11.98778617056964, 48.40832067535614 11.98765575885773, 48.40834753217172 11.98757561716197, 48.408379581101 11.98751392635462)))","MULTIPOLYGON (((4499183.103864687 5363395.214354959, 4499191.744419028 5363411.448039776, 4499196.311146587 5363408.081549796, 4499203.260880329 5363405.308664501, 4499193.603374441 5363388.662514604, 4499187.670569714 5363391.649860055, 4499183.103864687 5363395.214354959)))",22.0
56,58,62,3,"MULTIPOLYGON (((48.40058796384206 11.9916581295649, 48.40065327488003 11.99165332323901, 48.40071617899736 11.99166885840096, 48.40070371364922 11.99202827440896, 48.4006413868627 11.99201084005036, 48.40057371769376 11.99202559219994, 48.40058796384206 11.9916581295649)))","MULTIPOLYGON (((4499489.83104913 5362528.760312908, 4499489.475891774 5362536.022822483, 4499490.626908338 5362543.017535195, 4499517.239990264 5362541.628797887, 4499515.948384819 5362534.698291479, 4499517.039998648 5362527.173492888, 4499489.83104913 5362528.760312908)))",7.0
57,59,63,2,"MULTIPOLYGON (((48.40069744484909 12.00024134141125, 48.40074908699217 12.00024268251576, 48.40074997737347 12.00040495616116, 48.40069922561351 12.00040227395215, 48.40064847380297 12.00040495616116, 48.40064758341986 12.00034460645833, 48.4006529257182 12.00034460645833, 48.40065416526303 12.00030639767647, 48.40064758341986 12.00030571442761, 48.40064669303676 12.00024402362027, 48.40069744484909 12.00024134141125)))","MULTIPOLYGON (((4500125.382552965 5362540.906046431, 4500125.481790564 5362546.648564097, 4500137.497449334 5362546.747722677, 4500137.29891949 5362541.104212514, 4500137.497601937 5362535.46070214, 4500133.02896046 5362535.361634432, 4500133.028952896 5362535.955688712, 4500130.199751187 5362536.093488623, 4500130.149168422 5362535.361598495, 4500125.581223565 5362535.262535443, 4500125.382552965 5362540.906046431)))",23.0
58,60,64,3,"MULTIPOLYGON (((48.40150833723083 11.99254919900446, 48.40156175928487 11.99254517569094, 48.40161696201512 11.99255188121347, 48.40161072945179 11.9927557290986, 48.40155374598035 11.99274231805353, 48.40150002206719 11.99274900562159, 48.40150833723083 11.99254919900446)))","MULTIPOLYGON (((4499555.82019723 5362631.097982734, 4499555.522821826 5362637.038449632, 4499556.019874985 5362643.176853991, 4499571.113610752 5362642.482480732, 4499570.120049705 5362636.146102628, 4499570.614711137 5362630.172053239, 4499555.82019723 5362631.097982734)))",8.0
59,61,65,2,"MULTIPOLYGON (((48.40035980932284 12.00180777020157, 48.40045775192377 12.00196602053345, 48.40041768451891 12.00201698250473, 48.40037939785812 12.00207733220757, 48.40032508417359 12.0019928426236, 48.40033131689444 12.00198613710106, 48.40031618028536 12.00196065611542, 48.40031083795166 12.00196736163796, 48.40028145510631 12.00191908187569, 48.400318851452 12.00186409659088, 48.40035980932284 12.00180777020157)))","MULTIPOLYGON (((4500241.371128029 5362503.364070277, 4500253.088599468 5362514.255501704, 4500256.862288087 5362509.800205319, 4500261.331101527 5362505.542951637, 4500255.075175526 5362499.50314704, 4500254.578632845 5362500.196197733, 4500252.691917782 5362498.512969101, 4500253.188457021 5362497.91892774, 4500249.613627916 5362494.651486555, 4500245.542033162 5362498.809760832, 4500241.371128029 5362503.364070277)))",24.0
60,62,66,3,"MULTIPOLYGON (((48.40187769835608 11.99685755498076, 48.40195605011385 11.99683475620413, 48.40201570421216 11.99683475620413, 48.40202444622213 11.99696812040202, 48.40204439948864 11.99696721858895, 48.40204974164026 11.9970664603225, 48.40197102465403 11.99706870324007, 48.40189267291931 11.99708747837576, 48.40187769835608 11.99685755498076)))","MULTIPOLYGON (((4499874.831882488 5362672.150877909, 4499873.144057436 5362680.863514566, 4499873.144276858 5362687.496948055, 4499883.019102976 5362688.468726537, 4499882.952398852 5362690.687497686, 4499890.300650366 5362691.281310191, 4499890.466461644 5362682.528111214, 4499891.85638631 5362673.815491118, 4499874.831882488 5362672.150877909)))",9.0
61,63,67,2,"MULTIPOLYGON (((48.40415538127042 11.99370273458803, 48.40422393599518 11.99387037265146, 48.40418031027195 11.99389987695063, 48.40415271030526 11.99393876898134, 48.40416784577273 11.99396559107149, 48.40409751032698 11.99402996408785, 48.40406901999218 11.99395083892191, 48.4040405296414 11.99389183032358, 48.40409394903601 11.99383952724779, 48.4040725812849 11.99378320085848, 48.40411442645571 11.99373626220072, 48.40415538127042 11.99370273458803)))","MULTIPOLYGON (((4499641.255005831 5362925.437826351, 4499653.667596191 5362933.060092749, 4499655.851766557 5362928.208828859, 4499658.731141645 5362925.139553866, 4499660.717187369 5362926.822452132, 4499665.482865755 5362919.000934035, 4499659.624150652 5362915.833267778, 4499655.254877546 5362912.665499132, 4499651.382740068 5362918.605924586, 4499647.212115283 5362916.230168953, 4499643.737079646 5362920.883536388, 4499641.255005831 5362925.437826351)))",25.0
62,64,68,3,"MULTIPOLYGON (((48.40918866051529 11.98796394473902, 48.40924733854762 11.98795651462262, 48.40928213495648 11.98815572268359, 48.40929006969276 11.98815499808972, 48.40930528098203 11.98823752973112, 48.40927137482118 11.98824619319623, 48.40923487529019 11.98824753430073, 48.40918955074886 11.98829653832945, 48.40916632731977 11.98815365698521, 48.4091583152133 11.98810940053647, 48.40915920544739 11.98808391955083, 48.40913880740973 11.9879961312472, 48.40918866051529 11.98796394473902)))","MULTIPOLYGON (((4499216.434185656 5363485.177647594, 4499215.885080804 5363491.70263435, 4499230.633683457 5363495.569762365, 4499230.580168555 5363496.452100414, 4499236.690501532 5363498.142680734, 4499237.331338556 5363494.372275808, 4499237.430035719 5363490.313570969, 4499241.057239612 5363485.273027791, 4499230.478867727 5363482.692157816, 4499227.202279263 5363481.80170482, 4499225.315848312 5363481.900975031, 4499218.816239819 5363479.633706519, 4499216.434185656 5363485.177647594)))",10.0
63,65,69,3,"MULTIPOLYGON (((48.40449267030019 11.99279787343187, 48.40446507050302 11.99255379241151, 48.40451759913637 11.99253233473939, 48.40457169954063 11.99252772337786, 48.40460039839744 11.9927670280282, 48.40454697953476 11.99277239244623, 48.40449267030019 11.99279787343187)))","MULTIPOLYGON (((4499574.261649583 5362962.949154361, 4499556.189561121 5362959.881681724, 4499554.601350478 5362965.722919819, 4499554.26046157 5362971.738825204, 4499571.978881026 5362974.928535817, 4499572.375551478 5362968.988412957, 4499574.261649583 5362962.949154361)))",11.0
