,Unnamed: 0,id,time_created,labeler_id,area,gables,gutters,roof_type,building_type,slope,image_centroid
359,359,392,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40183508312163 11.98075834970284, 48.40185823253413 11.98073286871719, 48.40189206629088 11.98072884540367, 48.40187158796443 11.98064837913322, 48.40183864456971 11.98065240244675, 48.40181460479518 11.98068324785042, 48.40183508312163 11.98075834970284)))","MULTILINESTRING ((48.40183864456971 11.98065240244675, 48.40185823253413 11.98073286871719))","MULTILINESTRING ((48.40187158796443 11.98064837913322, 48.40189206629088 11.98072884540367), (48.40181460479518 11.98068324785042, 48.40183508312163 11.98075834970284))",Gabled,Residential,35.0,POINT (48.401852 11.980698)
360,360,393,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40153067110307 11.98098696514511, 48.4015573821338 11.98107923313522, 48.40154046514767 11.98108298822785, 48.40152532889692 11.98109532638931, 48.40150039860158 11.98100815459633, 48.40151464448464 11.98098803802872, 48.40153067110307 11.98098696514511)))","MULTILINESTRING ((48.40151464448464 11.98098803802872, 48.40154046514767 11.98108298822785))","MULTILINESTRING ((48.40150039860158 11.98100815459633, 48.40152532889692 11.98109532638931), (48.40153067110307 11.98098696514511, 48.4015573821338 11.98107923313522))",Gabled,Residential,35.0,POINT (48.401528 11.981039)
361,361,394,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.4008186979891 11.97892437913322, 48.40084184788037 11.97900350429916, 48.40081157494564 11.97900350429916, 48.40078397315219 11.97903837301636, 48.40076171364136 11.97895522453689, 48.40079020581523 11.97892572023773, 48.4008186979891 11.97892437913322)))","MULTILINESTRING ((48.40079020581523 11.97892572023773, 48.40081157494564 11.97900350429916))","MULTILINESTRING ((48.40076171364136 11.97895522453689, 48.40078397315219 11.97903837301636), (48.4008186979891 11.97892437913322, 48.40084184788037 11.97900350429916))",Gabled,Residential,35.0,POINT (48.4008 11.978974)
362,362,395,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40151824588978 11.97964265029717, 48.40152893030711 11.97967617790985, 48.40154228582877 11.97973652761269, 48.40148975411023 11.97976737301636, 48.40147194674801 11.97970836441803, 48.40146571417124 11.97967349570084, 48.40151824588978 11.97964265029717)))","MULTILINESTRING ((48.40152893030711 11.97967617790985, 48.40147194674801 11.97970836441803))","MULTILINESTRING ((48.40146571417124 11.97967349570084, 48.40151824588978 11.97964265029717), (48.40154228582877 11.97973652761269, 48.40148975411023 11.97976737301636))",Gabled,Residential,35.0,POINT (48.401504 11.979703)
363,363,396,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40087941955573 11.98255857423973, 48.40089989818734 11.98265647486877, 48.40092126719424 11.982696708004, 48.40131214194543 11.98247676686478, 48.4012925536891 11.98243519262505, 48.40127385580806 11.98233997420502, 48.40125960980347 11.98232924536896, 48.40124536379886 11.98234667972755, 48.40123111779427 11.98234667972755, 48.40122132366611 11.98236545519066, 48.40114831289254 11.98240166501236, 48.40113406688793 11.98239898280334, 48.4011224920092 11.98241909937096, 48.40110468450345 11.98241909937096, 48.40110201337759 11.98243519262505, 48.40108865774828 11.98242982820702, 48.40102633147816 11.98247140244675, 48.40101475659942 11.98246603802872, 48.40100051059482 11.98248749570084, 48.40098270308907 11.98248749570084, 48.40097736083735 11.98250224785042, 48.40087941955573 11.98255857423973)))","MULTILINESTRING ((48.4012925536891 11.98243519262505, 48.40089989818734 11.98265647486877))","MULTILINESTRING ((48.40108865774828 11.98242982820702, 48.40102633147816 11.98247140244675), (48.40131214194543 11.98247676686478, 48.40092126719424 11.982696708004))",Gabled,Residential,35.0,POINT (48.401094 11.982517)
364,364,397,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40138479407406 11.98270846742439, 48.40152814370344 11.98303167361069, 48.4015121170368 11.9831416441803, 48.40124322518541 11.98341120618629, 48.40121295259287 11.98337231415558, 48.40118535111144 11.98327307242203, 48.40129664740754 11.98316176074791, 48.40131089333345 11.98314030307579, 48.40132424888898 11.98312823313522, 48.4013349333334 11.98310945767212, 48.40135006962967 11.98311079877663, 48.4014123955555 11.98304374355125, 48.4013723288889 11.98295254844475, 48.40135986370373 11.98294852513123, 48.40134294666672 11.98291499751854, 48.4013465081482 11.98289488095093, 48.40130020888902 11.98278893369484, 48.40134027555562 11.98277015823174, 48.40138479407406 11.98270846742439)))","MULTILINESTRING ((48.401483625185 11.98309872883606, 48.40152814370344 11.98303167361069), (48.401483625185 11.98309872883606, 48.4015121170368 11.9831416441803), (48.401483625185 11.98309872883606, 48.40121295259287 11.98337231415558), (48.401483625185 11.98309872883606, 48.401483625185 11.98309872883606), (48.40134027555562 11.98277015823174, 48.401483625185 11.98309872883606, 48.4014123955555 11.98304374355125))","MULTILINESTRING ((48.4014123955555 11.98304374355125, 48.40135006962967 11.98311079877663), (48.4015121170368 11.9831416441803, 48.40152814370344 11.98303167361069), (48.4015121170368 11.9831416441803, 48.40124322518541 11.98341120618629), (48.40138479407406 11.98270846742439, 48.40152814370344 11.98303167361069), (48.40130020888902 11.98278893369484, 48.4013465081482 11.98289488095093))",Complex,Residential,35.0,POINT (48.401375 11.983088)
365,365,398,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40178923072722 11.98202479912281, 48.40180944204122 11.98211854232788, 48.401731980177 11.98216279877663, 48.40171862468316 11.98217352761269, 48.40170437882308 11.98218425644875, 48.4015539069259 11.98227142824173, 48.40153966106582 11.98227411045074, 48.40152363447322 11.98228886260033, 48.40144973407402 11.98232909573555, 48.40142925565014 11.982229854002, 48.4014061061275 11.98215341104507, 48.40144973407402 11.98213731779098, 48.40150048495058 11.98209440244675, 48.40155123582714 11.98207696808815, 48.4016180132963 11.98203941716194, 48.40167677746916 11.98198979629517, 48.40173019944449 11.98197236193657, 48.4017658140947 11.98195224536896, 48.40178923072722 11.98202479912281)))","MULTILINESTRING ((48.40151829227569 11.98217352761269, 48.40150048495058 11.98209440244675), (48.40169814625929 11.98207294477463, 48.40167677746916 11.98198979629517), (48.4014510696234 11.98214254809856, 48.40151829227569 11.98217352761269, 48.40155274944977 11.98208474649429), (48.40161970499219 11.98204531802177, 48.40169814625929 11.98207294477463, 48.40173189114037 11.98197866512775), (48.40155274944977 11.98208474649429, 48.40155123582714 11.98207696808815), (48.4014510696234 11.98214254809856, 48.40144973407402 11.98213731779098), (48.40178923072722 11.98202479912281, 48.40169963317094 11.98208139373302, 48.40151880868812 11.98218351884127, 48.40142925565014 11.982229854002), (48.40161970499219 11.98204531802177, 48.4016180132963 11.98203941716194), (48.40173189114037 11.98197866512775, 48.40173019944449 11.98197236193657))","MULTILINESTRING ((48.4016180132963 11.98203941716194, 48.40155123582714 11.98207696808815), (48.40180944204122 11.98211854232788, 48.401731980177 11.98216279877663), (48.4014510696234 11.98214254809856, 48.40144973407402 11.98213731779098), (48.40155274944977 11.98208474649429, 48.40155123582714 11.98207696808815), (48.40161970499219 11.98204531802177, 48.4016180132963 11.98203941716194), (48.40173189114037 11.98197866512775, 48.40173019944449 11.98197236193657))",Gabled,Residential,35.0,POINT (48.40161 11.98214)
366,366,399,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40191783373546 11.98231246742439, 48.40195344819384 11.98241707357597, 48.40196057108551 11.98243719014359, 48.40196591325427 11.98246133002472, 48.40204960723145 11.98271613988113, 48.40203625180956 11.98277112516594, 48.40200330843556 11.98280331167412, 48.40198995301367 11.98281404051018, 48.40197125542302 11.98283013376427, 48.40183057831244 11.98293339881134, 48.40181811325201 11.98294144543839, 48.40179941566137 11.98295619758797, 48.40172996746753 11.98300715955925, 48.40170147590083 11.98291596445274, 48.40167209397267 11.98284622701836, 48.40170681806959 11.98282611045074, 48.40176380120299 11.98276710185242, 48.40181366144471 11.98274430307579, 48.40190358795211 11.98268127116394, 48.40187865783125 11.98260348710251, 48.40185372771038 11.98251363310051, 48.40183057831244 11.98244791897964, 48.40181366144471 11.98239963921738, 48.40186619277082 11.98234063061905, 48.40191783373546 11.98231246742439)))","MULTILINESTRING ((48.40181481891461 11.98274846049976, 48.4017865054202 11.98284703168106, 48.4017077974672 11.98282999965382), (48.4017865054202 11.98284703168106, 48.40176380120299 11.98276710185242), (48.40181481891461 11.98274846049976, 48.40181366144471 11.98274430307579), (48.40170681806959 11.98282611045074, 48.4017077974672 11.98282999965382), (48.40198639156783 11.98270406994057, 48.40203625180956 11.98277112516594), (48.40190803975941 11.98247742327881, 48.40185372771038 11.98251363310051), (48.40170147590083 11.98291596445274, 48.40198639156783 11.98270406994057, 48.40190358795211 11.98268127116394), (48.40186619277082 11.98234063061905, 48.40198639156783 11.98270406994057, 48.40204960723145 11.98271613988113), (48.40188159602406 11.9826013413353, 48.40187865783125 11.98260348710251), (48.40183360554141 11.98244630965424, 48.40183057831244 11.98244791897964), (48.40183057831244 11.98244791897964, 48.40183360554141 11.98244630965424), (48.40183360554141 11.98244630965424, 48.40190803975941 11.98247742327881, 48.40188159602406 11.9826013413353))","MULTILINESTRING ((48.40188159602406 11.9826013413353, 48.40187865783125 11.98260348710251), (48.4017077974672 11.98282999965382, 48.40170681806959 11.98282611045074), (48.40203625180956 11.98277112516594, 48.40204960723145 11.98271613988113), (48.40181366144471 11.98274430307579, 48.40181481891461 11.98274846049976), (48.40190358795211 11.98268127116394, 48.40181366144471 11.98274430307579), (48.40181366144471 11.98239963921738, 48.40183057831244 11.98244791897964), (48.40191783373546 11.98231246742439, 48.40204960723145 11.98271613988113), (48.40197125542302 11.98283013376427, 48.40183057831244 11.98293339881134))",Complex,Residential,35.0,POINT (48.401884 11.982692)
367,367,400,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40090856151438 11.98348004414558, 48.4009878052094 11.98370266749382, 48.40093883438664 11.98377508713722, 48.40089698659264 11.98379654480934, 48.40081507176184 11.98356051041603, 48.40086226182741 11.98354307605743, 48.40090856151438 11.98348004414558)))","MULTILINESTRING ((48.40086226182741 11.98354307605743, 48.40093883438664 11.98377508713722))","MULTILINESTRING ((48.40081507176184 11.98356051041603, 48.40089698659264 11.98379654480934), (48.40090856151438 11.98348004414558, 48.4009878052094 11.98370266749382))",Gabled,Residential,35.0,POINT (48.400905 11.983645)
368,368,401,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40100867113048 11.98369302083206, 48.40108791466816 11.98392100859833, 48.40104303967604 11.98399356235218, 48.40099709623173 11.98401220370483, 48.40091874307088 11.98378421593857, 48.40096148115862 11.98376034427834, 48.40100867113048 11.98369302083206)))","MULTILINESTRING ((48.40104303967604 11.98399356235218, 48.40096148115862 11.98376034427834))","MULTILINESTRING ((48.40100867113048 11.98369302083206, 48.40108791466816 11.98392100859833), (48.40091874307088 11.98378421593857, 48.40099709623173 11.98401220370483))",Gabled,Residential,35.0,POINT (48.401006 11.983862)
369,369,402,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40214186003784 11.98301592509651, 48.40218815864441 11.98300385515594, 48.40226383905898 11.98329219262505, 48.40221843081024 11.9833029214611, 48.40223000546187 11.98335254232788, 48.40224336082915 11.98334449570084, 48.40226116798552 11.98343300859833, 48.40187831412356 11.98364624421501, 48.40186050696719 11.98356711904907, 48.40184626124209 11.98352554480934, 48.40187386233446 11.98350811045074, 48.40186495875628 11.98348397056961, 48.40214275039566 11.98333108465576, 48.40215788647858 11.98329755704308, 48.40216055755203 11.983284145998, 48.40210891679855 11.98308432142639, 48.4021160396611 11.98307761590385, 48.40210713608292 11.98304408829117, 48.40214186003784 11.98301592509651)))","MULTILINESTRING ((48.40223000546187 11.98335254232788, 48.40186050696719 11.98356711904907), (48.40223000546187 11.98335254232788, 48.40215788647858 11.98329755704308), (48.40214186003784 11.98301592509651, 48.40221843081024 11.9833029214611))","MULTILINESTRING ((48.40214275039566 11.98333108465576, 48.40186495875628 11.98348397056961), (48.40226116798552 11.98343300859833, 48.40187831412356 11.98364624421501), (48.40218815864441 11.98300385515594, 48.40226383905898 11.98329219262505), (48.40210891679855 11.98308432142639, 48.40216055755203 11.983284145998))",Complex,Residential,35.0,POINT (48.402092 11.983374)
370,370,403,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40106318996259 11.99808332638931, 48.40101243849339 11.99807796197128, 48.40096257740083 11.99807930307579, 48.40096346777749 11.99797603802872, 48.40100531548016 11.99797872023773, 48.40100549355549 11.99796732084942, 48.401016 11.99796799140167, 48.4010667514692 11.9979720147152, 48.40106318996259 11.99808332638931)))","MULTILINESTRING ((48.401016 11.99796799140167, 48.40101243849339 11.99807796197128))","MULTILINESTRING ((48.4010667514692 11.9979720147152, 48.40106318996259 11.99808332638931), (48.40096346777749 11.99797603802872, 48.40096257740083 11.99807930307579))",Gabled,Residential,35.0,POINT (48.401016 11.998027)
371,371,404,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40104918997558 11.99796891534424, 48.40100556150759 11.99796623313522, 48.40100563273774 11.99797688150501, 48.40099934667684 11.99797702902651, 48.40095221902764 11.99797567451096, 48.40095481002442 11.99788174355125, 48.40099220585412 11.99788308465576, 48.4009922681805 11.99786963337755, 48.40100262326383 11.99787007594204, 48.40105128236129 11.99787542694902, 48.40104918997558 11.99796891534424)))","MULTILINESTRING ((48.40100262326383 11.99787007594204, 48.40099934667684 11.99797702902651))","MULTILINESTRING ((48.40095481002442 11.99788174355125, 48.40095221902764 11.99797567451096), (48.40105128236129 11.99787542694902, 48.40104918997558 11.99796891534424))",Gabled,Residential,35.0,POINT (48.401002 11.997926)
372,372,407,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40123253478298 11.99865399140167, 48.40126013633495 11.99868081349182, 48.40128417639635 11.99869958895493, 48.40125568447174 11.99876798528481, 48.40123280189478 11.99874880749035, 48.40120582360365 11.99872506994057, 48.40123253478298 11.99865399140167)))","MULTILINESTRING ((48.40126013633495 11.99868081349182, 48.40123280189478 11.99874880749035))","MULTILINESTRING ((48.40123253478298 11.99865399140167, 48.40120582360365 11.99872506994057), (48.40128417639635 11.99869958895493, 48.40125568447174 11.99876798528481))",Gabled,Residential,35.0,POINT (48.401245 11.998713)
373,373,408,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40133785036404 11.99865868832588, 48.40144024298464 11.99877804662705, 48.401411751125 11.99882766749382, 48.40138414963597 11.99888131167412, 48.40127997627414 11.99876195337296, 48.40130846813378 11.99870562698364, 48.40133785036404 11.99865868832588)))","MULTILINESTRING ((48.40130846813378 11.99870562698364, 48.401411751125 11.99882766749382))","MULTILINESTRING ((48.40127997627414 11.99876195337296, 48.40138414963597 11.99888131167412), (48.40133785036404 11.99865868832588, 48.40144024298464 11.99877804662705))",Gabled,Residential,35.0,POINT (48.401361 11.99877)
374,374,409,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.4012630690136 11.99842102648735, 48.40120644134682 11.99855084540367, 48.40124917920854 11.99858303191185, 48.40128515024216 11.99862138750076, 48.40134097657403 11.99849679889202, 48.40130082079146 11.99845428587913, 48.4012630690136 11.99842102648735)))","MULTILINESTRING ((48.40130082079146 11.99845428587913, 48.40124917920854 11.99858303191185))","MULTILINESTRING ((48.4012630690136 11.99842102648735, 48.40120644134682 11.99855084540367), (48.40134097657403 11.99849679889202, 48.40128515024216 11.99862138750076))",Gabled,Residential,35.0,POINT (48.401275 11.99852)
375,375,410,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.401455 11.99844113739967, 48.40149595697255 11.99848673495293, 48.40154047542098 11.99853501471519, 48.40146657479659 11.99868119510651, 48.40147547848628 11.99869326504707, 48.40144164446547 11.99876434358597, 48.40141849487229 11.99872947486877, 48.4013926741722 11.99870265277863, 48.40142561782404 11.9986436441803, 48.40142027561023 11.99863425644875, 48.4013784282687 11.99859134110451, 48.401455 11.99844113739967)))","MULTILINESTRING ((48.40144965778619 11.99867046627045, 48.40146212295175 11.99868790062904), (48.40146657479659 11.99868119510651, 48.40146212295175 11.99868790062904), (48.40149595697255 11.99848673495293, 48.40142027561023 11.99863425644875), (48.40142561782404 11.9986436441803, 48.40144965778619 11.99867046627045), (48.40144965778619 11.99867046627045, 48.40141849487229 11.99872947486877))","MULTILINESTRING ((48.40147547848628 11.99869326504707, 48.40144164446547 11.99876434358597), (48.40142561782404 11.9986436441803, 48.4013926741722 11.99870265277863), (48.40154047542098 11.99853501471519, 48.40146657479659 11.99868119510651), (48.401455 11.99844113739967, 48.4013784282687 11.99859134110451))",Gabled,Residential,35.0,POINT (48.401455 11.99859)
376,376,411,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40123489650001 11.99898571458244, 48.40126418977613 11.99902889814758, 48.40129268171643 11.99907583680534, 48.40125439567165 11.99912948098564, 48.40127487425374 11.99916166749382, 48.40122679410448 11.99923274603272, 48.40120364440298 11.99919653621101, 48.40119652141791 11.99920458283806, 48.40116981022388 11.99915496197128, 48.40114042791044 11.99911338773155, 48.40115734499999 11.99908790674591, 48.40114042791044 11.99906108465576, 48.40117159097014 11.99901682820702, 48.40119028880597 11.99904499140167, 48.40123489650001 11.99898571458244)))","MULTILINESTRING ((48.40126418977613 11.99902889814758, 48.40116981022388 11.99915496197128), (48.40125439567165 11.99912948098564, 48.40120364440298 11.99919653621101), (48.40119028880597 11.99904499140167, 48.40115734499999 11.99908790674591))","MULTILINESTRING ((48.40129268171643 11.99907583680534, 48.40125439567165 11.99912948098564), (48.40127487425374 11.99916166749382, 48.40122679410448 11.99923274603272), (48.40117159097014 11.99901682820702, 48.40114042791044 11.99906108465576), (48.40119028880597 11.99904499140167, 48.40123489650001 11.99898571458244))",Complex,Residential,35.0,POINT (48.401217 11.999104)
377,377,412,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40090975347012 11.9994555949564, 48.40096086119548 11.99957589203072, 48.40091278075698 11.99962014847946, 48.40086247437226 11.99950213128281, 48.40090975347012 11.9994555949564)))",,,Flat,Residential,35.0,POINT (48.400911 11.999537)
378,378,413,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40088276508089 11.99997292146111, 48.40084982102039 12.00014726504707, 48.4007643445391 12.0001150785389, 48.40079817897961 11.99993805274391, 48.40088276508089 11.99997292146111)))","MULTILINESTRING ((48.40088276508089 11.99997292146111, 48.40082934228008 12.00001851901436, 48.40079817897961 11.99993805274391), (48.40084982102039 12.00014726504707, 48.40081954809993 12.00007082209015, 48.4007643445391 12.0001150785389), (48.40082934228008 12.00001851901436, 48.40081954809993 12.00007082209015))","MULTILINESTRING ((48.40079817897961 11.99993805274391, 48.4007643445391 12.0001150785389), (48.4007643445391 12.0001150785389, 48.40084982102039 12.00014726504707), (48.40088276508089 11.99997292146111, 48.40084982102039 12.00014726504707), (48.40088276508089 11.99997292146111, 48.40079817897961 11.99993805274391))",Hip,Residential,35.0,POINT (48.400824 12.000044)
379,379,414,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40081458837147 11.99945298280334, 48.40085118301088 11.99964999105549, 48.40081280761042 11.99967292394257, 48.40077434317191 11.99969196762657, 48.40073712526613 11.99948516931152, 48.40077630200906 11.9994623705349, 48.40081458837147 11.99945298280334)))","MULTILINESTRING ((48.40077630200906 11.9994623705349, 48.40081280761042 11.99967292394257))","MULTILINESTRING ((48.40073712526613 11.99948516931152, 48.40077434317191 11.99969196762657), (48.40081458837147 11.99945298280334, 48.40085118301088 11.99964999105549))",Gabled,Residential,35.0,POINT (48.400795 11.999571)
380,380,415,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40065331342106 12.00054219262505, 48.40065153265316 12.00070580737495, 48.40054379619499 12.00070446627045, 48.40054557696289 12.00054353372955, 48.40065331342106 12.00054219262505)))","MULTILINESTRING ((48.40054557696289 12.00054353372955, 48.40059989038395 12.00062131779099, 48.40065153265316 12.00070580737495), (48.40065331342106 12.00054219262505, 48.40059989038395 12.00062131779099, 48.40054379619499 12.00070446627045))","MULTILINESTRING ((48.40054557696289 12.00054353372955, 48.40054379619499 12.00070446627045), (48.40065331342106 12.00054219262505, 48.40065153265316 12.00070580737495), (48.40065153265316 12.00070580737495, 48.40054379619499 12.00070446627045), (48.40065331342106 12.00054219262505, 48.40054557696289 12.00054353372955))",pyramid,Residential,35.0,POINT (48.400599 12.000624)
381,381,416,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40063616343463 12.00071903802872, 48.40063438266694 12.00081962086677, 48.40057383656536 12.00081827976227, 48.40057472694921 12.00072037913322, 48.40063616343463 12.00071903802872)))","MULTILINESTRING ((48.40063616343463 12.00071903802872, 48.40060589038384 12.00077, 48.40057383656536 12.00081827976227), (48.40057472694921 12.00072037913322, 48.40060589038384 12.00077, 48.40063438266694 12.00081962086677))","MULTILINESTRING ((48.40063616343463 12.00071903802872, 48.40057472694921 12.00072037913322), (48.40063438266694 12.00081962086677, 48.40057383656536 12.00081827976227), (48.40063616343463 12.00071903802872, 48.40063438266694 12.00081962086677), (48.40057472694921 12.00072037913322, 48.40057383656536 12.00081827976227))",pyramid,Residential,35.0,POINT (48.400605 12.00077)
382,382,418,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40040184824235 12.00068907605743, 48.40041787522878 12.00087548958397, 48.40031637098138 12.00089024173355, 48.40030123438308 12.00070919262505, 48.40040184824235 12.00068907605743)))","MULTILINESTRING ((48.40035821922373 12.00076954232788, 48.40036178077627 12.0008084343586), (48.40040184824235 12.00068907605743, 48.40035821922373 12.00076954232788, 48.40030123438308 12.00070919262505), (48.40041787522878 12.00087548958397, 48.40036178077627 12.0008084343586, 48.40031637098138 12.00089024173355))","MULTILINESTRING ((48.40041787522878 12.00087548958397, 48.40031637098138 12.00089024173355), (48.40030123438308 12.00070919262505, 48.40031637098138 12.00089024173355), (48.40040184824235 12.00068907605743, 48.40041787522878 12.00087548958397), (48.40040184824235 12.00068907605743, 48.40030123438308 12.00070919262505))",Hip,Residential,35.0,POINT (48.40036 12.000791)
383,383,419,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40011332754806 12.00099201471519, 48.400142710535 12.00108455092621, 48.40003408252267 12.00116501719666, 48.39996641261335 12.00096251041603, 48.40002339780014 12.00091691286278, 48.40006346550961 12.00103090674591, 48.40011332754806 12.00099201471519)))","MULTILINESTRING ((48.40006346550961 12.00103090674591, 48.40003408252267 12.00116501719666))",,Flat,Residential,35.0,POINT (48.400051 12.001047)
384,384,420,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40042643677528 12.00024585152054, 48.40042287522309 12.00030486011887, 48.40043266949162 12.00030486011887, 48.40042999832747 12.00033972883606, 48.40042910793943 12.00037191534424, 48.40041753289481 12.00037057423973, 48.40041575211872 12.00042153621101, 48.40037301349243 12.00041751289749, 48.40037301349243 12.00042824173355, 48.40035520573148 12.00042555952454, 48.40033597334965 12.00042395019913, 48.40033650758248 12.00040946627045, 48.40029644012034 12.00040678406143, 48.40030712477691 12.00022975826645, 48.40034897301514 12.00023512268448, 48.40034915109275 12.00022533262158, 48.400365 12.00022573495293, 48.4003854789251 12.00022975826645, 48.40038458853705 12.00024316931152, 48.40042643677528 12.00024585152054)))","MULTILINESTRING ((48.40037301349243 12.00041751289749, 48.40036945194024 12.00038398528481, 48.40035876728367 12.00035984540367, 48.40034095952272 12.00037862086678, 48.40033650758248 12.00040946627045), (48.40042287522309 12.00030486011887, 48.40039972513386 12.00030486011887, 48.40037568465657 12.000329, 48.40039616358167 12.00036118650818, 48.40041753289481 12.00037057423973), (48.40034897301514 12.00023512268448, 48.4003480826271 12.00024987483406, 48.40035253456733 12.00028340244675, 48.400365 12.00029010796928, 48.40038458853705 12.00025389814758, 48.40038458853705 12.00024316931152), (48.40042643677528 12.00024585152054, 48.40036232883586 12.00032631779099, 48.40029644012034 12.00040678406143), (48.40030712477691 12.00022975826645, 48.40036232883586 12.00032631779099, 48.40041575211872 12.00042153621101), (48.40037568465657 12.000329, 48.40042999832747 12.00033972883606), (48.400365 12.00029010796928, 48.400365 12.00022573495293), (48.40035876728367 12.00035984540367, 48.40035520573148 12.00042555952454))","MULTILINESTRING ((48.40030712477691 12.00022975826645, 48.40029644012034 12.00040678406143), (48.4003854789251 12.00022975826645, 48.40038458853705 12.00024316931152), (48.40033597334965 12.00042395019913, 48.40033650758248 12.00040946627045), (48.40038458853705 12.00024316931152, 48.40042643677528 12.00024585152054), (48.40034915109275 12.00022533262158, 48.40034897301514 12.00023512268448), (48.40041753289481 12.00037057423973, 48.40042910793943 12.00037191534424), (48.40043266949162 12.00030486011887, 48.40042287522309 12.00030486011887), (48.40042643677528 12.00024585152054, 48.40042287522309 12.00030486011887), (48.40033650758248 12.00040946627045, 48.40029644012034 12.00040678406143), (48.40037301349243 12.00041751289749, 48.40037301349243 12.00042824173355))",pyramid,Residential,35.0,POINT (48.400365 12.000329)
385,385,421,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40104220338394 12.00251116931152, 48.40104042262962 12.00267880737495, 48.40093268699322 12.00268148958397, 48.40093357737038 12.00251251041603, 48.40104220338394 12.00251116931152)))","MULTILINESTRING ((48.40104220338394 12.00251116931152, 48.40098789037716 12.00259565889549, 48.40093268699322 12.00268148958397), (48.40093357737038 12.00251251041603, 48.40098789037716 12.00259565889549, 48.40104042262962 12.00267880737495))","MULTILINESTRING ((48.40104220338394 12.00251116931152, 48.40104042262962 12.00267880737495), (48.40104220338394 12.00251116931152, 48.40093357737038 12.00251251041603), (48.40093357737038 12.00251251041603, 48.40093268699322 12.00268148958397), (48.40104042262962 12.00267880737495, 48.40093268699322 12.00268148958397))",pyramid,Residential,35.0,POINT (48.400987 12.002597)
386,386,422,2021-07-28 11:58:00,8,"MULTIPOLYGON (((48.40022015016569 12.00150525396728, 48.40025220424127 12.00168093865776, 48.40023617720348 12.00168362086677, 48.40024864267731 12.00174531167412, 48.40017741139826 12.00177347486877, 48.40016494592442 12.00171044295692, 48.4001364534128 12.00153609937096, 48.40022015016569 12.00150525396728)))","MULTILINESTRING ((48.40023617720348 12.00168362086677, 48.40016494592442 12.00171044295692))",,Flat,Residential,35.0,POINT (48.400197 12.001634)
387,387,423,2021-03-06 17:14:00,8,"MULTIPOLYGON (((48.40002402008415 12.00173966206932, 48.40006488918959 12.00190434970284, 48.40003951294765 12.00191601731205, 48.40000078078891 12.00193787731552, 48.39997495934975 12.0019526294651, 48.39995804185512 12.00189093865776, 48.39994735712168 12.00185070552254, 48.39993311081042 12.00178365029717, 48.39995893224958 12.00176889814758, 48.39999989039445 12.00174824513817, 48.40002402008415 12.00173966206932)))","MULTILINESTRING ((48.39999989039445 12.00174824513817, 48.39998831526655 12.00178365029717, 48.39995893224958 12.00176889814758), (48.39998831526655 12.00178365029717, 48.40001386958738 12.0018981806221), (48.40003951294765 12.00191601731205, 48.40001386958738 12.0018981806221, 48.40000078078891 12.00193787731552))","MULTILINESTRING ((48.40002402008415 12.00173966206932, 48.40006488918959 12.00190434970284), (48.39999989039445 12.00174824513817, 48.39995893224958 12.00176889814758), (48.40000078078891 12.00193787731552, 48.40003951294765 12.00191601731205), (48.39993311081042 12.00178365029717, 48.39997495934975 12.0019526294651))",Hip,Residential,35.0,POINT (48.399999 12.001844)
388,388,424,2021-10-06 10:03:00,8,"MULTIPOLYGON (((48.40309739431673 11.97985534722137, 48.40313924033784 11.9799854343586, 48.40301904431978 11.9800766294651, 48.4029798693213 11.97995324785042, 48.40309739431673 11.97985534722137)))",,,Flat,Commercial,35.0,POINT (48.40306 11.979968)
