,Unnamed: 0,id,pv_area_id,obstacle,type,geometry,Labeler,haus
99,100,102,23,"MULTIPOLYGON (((48.40760682262827 11.98761162478841, 48.40761928628472 11.98760894257939, 48.40762373758984 11.9876277180425, 48.40760949341205 11.987629059147, 48.40760682262827 11.98761162478841)))",window,"MULTIPOLYGON (((4499190.323740275 5363309.283732763, 4499190.125373772 5363310.669701834, 4499191.515504076 5363311.164466605, 4499191.61455094 5363309.58052168, 4499190.323740275 5363309.283732763)))",1,18.0
100,101,103,23,"MULTIPOLYGON (((48.40753310893795 11.98769209105885, 48.4075553654974 11.98768672664082, 48.40757584152347 11.98770550210393, 48.40756515838046 11.98774305303014, 48.40754201156289 11.98774975855267, 48.40753310893795 11.98769209105885)))",dormer,"MULTIPOLYGON (((4499196.279868521 5363301.085977609, 4499195.883086841 5363303.560931816, 4499197.273489676 5363305.837621227, 4499200.053420647 5363304.649250297, 4499200.549478807 5363302.075286047, 4499196.279868521 5363301.085977609)))",1,18.0
101,102,104,23,"MULTIPOLYGON (((48.40759916637523 11.98775807340164, 48.40759471506797 11.98772991020699, 48.40760450794347 11.98772052247543, 48.40761519107821 11.98770845253487, 48.40763210603699 11.98770979363938, 48.40763566708024 11.98772588689346, 48.40765347229268 11.98772991020699, 48.4076579235948 11.98775673229714, 48.40759916637523 11.98775807340164)))",tree,"MULTIPOLYGON (((4499201.166038604 5363308.430716055, 4499199.080880919 5363307.936054236, 4499198.386018941 5363309.025111909, 4499197.492593072 5363310.213195289, 4499197.592168943 5363312.094096444, 4499198.78370406 5363312.489897533, 4499199.08187358 5363314.469763326, 4499201.067739336 5363314.964439628, 4499201.166038604 5363308.430716055)))",1,18.0
102,103,105,24,"MULTIPOLYGON (((48.4003337741944 11.97722440847465, 48.40034089730268 11.97721770295211, 48.4003453492448 11.97722306737014, 48.40033911652569 11.97723513731071, 48.4003337741944 11.97722440847465)), ((48.40032308953015 11.9772512305648, 48.40032308953015 11.9772337962062, 48.40032754147388 11.9772337962062, 48.40032754147388 11.97724988946029, 48.40032308953015 11.9772512305648)), ((48.40033733574867 11.9772686649234, 48.40034713002158 11.97726330050537, 48.4003533627397 11.97726598271438, 48.40034356846802 11.97728073486396, 48.40033733574867 11.9772686649234)), ((48.40037295127746 11.97722038516113, 48.40038719748201 11.97722038516113, 48.40038808786966 11.97722709068366, 48.40038452631897 11.97722843178817, 48.400380964768 11.9772337962062, 48.40037473205326 11.97723111399719, 48.40037295127746 11.97722038516113)))",unknown,"MULTIPOLYGON (((4498421.065021662 5362500.703099685, 4498420.568731746 5362501.49532041, 4498420.966089915 5362501.990253772, 4498421.859623547 5362501.296928034, 4498421.065021662 5362500.703099685)), ((4498423.050754352 5362499.514410002, 4498421.759804894 5362499.514782819, 4498421.759947916 5362500.009831182, 4498422.951593464 5362500.009487036, 4498423.050754352 5362499.514410002)), ((4498424.342160758 5362501.098192092, 4498423.94525988 5362502.187412722, 4498424.144067335 5362502.880422791, 4498425.236094553 5362501.791001867, 4498424.342160758 5362501.098192092)), ((4498420.768369668 5362505.059609005, 4498420.768827616 5362506.643762076, 4498421.265374627 5362506.742628115, 4498421.364563859 5362506.3465612, 4498421.761664181 5362505.95040818, 4498421.562856543 5362505.257398565, 4498420.768369668 5362505.059609005)))",1,19.0
103,104,106,24,"MULTIPOLYGON (((48.40028996705604 11.9772150207431, 48.4003140075631 11.9771801520259, 48.40032914417284 11.97721770295211, 48.40030510367291 11.9772512305648, 48.40028996705604 11.9772150207431)))",pvmodule,"MULTIPOLYGON (((4498420.368486647 5362495.832023402, 4498417.787360247 5362498.506032918, 4498420.568353893 5362500.188392905, 4498423.050176997 5362497.514414107, 4498420.368486647 5362495.832023402)))",1,19.0
104,105,107,24,"MULTIPOLYGON (((48.40037847167947 11.97726464160987, 48.40038381400608 11.97722977289268, 48.40039093710731 11.97722440847465, 48.40040429291948 11.97724050172874, 48.40041675834098 11.97727939375945, 48.40040874485607 11.9772874403865, 48.40037847167947 11.97726464160987)), ((48.40034107537764 11.97727805265495, 48.40033306188081 11.97734510788032, 48.40031703488336 11.97729816922256, 48.40030367904832 11.97728878149101, 48.40030994216634 11.9772769510746, 48.40034107537764 11.97727805265495)))",dormer,"MULTIPOLYGON (((4498424.04556911 5362505.672521692, 4498421.463844657 5362506.267324555, 4498421.066858844 5362507.059515768, 4498422.258931847 5362508.544314472, 4498425.139137227 5362509.929616574, 4498425.734702144 5362509.03835929, 4498424.04556911 5362505.672521692)), ((4498425.037407093 5362501.513831834, 4498430.002339415 5362500.621315556, 4498426.52619356 5362498.840141587, 4498425.830638846 5362497.355196352, 4498424.954840963 5362498.051896649, 4498425.037407093 5362501.513831834)))",1,19.0
105,106,108,24,"MULTIPOLYGON (((48.40032807570572 11.97723916062423, 48.40033252764902 11.97724050172874, 48.40033252764902 11.9772512305648, 48.40032985648309 11.97725525387832, 48.40032718531702 11.97724988946029, 48.40032807570572 11.97723916062423)))",shadow,"MULTIPOLYGON (((4498422.157180257 5362500.069122086, 4498422.256627031 5362500.564141722, 4498423.051057319 5362500.563912332, 4498423.348882947 5362500.266797355, 4498422.951582031 5362499.969883014, 4498422.157180257 5362500.069122086)))",1,19.0
106,107,109,25,"MULTIPOLYGON (((48.40547377578676 11.99432934098572, 48.40548089817524 11.99454525881142, 48.40547714123907 11.99454367160797, 48.40547021459215 11.99433202319474, 48.40547377578676 11.99432934098572)), ((48.40541679664301 11.99443797045082, 48.40542480933895 11.99443797045082, 48.40542569963841 11.99445004039139, 48.4054132354444 11.99445272260041, 48.40541412574409 11.99444333486885, 48.40541679664301 11.99443797045082)), ((48.40537851374496 11.99447283916802, 48.40538919734731 11.99447149806351, 48.40539008764742 11.99448625021309, 48.40537920830279 11.99448868632317, 48.40537940404524 11.99448893242211, 48.40537851374496 11.99447283916802)))",unknown,"MULTIPOLYGON (((4499687.659039718 5363072.037867525, 4499703.645388093 5363072.8288363, 4499703.527847144 5363072.411078584, 4499687.857601241 5363071.641855488, 4499687.659039718 5363072.037867525)), ((4499695.701428046 5363065.701357204, 4499695.701485395 5363066.592355791, 4499696.595136626 5363066.691298177, 4499696.79363543 5363065.305287589, 4499696.098584512 5363065.404332093, 4499695.701428046 5363065.701357204)), ((4499698.282797135 5363061.444196445, 4499698.183579116 5363062.632201767, 4499699.275818812 5363062.731131951, 4499699.456108729 5363061.521355265, 4499699.474331022 5363061.543120345, 4499698.282797135 5363061.444196445)))",1,20.0
107,108,110,25,"MULTIPOLYGON (((48.40545686011011 11.99438298516602, 48.40546843399474 11.99438298516602, 48.40546843399474 11.99439505510658, 48.4054575546669 11.99439480900764, 48.40545686011011 11.99438298516602)), ((48.40545864070793 11.99441919498772, 48.40546932429344 11.99441919498772, 48.40547021459215 11.99442992382378, 48.40545953100681 11.99443126492829, 48.40545864070793 11.99441919498772)), ((48.40545953100681 11.99444199376435, 48.40547021459215 11.99444199376435, 48.40547110489083 11.99445272260041, 48.40546131160453 11.99445272260041, 48.40545953100681 11.99444199376435)))",window,"MULTIPOLYGON (((4499691.63066848 5363070.156612251, 4499691.630752241 5363071.443609165, 4499692.52439635 5363071.443551077, 4499692.506096928 5363070.233788916, 4499691.63066848 5363070.156612251)), ((4499694.311614209 5363070.354437947, 4499694.311690966 5363071.542435065, 4499695.106047654 5363071.641383549, 4499695.205264871 5363070.453380049, 4499694.311614209 5363070.354437947)), ((4499695.999615329 5363070.453328909, 4499695.999691732 5363071.641326007, 4499696.794048377 5363071.740274721, 4499696.793978494 5363070.651277412, 4499695.999615329 5363070.453328909)))",1,20.0
108,109,111,25,"MULTIPOLYGON (((48.40537673314434 11.99434141092629, 48.40541857724222 11.99433068209023, 48.40542124814093 11.99440310173363, 48.4054123451447 11.99440310173363, 48.40541145484501 11.99438969068856, 48.40539968520505 11.99438944458961, 48.40539988094744 11.9943789618525, 48.40538900160491 11.99437871575356, 48.40538919734731 11.99436689191193, 48.40537831800253 11.9943679869175, 48.40537673314434 11.99434141092629)), ((48.40538207494601 11.99449161463112, 48.40542391903948 11.99447954469055, 48.40542658993788 11.99453855328888, 48.40538365980399 11.99454635381699, 48.40538207494601 11.99449161463112)))",pvmodule,"MULTIPOLYGON (((4499688.551975574 5363061.246826833, 4499687.757929832 5363065.899873749, 4499693.11981898 5363066.196523193, 4499693.119754809 5363065.20652468, 4499692.126809384 5363065.107589271, 4499692.108503421 5363063.798825883, 4499691.332374347 5363063.820642615, 4499691.314074648 5363062.610878841, 4499690.43865147 5363062.632702165, 4499690.51964554 5363061.422931663, 4499688.551975574 5363061.246826833)), ((4499699.672937856 5363061.840107462, 4499698.779589198 5363066.49315867, 4499703.148538494 5363066.78988102, 4499703.725780326 5363062.016084481, 4499699.672937856 5363061.840107462)))",1,20.0
109,110,112,25,"MULTIPOLYGON (((48.40537228164256 11.99441114836067, 48.40540878394582 11.99440578394264, 48.40541145484501 11.99446076922745, 48.40537386650085 11.99446454644203, 48.40537228164256 11.99441114836067)))",dormer,"MULTIPOLYGON (((4499693.715229899 5363060.751490678, 4499693.318316951 5363064.810512364, 4499697.389386129 5363065.107249671, 4499697.668779357 5363060.927469833, 4499693.715229899 5363060.751490678)))",1,20.0
110,111,113,25,"MULTIPOLYGON (((48.4054319317343 11.99439237289757, 48.40543994442785 11.99439103179306, 48.40544083472707 11.99440846615166, 48.40543282203365 11.99440980725617, 48.4054319317343 11.99439237289757)))",chimney,"MULTIPOLYGON (((4499692.325545099 5363067.384572721, 4499692.226309132 5363068.275577499, 4499693.517135533 5363068.374493577, 4499693.6163717 5363067.483488839, 4499692.325545099 5363067.384572721)))",1,20.0
111,112,114,26,"MULTIPOLYGON (((48.40165593524274 11.98144332542189, 48.40166305816586 11.98144198431738, 48.40166483889649 11.98145137204893, 48.40165860633904 11.98145539536245, 48.40165593524274 11.98144332542189)), ((48.40170490531899 11.98141382112272, 48.40171202823525 11.98140845670469, 48.40171648005741 11.98142320885427, 48.40170846677727 11.98142589106329, 48.40170490531899 11.98141382112272)), ((48.40163990866212 11.98150099291571, 48.40164703158746 11.98149562849768, 48.40165059304977 11.98150903954275, 48.40164168939351 11.98151574506529, 48.40163990866212 11.98150099291571)), ((48.40162477244241 11.98147014751203, 48.40163278573574 11.98146880640753, 48.40163367610159 11.98147685303457, 48.40162566280839 11.98148087634809, 48.40162477244241 11.98147014751203)), ((48.40162566280839 11.98152647390135, 48.40163189536988 11.98152379169233, 48.40163545683324 11.98153317942388, 48.40162922427221 11.9815358616329, 48.40162566280839 11.98152647390135)), ((48.40167641364402 11.98149696960218, 48.40168264619927 11.98149428739317, 48.40168620765909 11.98150769843824, 48.40167997510427 11.98151038064726, 48.40167641364402 11.98149696960218)), ((48.40162388207641 11.9814272321678, 48.40163011463811 11.98142454995878, 48.40163367610159 11.98143661989935, 48.40162744354032 11.98143930210836, 48.40162388207641 11.9814272321678)), ((48.40175031389303 11.98136151804693, 48.40175298498438 11.98134944810636, 48.40175654643926 11.98136151804693, 48.40175031389303 11.98136151804693)))",unknown,"MULTIPOLYGON (((4498733.494474573 5362647.643425891, 4498733.395358692 5362648.435505918, 4498734.090513377 5362648.633357496, 4498734.388254913 5362647.940238173, 4498733.494474573 5362647.643425891)), ((4498731.311124088 5362653.089325668, 4498730.914105305 5362653.881474804, 4498732.00653337 5362654.376253815, 4498732.204926873 5362653.485144329, 4498731.311124088 5362653.089325668)), ((4498737.764011 5362645.860300283, 4498737.366990809 5362646.652449968, 4498738.360095405 5362647.048246879, 4498738.8563708 5362646.058059909, 4498737.764011 5362645.860300283)), ((4498735.479689236 5362644.177711815, 4498735.38059615 5362645.068799437, 4498735.976426804 5362645.167667417, 4498736.27412252 5362644.276533448, 4498735.479689236 5362644.177711815)), ((4498739.650365678 5362644.275746172, 4498739.451924563 5362644.968842536, 4498740.147125557 5362645.364709269, 4498740.345566743 5362644.671612983, 4498739.650365678 5362644.275746172)), ((4498737.467054178 5362649.919660932, 4498737.268613528 5362650.612756683, 4498738.261717437 5362651.008553302, 4498738.460158195 5362650.315457632, 4498737.467054178 5362649.919660932)), ((4498732.302025378 5362644.079447892, 4498732.103585153 5362644.772544537, 4498732.997389192 5362645.168363894, 4498733.195829511 5362644.475267332, 4498732.302025378 5362644.079447892)), ((4498727.439567381 5362658.139589928, 4498726.545927998 5362658.436820818, 4498727.439730273 5362658.832638353, 4498727.439567381 5362658.139589928)))",1,21.0
112,113,115,26,"MULTIPOLYGON (((48.40173767072697 11.98132396712072, 48.40174746473024 11.98136688246496, 48.40173232854256 11.98140309228666, 48.40170383688292 11.98139504565962, 48.40169760433023 11.98136956467398, 48.40169048141197 11.98134810700186, 48.40171274052828 11.98132664932974, 48.40173767072697 11.98132396712072)), ((48.40167267411194 11.98136017694242, 48.40168335849269 11.98140577449568, 48.4016673319207 11.98143930210836, 48.40163973059039 11.98143259658583, 48.40162726546857 11.98138163461454, 48.40164952461255 11.98136554136045, 48.40167267411194 11.98136017694242)), ((48.40158114448984 11.98140041007765, 48.40160696511935 11.98139906897314, 48.40161764951394 11.98144198431738, 48.4016025132876 11.98147685303457, 48.40157313118836 11.98146880640753, 48.40155977568311 11.98142186774977, 48.40158114448984 11.98140041007765)), ((48.40163990866212 11.98155866040953, 48.40165237378081 11.98156804814108, 48.40165771597363 11.98158816470869, 48.40164079902782 11.98160023464926, 48.40163456646741 11.98157743587263, 48.40163990866212 11.98155866040953)), ((48.40168264619927 11.98152110948332, 48.40169867276646 11.98153720273741, 48.4017069433419 11.98156848549843, 48.40169600167229 11.98157609476812, 48.40167819437416 11.98158816470869, 48.40167107145318 11.98156804814108, 48.40168264619927 11.98152110948332)), ((48.40170668604816 11.9815358616329, 48.40171291859971 11.9815170861698, 48.40172182224347 11.98152647390135, 48.40172894515735 11.9815532959915, 48.40172182224347 11.98155061378248, 48.40171291859971 11.98156000151403, 48.40170668604816 11.9815358616329)), ((48.40173161624982 11.98150769843824, 48.40174051989032 11.98151440396078, 48.40174675243772 11.98154122605093, 48.40173250661394 11.98155061378248, 48.40172627406479 11.98152513279684, 48.40173161624982 11.98150769843824)), ((48.40175031389303 11.98149696960218, 48.40176188862112 11.98150769843824, 48.4017672308024 11.98152781500585, 48.40175120425682 11.98153720273741, 48.40174497170995 11.98151440396078, 48.40175031389303 11.98149696960218)))",dormer,"MULTIPOLYGON (((4498724.658807508 5362656.734345783, 4498727.836697045 5362657.822674582, 4498730.517430236 5362656.138927194, 4498729.920880605 5362652.970843387, 4498728.033996561 5362652.278237185, 4498726.444992191 5362651.486554414, 4498724.856756783 5362653.962103789, 4498724.658807508 5362656.734345783)), ((4498727.33823704 5362649.506203147, 4498730.714755643 5362650.693495312, 4498733.196867513 5362648.910786575, 4498732.699643044 5362645.841682361, 4498728.92587043 5362644.456466923, 4498727.734836861 5362646.931925303, 4498727.33823704 5362649.506203147)), ((4498730.314885363 5362639.327567295, 4498730.216257436 5362642.198800117, 4498733.394177214 5362643.386141986, 4498735.975617561 5362641.702416157, 4498735.379046333 5362638.435316495, 4498731.903150445 5362636.951020397, 4498730.314885363 5362639.327567295)), ((4498742.033964389 5362645.859306072, 4498742.729395127 5362647.24524427, 4498744.219051251 5362647.838941038, 4498745.112325842 5362645.957598441, 4498743.424043825 5362645.264940212, 4498742.033964389 5362645.859306072)), ((4498739.254636696 5362650.612293683, 4498740.446665375 5362652.394142919, 4498742.763188786 5362653.313278051, 4498743.326329084 5362652.096452336, 4498744.21957973 5362650.116103941, 4498742.729878197 5362649.32439326, 4498739.254636696 5362650.612293683)), ((4498740.347571651 5362653.285229173, 4498738.957517573 5362653.978601945, 4498739.65285584 5362654.968509896, 4498741.639061662 5362655.760103506, 4498741.440275319 5362654.968093918, 4498742.135152756 5362653.977862428, 4498740.347571651 5362653.285229173)), ((4498738.262894584 5362656.057910489, 4498738.759630626 5362657.047864275, 4498740.745812807 5362657.740450351, 4498741.440551628 5362656.15617754, 4498739.553670052 5362655.463567899, 4498738.262894584 5362656.057910489)), ((4498737.468971077 5362658.13724152, 4498738.263679348 5362659.424146131, 4498739.753332742 5362660.017840453, 4498740.448024922 5362658.235554311, 4498738.759745989 5362657.542898963, 4498737.468971077 5362658.13724152)))",1,21.0
113,114,116,26,"MULTIPOLYGON (((48.40170882292316 11.98147417082556, 48.40171772656763 11.98146746530302, 48.40172039766068 11.98147685303457, 48.40171238438112 11.98148355855711, 48.40170882292316 11.98147417082556)))",chimney,"MULTIPOLYGON (((4498735.779776015 5362653.523911054, 4498735.283501811 5362654.514096992, 4498735.978678806 5362654.810955575, 4498736.474976218 5362653.919776744, 4498735.779776015 5362653.523911054)))",1,21.0
114,115,117,26,"MULTIPOLYGON (((48.40170027542433 11.9815358616329, 48.40170383688292 11.98148624076612, 48.40171095979933 11.98148624076612, 48.40170561761211 11.9815358616329, 48.40170027542433 11.9815358616329)))",ladder,"MULTIPOLYGON (((4498740.347405728 5362652.572378831, 4498736.673356572 5362652.969263284, 4498736.673541444 5362653.761319338, 4498740.347543997 5362653.166420923, 4498740.347405728 5362652.572378831)))",1,21.0
115,116,118,26,"MULTIPOLYGON (((48.40174319098087 11.98134408368833, 48.40175387534684 11.9813387192703, 48.40174853316415 11.98136420025595, 48.40174319098087 11.98134408368833)), ((48.40167908473794 11.98138431682356, 48.40168913604762 11.98137670755386, 48.40168442692792 11.98140443339117, 48.40167908473794 11.98138431682356)), ((48.40161248539041 11.98142186774977, 48.40162227941781 11.98141516222723, 48.4016178275874 11.98144064321287, 48.40161248539041 11.98142186774977)), ((48.40176295705767 11.98150635733374, 48.40178076432613 11.98153317942388, 48.40171932922364 11.98156804814108, 48.40171309667286 11.98156000151403, 48.40172110995229 11.98155195488699, 48.40173001359462 11.98155195488699, 48.40174693051074 11.98154122605093, 48.4017415883273 11.9815170861698, 48.40174451666891 11.98151618242264, 48.40175074921583 11.98153764009476, 48.40176740887538 11.98152781500585, 48.40176295705767 11.98150635733374)), ((48.40165433258515 11.98156938924559, 48.40167213989165 11.98159621133573, 48.40165166148866 11.98160694017179, 48.40165789404696 11.98158816470869, 48.40165433258515 11.98156938924559)), ((48.40172235646281 11.98147819413908, 48.40173571192539 11.98148087634809, 48.40174105410946 11.98149294628866, 48.40171790464119 11.98149026407965, 48.40171612391241 11.98148355855711, 48.40172235646281 11.98147819413908)))",shadow,"MULTIPOLYGON (((4498726.148467692 5362657.347837902, 4498725.751543125 5362658.536014489, 4498727.638122901 5362657.941529263, 4498726.148467692 5362657.347837902)), ((4498729.125825575 5362650.218633871, 4498728.562664883 5362651.336454499, 4498730.615482343 5362650.812326754, 4498729.125825575 5362650.218633871)), ((4498731.904523426 5362642.812249062, 4498731.40827216 5362643.901444374, 4498733.294880562 5362643.405966685, 4498731.904523426 5362642.812249062)), ((4498738.164406044 5362659.542977589, 4498740.150887053 5362661.522652551, 4498742.731124978 5362654.69057432, 4498742.135157359 5362653.997663856, 4498741.539557981 5362654.888865271, 4498741.539788223 5362655.878934986, 4498740.745817414 5362657.760251766, 4498738.9582604 5362657.166626351, 4498738.89141902 5362657.492268495, 4498740.480396925 5362658.184946998, 4498739.753337353 5362660.037641862, 4498738.164406044 5362659.542977589)), ((4498742.828746948 5362647.463036872, 4498744.815230557 5362649.44271766, 4498745.609112067 5362647.165370259, 4498744.219055846 5362647.858742485, 4498742.828746948 5362647.463036872)), ((4498736.078030754 5362655.028747815, 4498736.276979655 5362656.513805913, 4498737.170827754 5362657.107639006, 4498736.971624965 5362654.533504286, 4498736.475073291 5362654.33560619, 4498736.078030754 5362655.028747815)))",1,21.0
116,117,119,27,"MULTIPOLYGON (((48.40839348706675 11.98762098667359, 48.40839437731425 11.98761159894204, 48.40840149929371 11.98760623452401, 48.40839704805667 11.98762366888261, 48.40839348706675 11.98762098667359)))",chimney,"MULTIPOLYGON (((4499191.030268684 5363396.759455199, 4499190.335267207 5363396.858555933, 4499189.93823643 5363397.650569693, 4499191.228905586 5363397.155401167, 4499191.030268684 5363396.759455199)))",1,22.0
117,118,120,27,"MULTIPOLYGON (((48.40837800747607 11.98770940303802, 48.40840007489588 11.98763037440515, 48.40840630662725 11.98763439771867, 48.40838494068789 11.9877121817801, 48.40837800747607 11.98770940303802)))",ladder,"MULTIPOLYGON (((4499197.575874245 5363395.03714928, 4499191.725397605 5363397.491904785, 4499192.023367999 5363398.18481777, 4499197.781714595 5363395.808080104, 4499197.575874245 5363395.03714928)))",1,22.0
118,119,121,27,"MULTIPOLYGON (((48.40832493796215 11.98766497490042, 48.40833473069704 11.98763547060125, 48.40834719417507 11.98763278839224, 48.40838191384779 11.98765961048239, 48.40837835285678 11.98767972705, 48.40838191384779 11.98768240925901, 48.40837746260902 11.98770789024465, 48.40832493796215 11.98766497490042)), ((48.40838458459085 11.98771325466268, 48.40839704805667 11.98767168042295, 48.40840506028308 11.98767168042295, 48.40841663349679 11.98767972705, 48.40841040176666 11.98768911478155, 48.40843443843581 11.98771325466268, 48.40844245065632 11.98776019332044, 48.40838458459085 11.98771325466268)))",tree,"MULTIPOLYGON (((4499194.285753591 5363389.136405325, 4499192.101579332 5363390.225676005, 4499191.903215232 5363391.611625349, 4499193.889569065 5363395.472093862, 4499195.37883042 5363395.075889881, 4499195.577467076 5363395.471836122, 4499197.463865981 5363394.976577979, 4499194.285753591 5363389.136405325)), ((4499197.861138984 5363395.768470594, 4499194.783419093 5363397.154857311, 4499194.783555132 5363398.045804151, 4499195.379479939 5363399.332636187, 4499196.074390643 5363398.639571696, 4499197.861982443 5363401.312138902, 4499201.337198018 5363402.202557425, 4499197.861138984 5363395.768470594)))",1,22.0
119,120,122,27,"MULTIPOLYGON (((48.40840238954109 11.98760757562852, 48.40841218226107 11.98760757562852, 48.40841485300253 11.98761159894204, 48.40839971879894 11.98762366888261, 48.40840238954109 11.98760757562852)))",shadow,"MULTIPOLYGON (((4499190.037539709 5363397.74954854, 4499190.037706891 5363398.838483434, 4499190.335616648 5363399.135419916, 4499191.228951119 5363397.452383463, 4499190.037539709 5363397.74954854)))",1,22.0
120,121,123,28,"MULTIPOLYGON (((48.40071935773633 12.00031544357614, 48.40073093269901 12.00031544357614, 48.40073182308064 12.00032885462121, 48.40071846735448 12.00032885462121, 48.40071935773633 12.00031544357614)))",window,"MULTIPOLYGON (((4500130.869472554 5362543.34278651, 4500130.869456656 5362544.629902237, 4500131.86248553 5362544.728923478, 4500131.862504134 5362543.243789949, 4500130.869472554 5362543.34278651)))",1,23.0
121,122,124,28,"MULTIPOLYGON (((48.40067323592636 12.00025375276879, 48.40068748204679 12.00025375276879, 48.40068837242918 12.00028728038148, 48.40067412630899 12.00028862148599, 48.40067323592636 12.00025375276879)))",pvmodule,"MULTIPOLYGON (((4500126.30159221 5362538.214066863, 4500126.301573918 5362539.798210677, 4500128.784150133 5362539.897248857, 4500128.88347224 5362538.313106261, 4500126.30159221 5362538.214066863)))",1,23.0
122,123,125,28,"MULTIPOLYGON (((48.4006545378872 12.00029264479951, 48.40067412630899 12.000291303695, 48.4006954954878 12.00032214909867, 48.40067412630899 12.00035299450234, 48.4006545378872 12.00035165339784, 48.4006545378872 12.00029264479951)))",dormer,"MULTIPOLYGON (((4500129.181407862 5362536.134911416, 4500129.082078483 5362538.31310865, 4500131.366020731 5362540.689352119, 4500133.650022096 5362538.313165471, 4500133.550746908 5362536.134965768, 4500129.181407862 5362536.134911416)))",1,23.0
123,124,126,28,"MULTIPOLYGON (((48.40069086550933 12.00034092456178, 48.40069887894978 12.00034092456178, 48.40069887894978 12.00035299450234, 48.40069086550933 12.00035299450234, 48.40069086550933 12.00034092456178)))",chimney,"MULTIPOLYGON (((4500132.756270387 5362540.174524029, 4500132.756259085 5362541.065604669, 4500133.649986749 5362541.065616076, 4500133.649998192 5362540.174535435, 4500132.756270387 5362540.174524029)))",1,23.0
124,125,127,28,"MULTIPOLYGON (((48.40065026405279 12.0003637233384, 48.40068142745017 12.0003637233384, 48.40069389280377 12.00035567671136, 48.40069834471503 12.00035567671136, 48.4006974543328 12.0003637233384, 48.40068320821516 12.00037579327897, 48.40065024766469 12.00037586695544, 48.40065026405279 12.0003637233384)))",ladder,"MULTIPOLYGON (((4500134.444481519 5362535.659734349, 4500134.444436532 5362539.12504993, 4500133.848600036 5362540.511167867, 4500133.848593662 5362541.006212655, 4500134.444413397 5362540.907211405, 4500135.338161901 5362539.323079571, 4500135.343665493 5362535.657923766, 4500134.444481519 5362535.659734349)))",1,23.0
125,126,128,30,"MULTIPOLYGON (((48.40028306267168 12.00191842760853, 48.40031600707184 12.00186746563725, 48.40034271873197 12.00190903987698, 48.40030977434911 12.00195866074375, 48.40028306267168 12.00191842760853)), ((48.40037477270563 12.00206058468632, 48.40040593627176 12.00201230492405, 48.4004121689827 12.0020216926556, 48.40038011503262 12.00206997241787, 48.40037477270563 12.00206058468632)), ((48.40038545735905 12.00202035155109, 48.4003534033921 12.00196938957981, 48.40036497843806 12.0019492730122, 48.40039792278515 12.00200157608799, 48.40038545735905 12.00202035155109)))",pvmodule,"MULTIPOLYGON (((4500249.565175877 5362494.830243402, 4500245.791508861 5362498.493478855, 4500248.869828783 5362501.463870037, 4500252.54419198 5362497.800635183, 4500249.565175877 5362494.830243402)), ((4500260.091029248 5362505.028599052, 4500256.51597633 5362508.493808772, 4500257.211077843 5362509.186899378, 4500260.786134239 5362505.622680952, 4500260.091029248 5362505.028599052)), ((4500257.111876994 5362506.216609996, 4500253.338457976 5362502.652135491, 4500251.848858438 5362503.93921004, 4500255.721577794 5362507.60269569, 4500257.111876994 5362506.216609996)))",1,24.0
126,127,129,30,"MULTIPOLYGON (((48.40031600707184 12.00196134295277, 48.40032758212627 12.00194122638515, 48.40035251300384 12.00194256748966, 48.40035162261557 12.00198011841587, 48.40033826678958 12.00199755277447, 48.40031600707184 12.00196134295277)))",dormer,"MULTIPOLYGON (((4500252.742776194 5362498.493709781, 4500251.253175697 5362499.780785419, 4500251.352386377 5362502.553058813, 4500254.132894695 5362502.454143269, 4500255.423894391 5362500.969042874, 4500252.742776194 5362498.493709781)))",1,24.0
127,128,130,30,"MULTIPOLYGON (((48.40039275854164 12.00197877731136, 48.40039899125418 12.00197207178883, 48.40040166241646 12.00197877731136, 48.40039988164163 12.00198682393841, 48.40039275854164 12.00197877731136)))",chimney,"MULTIPOLYGON (((4500254.033435141 5362507.028383072, 4500253.536893247 5362507.721432941, 4500254.033401417 5362508.018478417, 4500254.629230097 5362507.820479688, 4500254.033435141 5362507.028383072)))",1,24.0
128,129,131,30,"MULTIPOLYGON (((48.40040344319124 12.00197609510235, 48.40041323745143 12.00197609510235, 48.40041323745143 12.00198280062489, 48.40040255280387 12.00198682393841, 48.40040344319124 12.00197609510235)), ((48.40034271873197 12.00199352946094, 48.40035162261557 12.00198145952038, 48.40034717067397 12.00200023498348, 48.40034271873197 12.00199352946094)))",shadow,"MULTIPOLYGON (((4500253.834787374 5362508.216490702, 4500253.834750316 5362509.30559535, 4500254.331268466 5362509.305612265, 4500254.629219948 5362508.117508266, 4500253.834787374 5362508.216490702)), ((4500255.125966107 5362501.464080884, 4500254.232198445 5362502.454146653, 4500255.622467942 5362501.959146089, 4500255.125966107 5362501.464080884)))",1,24.0
