,id,pv_area_id,time_created,segment,gutter,azimuth,slope
889,1819,631,2020-11-18 18:22:31,"MULTIPOLYGON (((48.40356144860581 11.98575885326701, 48.40362466214484 11.98572532565472, 48.40354898395412 11.98547051579923, 48.40348666065445 11.98550270230703, 48.40356144860581 11.98575885326701)))","MULTILINESTRING ((48.40362466214484 11.98572532565472, 48.40354898395412 11.98547051579923))",-8243360402751670.0,35.0
890,1820,631,2020-11-18 18:22:31,"MULTIPOLYGON (((48.40348666065445 11.98550270230703, 48.40342255660953 11.98556171090485, 48.40350179632094 11.98581517965584, 48.40356144860581 11.98575885326701, 48.40348666065445 11.98550270230703)))","MULTILINESTRING ((48.40350179632094 11.98581517965584, 48.40342255660953 11.98556171090485))",9837479332098580.0,35.0
891,1821,632,2020-11-18 18:22:32,"MULTIPOLYGON (((48.40362860765268 11.98681219839258, 48.40368113714953 11.98680012845228, 48.40363394963728 11.98660700940394, 48.40358052975999 11.98661773823975, 48.40362860765268 11.98681219839258)))","MULTILINESTRING ((48.40363394963728 11.98660700940394, 48.40368113714953 11.98680012845228))",-852072525482478.0,35.0
892,1822,632,2020-11-18 18:22:32,"MULTIPOLYGON (((48.40358052975999 11.98661773823975, 48.40352978082475 11.9866633357926, 48.40357785876537 11.98685511373643, 48.40362860765268 11.98681219839258, 48.40358052975999 11.98661773823975)))","MULTILINESTRING ((48.40357785876537 11.98685511373643, 48.40352978082475 11.9866633357926))",9513094136468930.0,35.0
893,1823,633,2020-11-18 18:22:34,"MULTIPOLYGON (((48.40207043814482 11.98639388397933, 48.40212653067976 11.98636974409851, 48.40209002602084 11.98625440911129, 48.40203571416326 11.98627989009661, 48.40207043814482 11.98639388397933)))","MULTILINESTRING ((48.40209002602084 11.98625440911129, 48.40212653067976 11.98636974409851))",-8142510412349420.0,35.0
894,1824,633,2020-11-18 18:22:34,"MULTIPOLYGON (((48.40203571416326 11.98627989009661, 48.40197873116848 11.98632682875394, 48.40201612626647 11.98644484595017, 48.40207043814482 11.98639388397933, 48.40203571416326 11.98627989009661)))","MULTILINESTRING ((48.40201612626647 11.98644484595017, 48.40197873116848 11.98632682875394))",9859294968855390.0,35.0
895,1825,634,2020-11-18 18:22:35,"MULTIPOLYGON (((48.40352746868586 11.98619554388252, 48.40357515519565 11.98619135215404, 48.4035328106808 11.98591122972831, 48.40348206169777 11.98591391193714, 48.40352746868586 11.98619554388252)))","MULTILINESTRING ((48.4035328106808 11.98591122972831, 48.40357515519565 11.98619135215404))",-9026795019537070.0,35.0
896,1826,634,2020-11-18 18:22:35,"MULTIPOLYGON (((48.40348206169777 11.98591391193714, 48.40343398366723 11.98594341623599, 48.40348117136525 11.98622504818137, 48.40352746868586 11.98619554388252, 48.40348206169777 11.98591391193714)))","MULTILINESTRING ((48.40348117136525 11.98622504818137, 48.40343398366723 11.98594341623599))",9063417152674930.0,35.0
897,1827,635,2020-11-18 18:22:36,"MULTIPOLYGON (((48.40221760329109 11.98588208466381, 48.40225410785807 11.98586330920092, 48.40222027435743 11.9857385864822, 48.40218198905368 11.98575199752707, 48.40221760329109 11.98588208466381)))","MULTILINESTRING ((48.40222027435743 11.9857385864822, 48.40225410785807 11.98586330920092))",-8377928145334710.0,35.0
898,1828,635,2020-11-18 18:22:36,"MULTIPOLYGON (((48.40218198905368 11.98575199752707, 48.40214192300737 11.98578686624395, 48.40217664691649 11.98591561227618, 48.40221760329109 11.98588208466381, 48.40218198905368 11.98575199752707)))","MULTILINESTRING ((48.40217664691649 11.98591561227618, 48.40214192300737 11.98578686624395))",9613847359692670.0,35.0
899,1829,637,2020-11-18 18:22:38,"MULTIPOLYGON (((48.40205288723715 11.98626966386401, 48.40208939192232 11.98624954729663, 48.40209384371146 11.98626429944616, 48.40215883978772 11.98623211293837, 48.40212945800979 11.98613823562319, 48.40206624261251 11.98617042213098, 48.4020502161611 11.98611946015988, 48.40201015001095 11.98613689451825, 48.40205288723715 11.98626966386401)))","MULTILINESTRING ((48.40212945800979 11.98613823562319, 48.40215883978772 11.98623211293837))",-8160665548954860.0,35.0
900,1830,637,2020-11-18 18:22:38,"MULTIPOLYGON (((48.40201015001095 11.98613689451825, 48.40196919346935 11.98617042213063, 48.40198076814764 11.98621065526571, 48.40197453562894 11.98621736078819, 48.40200035605887 11.98630721478986, 48.40203686078171 11.98627905159546, 48.40205288723715 11.98626966386401, 48.40201015001095 11.98613689451825)))","MULTILINESTRING ((48.40200035605887 11.98630721478986, 48.40197453562894 11.98621736078819))",9706423775045220.0,35.0
901,1831,639,2020-11-18 18:22:39,"MULTIPOLYGON (((48.40232444585287 11.9860161951143, 48.40230663877467 11.98595986872519, 48.40228527027296 11.98597462087462, 48.40228259920958 11.9859625509341, 48.40224075253208 11.98599071412848, 48.40224431395283 11.98600010185999, 48.40221760329152 11.98602021842742, 48.40221849364711 11.98602692394992, 48.4022363007561 11.98607386260753, 48.40232444585287 11.9860161951143)))","MULTILINESTRING ((48.40228259920958 11.9859625509341, 48.40224075253208 11.98599071412848))",2.56242708109316e+16,35.0
902,1832,639,2020-11-18 18:22:39,"MULTIPOLYGON (((48.40225855963362 11.98615432887768, 48.40234314327827 11.98609532027993, 48.40232444585287 11.9860161951143, 48.4022363007561 11.98607386260753, 48.40223897182194 11.98608593254804, 48.40225855963362 11.98615432887768)))","MULTILINESTRING ((48.40234314327827 11.98609532027993, 48.40225855963362 11.98615432887768))",-1.5341040404153e+16,35.0
903,1833,639,2020-11-18 18:22:39,"MULTIPOLYGON (((48.40216685299657 11.98613153010082, 48.40218287941133 11.98621333747544, 48.40226123069832 11.98616505771369, 48.40225855963362 11.98615432887768, 48.40223897182194 11.98608593254804, 48.40216685299657 11.98613153010082)))","MULTILINESTRING ((48.40226123069832 11.98616505771369, 48.40218287941133 11.98621333747544))",-156690195996448.0,35.0
904,1834,639,2020-11-18 18:22:39,"MULTIPOLYGON (((48.40221849364711 11.98602692394992, 48.40214192300822 11.98607654481619, 48.40216685299657 11.98613153010082, 48.40223897182194 11.98608593254804, 48.4022363007561 11.98607386260753, 48.40221849364711 11.98602692394992)))","MULTILINESTRING ((48.40221849364711 11.98602692394992, 48.40214192300822 11.98607654481619))",2.46221856392552e+16,35.0
905,1835,640,2020-11-18 18:22:42,"MULTIPOLYGON (((48.40041578914704 12.00201938584209, 48.40045585655295 12.0019670827667, 48.40035702356047 12.00181285574871, 48.40031784646558 12.00186515882411, 48.40041578914704 12.00201938584209)))","MULTILINESTRING ((48.40035702356047 12.00181285574871, 48.40045585655295 12.0019670827667))",-6649663893997480.0,35.0
906,1836,640,2020-11-18 18:22:42,"MULTIPOLYGON (((48.40031784646558 12.00186515882411, 48.40027866934054 12.00191880300402, 48.40037928326088 12.00207705333551, 48.40041578914704 12.00201938584209, 48.40031784646558 12.00186515882411)))","MULTILINESTRING ((48.40037928326088 12.00207705333551, 48.40027866934054 12.00191880300402))",1.13299559950045e+16,35.0
907,1837,641,2020-11-18 18:22:43,"MULTIPOLYGON (((48.40634212393909 11.98722164317424, 48.40626466922221 11.98695208116924, 48.40620680067929 11.98698024436355, 48.40629939031731 11.98725248857762, 48.40634212393909 11.98722164317424)))","MULTILINESTRING ((48.40626466922221 11.98695208116924, 48.40634212393909 11.98722164317424))",-8293902964509400.0,35.0
908,1838,641,2020-11-18 18:22:43,"MULTIPOLYGON (((48.40620680067929 11.98698024436355, 48.40615160293085 11.98702584191638, 48.40624775380999 11.98736245914651, 48.40630206116998 11.98733161374318, 48.40636003698312 11.9872883756461, 48.40634212393909 11.98722164317424, 48.40628959719061 11.98726053520458, 48.40620680067929 11.98698024436355)))",,,35.0
909,1839,641,2020-11-18 18:22:43,"MULTIPOLYGON (((48.40629939031731 11.98725248857762, 48.40620680067929 11.98698024436355, 48.40628959719061 11.98726053520458, 48.40629939031731 11.98725248857762)))",,,35.0
910,1840,641,2020-11-18 18:22:43,"MULTIPOLYGON (((48.40634212393909 11.98722164317424, 48.40629939031731 11.98725248857762, 48.40628959719061 11.98726053520458, 48.40634212393909 11.98722164317424)))",,,35.0
911,1841,642,2020-11-18 18:22:45,"MULTIPOLYGON (((48.40943713013745 11.9876460785107, 48.40944959334544 11.98771849815379, 48.40953060412132 11.98768899385508, 48.40948253180742 11.98741138522317, 48.40943000830236 11.98741272632748, 48.4094763002086 11.9876031631668, 48.40946205654981 11.98760986868925, 48.40943534967892 11.98763400857017, 48.40943713013745 11.9876460785107)))",,,35.0
912,1842,642,2020-11-18 18:22:45,"MULTIPOLYGON (((48.40943000830236 11.98741272632748, 48.4093819358943 11.98744491283533, 48.4094184353201 11.98765948955565, 48.40943713013745 11.9876460785107, 48.40943534967892 11.98763400857017, 48.40946205654981 11.98760986868925, 48.40943000830236 11.98741272632748)))","MULTILINESTRING ((48.4094184353201 11.98765948955565, 48.4093819358943 11.98744491283533))",9077110632174610.0,35.0
913,1843,642,2020-11-18 18:22:45,"MULTIPOLYGON (((48.4094763002086 11.9876031631668, 48.40943000830236 11.98741272632748, 48.40946205654981 11.98760986868925, 48.4094763002086 11.9876031631668)))",,,35.0
914,1844,643,2020-11-18 18:22:46,"MULTIPOLYGON (((48.40605135440632 11.98751130563319, 48.40613059002148 11.98750594121547, 48.4061118939882 11.98738121849679, 48.40608162420607 11.98738121849668, 48.40607094074896 11.98729941112208, 48.4060184137203 11.98730209333089, 48.40605135440632 11.98751130563319)))","MULTILINESTRING ((48.4061118939882 11.98738121849679, 48.40613059002148 11.98750594121547))",-903395307070109.0,35.0
915,1845,643,2020-11-18 18:22:46,"MULTIPOLYGON (((48.4060184137203 11.98730209333089, 48.40596232547734 11.98733562094322, 48.40599526619968 11.987548856559, 48.40605135440632 11.98751130563319, 48.4060184137203 11.98730209333089)))","MULTILINESTRING ((48.40599526619968 11.987548856559, 48.40596232547734 11.98733562094322))",8991316871810620.0,35.0
916,1846,644,2020-11-18 18:22:47,"MULTIPOLYGON (((48.40903956170441 11.98781285683432, 48.40903065934147 11.98774311940023, 48.40888644084831 11.98778603474374, 48.40889445299781 11.98785711328233, 48.40903956170441 11.98781285683432)))","MULTILINESTRING ((48.40903065934147 11.98774311940023, 48.40888644084831 11.98778603474374))",8082159170095160.0,35.0
917,1847,644,2020-11-18 18:22:47,"MULTIPOLYGON (((48.40889445299781 11.98785711328233, 48.40891047729276 11.98794830838846, 48.40905558595367 11.98790807525396, 48.40903956170441 11.98781285683432, 48.40889445299781 11.98785711328233)))","MULTILINESTRING ((48.40905558595367 11.98790807525396, 48.40891047729276 11.98794830838846))",-1.73007076794282e+16,35.0
918,1848,645,2020-11-18 18:22:49,"MULTIPOLYGON (((48.40610766835963 11.98851074915024, 48.40606671511694 11.98841418962601, 48.40595275809538 11.98850672583617, 48.40596344157711 11.98853220682173, 48.40583702023404 11.98862742524084, 48.40586818045369 11.98869716267501, 48.40610766835963 11.98851074915024)))","MULTILINESTRING ((48.40596344157711 11.98853220682173, 48.40583702023404 11.98862742524084))",2.86823179080974e+16,35.0
919,1849,645,2020-11-18 18:22:49,"MULTIPOLYGON (((48.40586818045369 11.98869716267501, 48.40589577948956 11.9887977455127, 48.40613615755258 11.98861401419692, 48.40610766835963 11.98851074915024, 48.40586818045369 11.98869716267501)))","MULTILINESTRING ((48.40613615755258 11.98861401419692, 48.40589577948956 11.9887977455127))",-1.50910332869978e+16,35.0
920,1850,646,2020-11-18 18:22:50,"MULTIPOLYGON (((48.40887309687469 11.99068136804406, 48.40893452333604 11.99066795699929, 48.4089265111929 11.99060760729672, 48.40894075500169 11.99059687846075, 48.40891671857208 11.99060760729668, 48.40889357236934 11.99044935696545, 48.40890247475604 11.99044533365199, 48.4088971333241 11.99041180603944, 48.40883570681756 11.99042521708422, 48.40887309687469 11.99068136804406)))","MULTILINESTRING ((48.4089265111929 11.99060760729672, 48.40893452333604 11.99066795699929))",-9129114759913630.0,35.0
921,1851,646,2020-11-18 18:22:50,"MULTIPOLYGON (((48.40894075500169 11.99059687846075, 48.40893363309765 11.99054725759418, 48.40895232809309 11.99051104777272, 48.40894965737982 11.9904909312052, 48.40890247475604 11.99044533365199, 48.40889357236934 11.99044935696545, 48.40891671857208 11.99060760729668, 48.40894075500169 11.99059687846075)))","MULTILINESTRING ((48.40893363309765 11.99054725759418, 48.40894075500169 11.99059687846075))",-9069494123432000.0,35.0
922,1852,646,2020-11-18 18:22:50,"MULTIPOLYGON (((48.40883570681756 11.99042521708422, 48.40877784120012 11.99046008580105, 48.40881612153986 11.9907162367609, 48.40887309687469 11.99068136804406, 48.40883570681756 11.99042521708422)))","MULTILINESTRING ((48.40877784120012 11.99046008580105, 48.40881612153986 11.9907162367609))",896321098063231.0,35.0
923,1853,647,2020-11-18 18:22:52,"MULTIPOLYGON (((48.40887220663227 11.98962608217598, 48.4088641944794 11.98957646130941, 48.40881612153642 11.98959121345875, 48.40882057273689 11.9896260821758, 48.40882413369692 11.98964485763882, 48.40887220663227 11.98962608217598)))","MULTILINESTRING ((48.4088641944794 11.98957646130941, 48.40881612153642 11.98959121345875))",857556295625509.0,35.0
924,1854,647,2020-11-18 18:22:52,"MULTIPOLYGON (((48.40883659705506 11.98970118402792, 48.40888288950085 11.98968374966957, 48.40887220663227 11.98962608217598, 48.40882413369692 11.98964485763882, 48.40883659705506 11.98970118402792)))","MULTILINESTRING ((48.40888288950085 11.98968374966957, 48.40883659705506 11.98970118402792))",-1.67802831856223e+16,35.0
925,1855,647,2020-11-18 18:22:52,"MULTIPOLYGON (((48.40868792679979 11.98967302083285, 48.40870306091779 11.98976958035699, 48.4088383775346 11.98971861838643, 48.40883659705506 11.98970118402792, 48.40882413369692 11.98964485763882, 48.40882057273689 11.9896260821758, 48.40868792679979 11.98967302083285)))","MULTILINESTRING ((48.4088383775346 11.98971861838643, 48.40870306091779 11.98976958035699))",-1.6780286993452e+16,35.0
926,1856,647,2020-11-18 18:22:52,"MULTIPOLYGON (((48.40881612153642 11.98959121345875, 48.40880988985521 11.98956170915971, 48.40876893878889 11.98957914351807, 48.40875202420828 11.98955768584599, 48.40867368291993 11.98958450793573, 48.40868792679979 11.98967302083285, 48.40882057273689 11.9896260821758, 48.40881612153642 11.98959121345875)))","MULTILINESTRING ((48.40875202420828 11.98955768584599, 48.40867368291993 11.98958450793573))",1.04391855888437e+16,35.0
927,1857,648,2020-11-18 18:22:54,"MULTIPOLYGON (((48.40887220663227 11.98962608217598, 48.4088641944794 11.98957646130941, 48.40881612153642 11.98959121345875, 48.40882057273689 11.9896260821758, 48.40882413369692 11.98964485763882, 48.40887220663227 11.98962608217598)))","MULTILINESTRING ((48.4088641944794 11.98957646130941, 48.40881612153642 11.98959121345875))",857556295625509.0,35.0
928,1858,648,2020-11-18 18:22:54,"MULTIPOLYGON (((48.40883659705506 11.98970118402792, 48.40888288950085 11.98968374966957, 48.40887220663227 11.98962608217598, 48.40882413369692 11.98964485763882, 48.40883659705506 11.98970118402792)))","MULTILINESTRING ((48.40888288950085 11.98968374966957, 48.40883659705506 11.98970118402792))",-1.67802831856223e+16,35.0
929,1859,648,2020-11-18 18:22:54,"MULTIPOLYGON (((48.40868792679979 11.98967302083285, 48.40870306091779 11.98976958035699, 48.4088383775346 11.98971861838643, 48.40883659705506 11.98970118402792, 48.40882413369692 11.98964485763882, 48.40882057273689 11.9896260821758, 48.40868792679979 11.98967302083285)))","MULTILINESTRING ((48.4088383775346 11.98971861838643, 48.40870306091779 11.98976958035699))",-1.6780286993452e+16,35.0
930,1860,648,2020-11-18 18:22:54,"MULTIPOLYGON (((48.40881612153642 11.98959121345875, 48.40880988985521 11.98956170915971, 48.40876893878889 11.98957914351807, 48.40875202420828 11.98955768584599, 48.40867368291993 11.98958450793573, 48.40868792679979 11.98967302083285, 48.40882057273689 11.9896260821758, 48.40881612153642 11.98959121345875)))","MULTILINESTRING ((48.40875202420828 11.98955768584599, 48.40867368291993 11.98958450793573))",1.04391855888437e+16,35.0
931,1861,649,2020-11-18 18:22:56,"MULTIPOLYGON (((48.40502862897569 11.98950290139378, 48.40499479732071 11.9894251173326, 48.40481050343841 11.98960616643958, 48.40484166428703 11.98969333823226, 48.40502862897569 11.98950290139378)))","MULTILINESTRING ((48.40499479732071 11.9894251173326, 48.40481050343841 11.98960616643958))",3.62032331627355e+16,35.0
932,1862,649,2020-11-18 18:22:56,"MULTIPOLYGON (((48.40484166428703 11.98969333823226, 48.40487104449829 11.98978989775645, 48.40506335091404 11.98959677870899, 48.40502862897569 11.98950290139378, 48.40484166428703 11.98969333823226)))","MULTILINESTRING ((48.40506335091404 11.98959677870899, 48.40487104449829 11.98978989775645))",-1.43167245408938e+16,35.0
933,1863,650,2020-11-18 18:22:57,"MULTIPOLYGON (((48.40494315948741 11.98906301911711, 48.40491377931814 11.98908984120703, 48.404987674864 11.98935135658501, 48.40501527437729 11.98932319339058, 48.40504376418178 11.98931112345019, 48.40497432025447 11.98905363138572, 48.40494315948741 11.98906301911711)))",,,35.0
934,1864,651,2020-11-18 18:22:58,"MULTIPOLYGON (((48.40898081569111 11.9901450896183, 48.40905114438304 11.99013167857355, 48.40901375445691 11.98989564418123, 48.40894698666467 11.98991576074849, 48.40898081569111 11.9901450896183)))","MULTILINESTRING ((48.40901375445691 11.98989564418123, 48.40905114438304 11.99013167857355))",-8987324065910660.0,35.0
935,1865,651,2020-11-18 18:22:58,"MULTIPOLYGON (((48.40894698666467 11.98991576074849, 48.40889891379999 11.98994526504734, 48.40890603570892 11.99000025033191, 48.40888912117401 11.99000829695886, 48.4089158283324 11.99017995833509, 48.40898081569111 11.9901450896183, 48.40894698666467 11.98991576074849)))","MULTILINESTRING ((48.40888912117401 11.99000829695886, 48.4089158283324 11.99017995833509))",8997092502692950.0,35.0
936,1866,652,2020-11-18 18:23:00,"MULTIPOLYGON (((48.40497521056301 11.98943852837754, 48.40500726161716 11.98941572960114, 48.40491377931818 11.98909520562504, 48.40487905727809 11.98910861666992, 48.40497521056301 11.98943852837754)))","MULTILINESTRING ((48.40491377931818 11.98909520562504, 48.40500726161716 11.98941572960114))",-8271492903504270.0,35.0
937,1867,652,2020-11-18 18:23:00,"MULTIPOLYGON (((48.40487905727809 11.98910861666992, 48.40483406886089 11.98914580537453, 48.40493603702499 11.98948144372142, 48.40497521056301 11.98943852837754, 48.40487905727809 11.98910861666992)))","MULTILINESTRING ((48.40483406886089 11.98914580537453, 48.40493603702499 11.98948144372142))",9791612306371190.0,35.0
938,1868,653,2020-11-18 18:23:01,"MULTIPOLYGON (((48.40876686271162 11.99021214484256, 48.40879267969312 11.99020678042466, 48.4088211673816 11.99019605158876, 48.40881226498044 11.99012229084116, 48.40878110656429 11.98994392394241, 48.40872235064288 11.9899533116737, 48.40876686271162 11.99021214484256)))","MULTILINESTRING ((48.40878110656429 11.98994392394241, 48.40881226498044 11.99012229084116))",-8897901701255560.0,35.0
939,5072,142,2021-01-12 11:50:57,"MULTIPOLYGON (((48.40813467170109 11.98616270010339, 48.40818363553928 11.98610235040102, 48.40816048900337 11.98610235040093, 48.40813467170109 11.98616270010339)))",,,35.0
940,1869,653,2020-11-18 18:23:01,"MULTIPOLYGON (((48.40879267969312 11.99020678042466, 48.40880158209767 11.99025371908223, 48.40883006978118 11.99023628472383, 48.4088211673816 11.99019605158876, 48.40879267969312 11.99020678042466)))","MULTILINESTRING ((48.40879267969312 11.99020678042466, 48.40880158209767 11.99025371908223))",9183909877015280.0,35.0
941,1870,653,2020-11-18 18:23:01,"MULTIPOLYGON (((48.40883006978118 11.99023628472383, 48.40885499649117 11.99022957920141, 48.40883452097992 11.99011692642324, 48.40881226498044 11.99012229084116, 48.4088211673816 11.99019605158876, 48.40883006978118 11.99023628472383)))","MULTILINESTRING ((48.40885499649117 11.99022957920141, 48.40883452097992 11.99011692642324))",-8859222192167780.0,35.0
942,1871,653,2020-11-18 18:23:01,"MULTIPOLYGON (((48.40870899701578 11.99022421478288, 48.40871433846743 11.99024567245491, 48.40876686271162 11.99021214484256, 48.40872235064288 11.9899533116737, 48.40873392378492 11.99014777182641, 48.40870899701578 11.99022421478288)))",,,35.0
943,1872,653,2020-11-18 18:23:01,"MULTIPOLYGON (((48.40861641176528 11.99019068717, 48.40862798493099 11.99025371908161, 48.40870899701578 11.99022421478288, 48.40873392378492 11.99014777182641, 48.40861641176528 11.99019068717)))","MULTILINESTRING ((48.40862798493099 11.99025371908161, 48.40870899701578 11.99022421478288))",-1.68436163190993e+16,35.0
944,1873,653,2020-11-18 18:23:01,"MULTIPOLYGON (((48.40872235064288 11.9899533116737, 48.40866893611005 11.98998415707704, 48.40868852144566 11.9900994920642, 48.40860305810931 11.99012899636291, 48.40861641176528 11.99019068717, 48.40873392378492 11.99014777182641, 48.40872235064288 11.9899533116737)))",,,35.0
945,1874,654,2020-11-18 18:23:04,"MULTIPOLYGON (((48.40483988366648 11.98931246455395, 48.40487727666056 11.98929503019557, 48.40483632242704 11.9891528731183, 48.40479714878193 11.98916896637217, 48.40483988366648 11.98931246455395)))","MULTILINESTRING ((48.40483632242704 11.9891528731183, 48.40487727666056 11.98929503019557))",-8290072707382340.0,35.0
946,1875,654,2020-11-18 18:23:04,"MULTIPOLYGON (((48.40479714878193 11.98916896637217, 48.40474818168321 11.98921054061153, 48.4047998197138 11.98934733327083, 48.40483988366648 11.98931246455395, 48.40479714878193 11.98916896637217)))","MULTILINESTRING ((48.40474818168321 11.98921054061153, 48.4047998197138 11.98934733327083))",1.01651608331092e+16,35.0
947,1876,655,2020-11-18 18:23:05,"MULTIPOLYGON (((48.40917629605588 11.99089801915162, 48.40923149052155 11.99087387927079, 48.40918608862616 11.99069551237197, 48.40912733317273 11.99071697004378, 48.40917629605588 11.99089801915162)))","MULTILINESTRING ((48.40918608862616 11.99069551237197, 48.40923149052155 11.99087387927079))",-8466957367283920.0,35.0
948,1877,655,2020-11-18 18:23:05,"MULTIPOLYGON (((48.40912733317273 11.99071697004378, 48.40907837024307 11.99075720317864, 48.4091095284769 11.99086851485234, 48.40909884565617 11.99087656147931, 48.40911308941683 11.9909248412414, 48.40913445505011 11.99091277130097, 48.40914068669149 11.99093020565951, 48.40917629605588 11.99089801915162, 48.40912733317273 11.99071697004378)))","MULTILINESTRING ((48.4091095284769 11.99086851485234, 48.40907837024307 11.99075720317864))",966691557265313.0,35.0
949,1878,655,2020-11-18 18:23:05,"MULTIPOLYGON (((48.40911308941683 11.9909248412414, 48.40908104095013 11.9909462989133, 48.40909706518625 11.9910106719294, 48.40912911364283 11.9909865320485, 48.40911308941683 11.9909248412414)))","MULTILINESTRING ((48.40908104095013 11.9909462989133, 48.40909706518625 11.9910106719294))",950319564877293.0,35.0
950,1879,655,2020-11-18 18:23:05,"MULTIPOLYGON (((48.40912911364283 11.9909865320485, 48.40916650348338 11.99096909769012, 48.40915493044024 11.99092350013705, 48.40914068669149 11.99093020565951, 48.40913445505011 11.99091277130097, 48.40911308941683 11.9909248412414, 48.40912911364283 11.9909865320485)))","MULTILINESTRING ((48.40915493044024 11.99092350013705, 48.40916650348338 11.99096909769012))",-8470862973853400.0,35.0
951,1880,656,2020-11-18 18:23:07,"MULTIPOLYGON (((48.4048140646785 11.9893795197789, 48.40474996230586 11.98922126944754, 48.40469298235175 11.98925479705986, 48.40473482701213 11.98934867437509, 48.40477311039444 11.98936610873374, 48.4048140646785 11.9893795197789)))","MULTILINESTRING ((48.40474996230586 11.98922126944754, 48.4048140646785 11.9893795197789))",-769938408605772.0,35.0
952,1881,656,2020-11-18 18:23:07,"MULTIPOLYGON (((48.40481940653966 11.98953240569205, 48.40485056738255 11.98952301796064, 48.4048140646785 11.9893795197789, 48.40477311039444 11.98936610873374, 48.40481940653966 11.98953240569205)))","MULTILINESTRING ((48.4048140646785 11.9893795197789, 48.40485056738255 11.98952301796064))",-8467592059159300.0,35.0
953,1882,656,2020-11-18 18:23:07,"MULTIPOLYGON (((48.40475085261787 11.98944523389921, 48.40478557474588 11.98956190999094, 48.40481940653966 11.98953240569205, 48.40477311039444 11.98936610873374, 48.40475085261787 11.98944523389921)))","MULTILINESTRING ((48.40478557474588 11.98956190999094, 48.40475085261787 11.98944523389921))",9759397758279720.0,35.0
954,1883,656,2020-11-18 18:23:07,"MULTIPOLYGON (((48.40471969171391 11.98947607930263, 48.40475085261787 11.98944523389921, 48.40477311039444 11.98936610873374, 48.40473482701213 11.98934867437509, 48.40471969171391 11.98947607930263)))","MULTILINESTRING ((48.40475085261787 11.98944523389921, 48.40471969171391 11.98947607930263))",-1435793337622420.0,35.0
955,1884,656,2020-11-18 18:23:07,"MULTIPOLYGON (((48.40469209204008 11.98945328052601, 48.40471969171391 11.98947607930263, 48.40473482701213 11.98934867437509, 48.40469209204008 11.98945328052601)))","MULTILINESTRING ((48.40471969171391 11.98947607930263, 48.40469209204008 11.98945328052601))",1.31265748266537e+16,35.0
956,1885,656,2020-11-18 18:23:07,"MULTIPOLYGON (((48.40469298235175 11.98925479705986, 48.40463689264725 11.98933526332971, 48.40469209204008 11.98945328052601, 48.40473482701213 11.98934867437509, 48.40469298235175 11.98925479705986)))","MULTILINESTRING ((48.40469209204008 11.98945328052601, 48.40463689264725 11.98933526332971))",1.05989271365195e+16,35.0
957,1886,658,2020-11-18 18:23:10,"MULTIPOLYGON (((48.40487962414814 11.98931252557747, 48.40491256557141 11.98943322498268, 48.40485647610896 11.98947479922201, 48.40482086371925 11.98935275871229, 48.40487962414814 11.98931252557747)))",,0.0,0.0
958,1887,661,2020-11-18 18:23:10,"MULTIPOLYGON (((48.40891264385675 11.99168390638829, 48.40898297264294 11.99165976650752, 48.40893935100151 11.99144250757818, 48.40886813191576 11.99146932966794, 48.40891264385675 11.99168390638829)))","MULTILINESTRING ((48.40893935100151 11.99144250757818, 48.40898297264294 11.99165976650752))",-8755696496708270.0,35.0
959,1888,661,2020-11-18 18:23:10,"MULTIPOLYGON (((48.40886813191576 11.99146932966794, 48.40879602248996 11.99151492722071, 48.40884231497335 11.99173620946356, 48.40891264385675 11.99168390638829, 48.40886813191576 11.99146932966794)))","MULTILINESTRING ((48.40879602248996 11.99151492722071, 48.40884231497335 11.99173620946356))",9289934188396270.0,35.0
960,1889,662,2020-11-18 18:23:12,"MULTIPOLYGON (((48.4045608925229 11.98970010477712, 48.4044941188841 11.98958611089429, 48.40448966730535 11.98967596489584, 48.4045608925229 11.98970010477712)))","MULTILINESTRING ((48.4044941188841 11.98958611089429, 48.4045608925229 11.98970010477712))",-6876428801252820.0,35.0
961,1890,662,2020-11-18 18:23:12,"MULTIPOLYGON (((48.4044941188841 11.98958611089429, 48.40434988752631 11.9897644777924, 48.40442556452496 11.98988651830228, 48.4045608925229 11.98970010477712, 48.40448966730535 11.98967596489584, 48.4044941188841 11.98958611089429)))",,,35.0
962,1891,664,2020-11-18 18:23:13,"MULTIPOLYGON (((48.41153859090299 11.98691534211968, 48.41152256743624 11.98685365131258, 48.4114967518407 11.98686974456649, 48.41153859090299 11.98691534211968)))","MULTILINESTRING ((48.41153859090299 11.98691534211968, 48.41152256743624 11.98685365131258))",-8439190283488650.0,35.0
963,1892,664,2020-11-18 18:23:13,"MULTIPOLYGON (((48.41165787655089 11.98692070653812, 48.41163740216832 11.986853651313, 48.41153859090299 11.98691534211968, 48.4114967518407 11.98686974456649, 48.41153324974834 11.98701324274826, 48.41165787655089 11.98692070653812)))","MULTILINESTRING ((48.41163740216832 11.986853651313, 48.41153859090299 11.98691534211968))",2.3645269478986e+16,35.0
